waic,kld,log_score,crps,cdf_mad,cdf_ci_coverage,cdf_ci_width,data_type,data_seed,model,ntrain,ntest,fit_seconds,job,run,mcmc_strategy,apply_jitter,ig_a,ig_b
1738.1135063824372,0.06329821553446949,8665.294697092348,0.8235947098750325,0.09565795014833962,0.9176,0.27463931203938813,gaussian,20,ptm-iwls-nuts,500,5000,787.789722442627,010j-ptm-iwls-nuts-ig1_005,20251213-113228,iwls-nuts,FALSE,0.01,0.01
882.5808759387755,0.08253201722734796,8820.843171006738,0.8408890369910763,0.11800755780637436,0.9712,0.3770738419545222,gaussian,21,ptm-iwls-nuts,250,5000,677.4080011844635,010j-ptm-iwls-nuts-ig1_005,20251213-113407,iwls-nuts,FALSE,0.01,0.01
1736.885711248175,0.06948326582809072,8755.599414010454,0.8423114341261435,0.09593152699264865,0.8938,0.27385104640476027,gaussian,21,ptm-iwls-nuts,500,5000,932.913393497467,010j-ptm-iwls-nuts-ig1_005,20251213-113817,iwls-nuts,FALSE,0.01,0.01
891.0398285937064,0.13562384694546328,9017.969264227317,0.8665980193941227,0.13834961233052254,0.8874,0.3849852962644691,gaussian,22,ptm-iwls-nuts,250,5000,579.5265870094299,010j-ptm-iwls-nuts-ig1_005,20251213-113520,iwls-nuts,FALSE,0.01,0.01
1723.642112018489,0.06859495976763427,8682.82482833817,0.8171043972195073,0.09111558798966782,0.9298,0.27407562377316574,gaussian,22,ptm-iwls-nuts,500,5000,812.512490272522,010j-ptm-iwls-nuts-ig1_005,20251213-114035,iwls-nuts,FALSE,0.01,0.01
858.673969907345,0.1298432431236264,8996.343062958134,0.8432602157663167,0.13195553390178086,0.9076,0.3775296287096427,gaussian,23,ptm-iwls-nuts,250,5000,575.3018977642059,010j-ptm-iwls-nuts-ig1_005,20251213-113823,iwls-nuts,FALSE,0.01,0.01
1761.735223347482,0.06104657671387563,8652.359730909378,0.8081899947336101,0.08657386087174349,0.9574,0.2798799548356873,gaussian,23,ptm-iwls-nuts,500,5000,781.4664840698242,010j-ptm-iwls-nuts-ig1_005,20251213-114143,iwls-nuts,FALSE,0.01,0.01
849.2916281569641,0.1506186397937608,9161.816122598804,0.861513676139009,0.12631619317363965,0.8794,0.35486282482815495,gaussian,24,ptm-iwls-nuts,250,5000,570.4126715660095,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
1746.317833099977,0.05097327317892106,8663.589289524605,0.821015529496438,0.08583533542593817,0.9674,0.2727212863143883,gaussian,24,ptm-iwls-nuts,500,5000,853.1189341545105,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
849.4358847209182,0.1485183671699348,9153.060138619674,0.8787324221833303,0.13161191774868575,0.884,0.35613381145019246,gaussian,25,ptm-iwls-nuts,250,5000,828.0137147903442,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
1666.7973735321802,0.05725423793578185,8696.739492448909,0.8317601965461172,0.08666048248673669,0.9146,0.253129140772855,gaussian,25,ptm-iwls-nuts,500,5000,929.4599995613098,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
883.3353833365906,0.09329259857971305,8851.283688018564,0.8329111179880773,0.1153770768501646,0.9412,0.34902402908565416,gaussian,26,ptm-iwls-nuts,250,5000,647.6071290969849,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
1729.229408273066,0.06032641356024613,8686.45276292123,0.8155315257436534,0.0874135616112091,0.9292,0.2610321496436182,gaussian,26,ptm-iwls-nuts,500,5000,950.3193233013152,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
920.208535660539,0.09669516430903964,8964.993551095198,0.861786733273141,0.1227902455023376,0.9534,0.3779959680322031,gaussian,27,ptm-iwls-nuts,250,5000,580.4906430244446,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
1777.536392422823,0.05926384819715008,8777.836970535749,0.8406737475040875,0.09276599062970951,0.9196,0.275239856348714,gaussian,27,ptm-iwls-nuts,500,5000,824.0730755329132,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
908.3030833269056,0.08670633839713045,8773.604952885653,0.8314607633563885,0.1151270852334291,0.9504,0.35204525539493836,gaussian,28,ptm-iwls-nuts,250,5000,582.2898056507111,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
