kld_kde,kld_kde_floor,mad_kde,kld_gaussian,mad_gaussian,data,seed,nobs
0.004632406622202253,0.004632406622202253,0.014033701902454735,0.0010584434563518307,0.012698138200954712,gaussian,7,500
Inf,0.0743432838706889,0.012502918716081748,0.16306241336199329,0.042764773878297545,ptm,7,500
0.019863970002438617,0.019863970002438617,0.014417945124711057,0.09241885807480112,0.029457586535949216,skewnorm,7,500
Inf,0.028826431694384064,0.013844847722785268,0.22829296584010364,0.05709199085833373,mixture,7,500
0.21684089037530085,0.21684089037530085,0.0189120081973414,0.610867881252365,0.06015534558696826,u-shaped,7,500
0.042318297367058035,0.042318297367058035,0.008812809721070094,0.17000667379272072,0.03808224633046034,unif,7,500
Inf,0.11985527055644339,0.026671373985150137,0.0019616680879187554,0.015288889711478206,gaussian,8,25
Inf,0.0764710082821552,0.03563418752969499,0.04931742410543393,0.023433696871555845,ptm,8,25
Inf,0.3070206154587732,0.054258945948770586,0.09033253973404186,0.0400258742917047,skewnorm,8,25
0.06548527909184067,0.06548527909184067,0.0464025064271789,0.24728215619139873,0.055960344236785114,mixture,8,25
0.46611975378688897,0.46611975378688897,0.0314332561696294,0.665421782044853,0.054011008181514705,u-shaped,8,25
0.15924672779256308,0.15924672779256308,0.03683639037067019,0.20650167715447562,0.053982561761156074,unif,8,25
0.012922924564336389,0.012922924564336389,0.01814511273417331,0.0022292037299694277,0.016726806585730256,gaussian,8,50
Inf,0.07232907374742857,0.034846330097140124,0.047845980821568844,0.044376956368617666,ptm,8,50
0.08966019105260592,0.08966019105260592,0.044154565640780664,0.09902420035358458,0.05996427713578574,skewnorm,8,50
Inf,0.10539390734569519,0.02849841467228086,0.24168437757246164,0.0580350808746964,mixture,8,50
0.3752273188782202,0.3752273188782202,0.01416586259028031,0.6644379474755973,0.057900484787715506,u-shaped,8,50
0.12224389556938665,0.12224389556938665,0.01603036792228446,0.18521177695836108,0.03670146750146606,unif,8,50
