index,variable,kernel,error_code,error_msg,phase,count,relative,run
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pt1hclux
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pt1hclux
0,trafo0_latent,kernel_00,1,divergent transition,warmup,229,0.01145,dummy-pt33fcve
0,trafo0_latent,kernel_00,1,divergent transition,posterior,1910,0.04775,dummy-pt33fcve
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pt33fcve
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pt33fcve
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,229,0.01145,dummy-pt33fcve
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,1910,0.04775,dummy-pt33fcve
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pt33fcve
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pt33fcve
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pt33fcve
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pt33fcve
0,trafo0_latent,kernel_00,1,divergent transition,warmup,74,0.00369999999999999,dummy-pta3pt6l
0,trafo0_latent,kernel_00,1,divergent transition,posterior,4,1e-4,dummy-pta3pt6l
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-pta3pt6l
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pta3pt6l
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-pta3pt6l
0,trafo0_latent,kernel_00,1,divergent transition,warmup,181,0.00904999999999999,dummy-ptfn3cnu
0,trafo0_latent,kernel_00,1,divergent transition,posterior,441,0.011025,dummy-ptfn3cnu
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-ptfn3cnu
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptfn3cnu
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,181,0.00904999999999999,dummy-ptfn3cnu
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,441,0.011025,dummy-ptfn3cnu
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-ptfn3cnu
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptfn3cnu
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-ptfn3cnu
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ptfn3cnu
0,trafo0_latent,kernel_00,1,divergent transition,warmup,174,0.0087,dummy-ptlxycmd
0,trafo0_latent,kernel_00,1,divergent transition,posterior,934,0.02335,dummy-ptlxycmd
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-ptlxycmd
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptlxycmd
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,174,0.0087,dummy-ptlxycmd
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,934,0.02335,dummy-ptlxycmd
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-ptlxycmd
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptlxycmd
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-ptlxycmd
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ptlxycmd
0,trafo0_latent,kernel_00,1,divergent transition,warmup,173,0.00865,dummy-ptosuuz6
0,trafo0_latent,kernel_00,1,divergent transition,posterior,373,0.009325,dummy-ptosuuz6
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-ptosuuz6
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptosuuz6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,173,0.00865,dummy-ptosuuz6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,373,0.009325,dummy-ptosuuz6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-ptosuuz6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptosuuz6
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-ptosuuz6
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ptosuuz6
0,trafo0_latent,kernel_00,1,divergent transition,warmup,215,0.01075,dummy-ptq1bxj8
0,trafo0_latent,kernel_00,1,divergent transition,posterior,24,5.9999999999999e-4,dummy-ptq1bxj8
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,51,0.00255,dummy-ptq1bxj8
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptq1bxj8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,215,0.01075,dummy-ptq1bxj8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,24,5.9999999999999e-4,dummy-ptq1bxj8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,51,0.00255,dummy-ptq1bxj8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ptq1bxj8
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-ptq1bxj8
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ptq1bxj8
0,trafo0_latent,kernel_00,1,divergent transition,warmup,103,0.00515,dummy-ptxp1sqo
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-ptxp1sqo
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-ptxp1sqo
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ptxp1sqo
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-ptxp1sqo
0,trafo0_latent,kernel_00,1,divergent transition,warmup,371,0.01855,dummy-pu4oyxk8
0,trafo0_latent,kernel_00,1,divergent transition,posterior,2483,0.062075,dummy-pu4oyxk8
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pu4oyxk8
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pu4oyxk8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,371,0.01855,dummy-pu4oyxk8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,2483,0.062075,dummy-pu4oyxk8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pu4oyxk8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pu4oyxk8
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pu4oyxk8
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pu4oyxk8
0,trafo0_latent,kernel_00,1,divergent transition,warmup,314,0.0157,dummy-pueju4op
0,trafo0_latent,kernel_00,1,divergent transition,posterior,417,0.010425,dummy-pueju4op
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,314,0.0157,dummy-pueju4op
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,417,0.010425,dummy-pueju4op
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pueju4op
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pueju4op
0,trafo0_latent,kernel_00,1,divergent transition,warmup,230,0.0115,dummy-pugqzcxg
0,trafo0_latent,kernel_00,1,divergent transition,posterior,288,0.0072,dummy-pugqzcxg
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pugqzcxg
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pugqzcxg
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,230,0.0115,dummy-pugqzcxg
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,288,0.0072,dummy-pugqzcxg
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-pugqzcxg
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pugqzcxg
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pugqzcxg
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pugqzcxg
0,trafo0_latent,kernel_00,1,divergent transition,warmup,404,0.0202,dummy-pusfavlx
0,trafo0_latent,kernel_00,1,divergent transition,posterior,484,0.0121,dummy-pusfavlx
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,162,0.0081,dummy-pusfavlx
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,4,1e-4,dummy-pusfavlx
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-pusfavlx
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,404,0.0202,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,484,0.0121,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,162,0.0081,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,4,1e-4,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-pusfavlx
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-pusfavlx
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pusfavlx
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pusfavlx
0,trafo0_latent,kernel_00,1,divergent transition,warmup,358,0.0179,dummy-pvu2fn3e
0,trafo0_latent,kernel_00,1,divergent transition,posterior,253,0.006325,dummy-pvu2fn3e
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pvu2fn3e
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pvu2fn3e
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,358,0.0179,dummy-pvu2fn3e
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,253,0.006325,dummy-pvu2fn3e
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pvu2fn3e
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pvu2fn3e
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pvu2fn3e
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pvu2fn3e
0,trafo0_latent,kernel_00,1,divergent transition,warmup,193,0.00964999999999999,dummy-pwe3og36
0,trafo0_latent,kernel_00,1,divergent transition,posterior,10,2.5e-4,dummy-pwe3og36
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pwe3og36
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pwe3og36
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,193,0.00964999999999999,dummy-pwe3og36
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,10,2.5e-4,dummy-pwe3og36
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pwe3og36
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pwe3og36
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pwe3og36
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pwe3og36
0,trafo0_latent,kernel_00,1,divergent transition,warmup,174,0.0087,dummy-pxifyne0
0,trafo0_latent,kernel_00,1,divergent transition,posterior,3,7.5e-5,dummy-pxifyne0
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pxifyne0
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pxifyne0
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-pxifyne0
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pxifyne0
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-pxifyne0
0,trafo0_latent,kernel_00,1,divergent transition,warmup,188,0.00939999999999999,dummy-py3ub3z5
0,trafo0_latent,kernel_00,1,divergent transition,posterior,5,1.25e-4,dummy-py3ub3z5
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,55,0.00275,dummy-py3ub3z5
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-py3ub3z5
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,188,0.00939999999999999,dummy-py3ub3z5
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,5,1.25e-4,dummy-py3ub3z5
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,55,0.00275,dummy-py3ub3z5
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-py3ub3z5
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-py3ub3z5
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-py3ub3z5
0,trafo0_latent,kernel_00,1,divergent transition,warmup,205,0.01024999999999999,dummy-py601jk6
0,trafo0_latent,kernel_00,1,divergent transition,posterior,18,4.5e-4,dummy-py601jk6
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,32,0.00159999999999999,dummy-py601jk6
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-py601jk6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,205,0.01024999999999999,dummy-py601jk6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,18,4.5e-4,dummy-py601jk6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,32,0.00159999999999999,dummy-py601jk6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-py601jk6
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-py601jk6
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-py601jk6
0,trafo0_latent,kernel_00,1,divergent transition,warmup,286,0.01429999999999999,dummy-pytfkp5b
0,trafo0_latent,kernel_00,1,divergent transition,posterior,530,0.01325,dummy-pytfkp5b
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pytfkp5b
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pytfkp5b
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,286,0.01429999999999999,dummy-pytfkp5b
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,530,0.01325,dummy-pytfkp5b
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pytfkp5b
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pytfkp5b
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pytfkp5b
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pytfkp5b
0,trafo0_latent,kernel_00,1,divergent transition,warmup,346,0.0173,dummy-pze6p3cl
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-pze6p3cl
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-pze6p3cl
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pze6p3cl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,346,0.0173,dummy-pze6p3cl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,0,0,dummy-pze6p3cl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-pze6p3cl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pze6p3cl
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pze6p3cl
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pze6p3cl
0,trafo0_latent,kernel_00,1,divergent transition,warmup,241,0.01205,dummy-pzev2429
0,trafo0_latent,kernel_00,1,divergent transition,posterior,22,5.5e-4,dummy-pzev2429
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-pzev2429
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pzev2429
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-pzev2429
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pzev2429
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-pzev2429
0,trafo0_latent,kernel_00,1,divergent transition,warmup,201,0.01005,dummy-pzia05vl
0,trafo0_latent,kernel_00,1,divergent transition,posterior,33,8.25e-4,dummy-pzia05vl
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,41,0.00204999999999999,dummy-pzia05vl
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pzia05vl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,201,0.01005,dummy-pzia05vl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,33,8.25e-4,dummy-pzia05vl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,41,0.00204999999999999,dummy-pzia05vl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pzia05vl
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pzia05vl
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pzia05vl
0,trafo0_latent,kernel_00,1,divergent transition,warmup,111,0.00554999999999999,dummy-pzstbyyo
0,trafo0_latent,kernel_00,1,divergent transition,posterior,594,0.01484999999999999,dummy-pzstbyyo
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-pzstbyyo
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pzstbyyo
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,111,0.00554999999999999,dummy-pzstbyyo
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,594,0.01484999999999999,dummy-pzstbyyo
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-pzstbyyo
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-pzstbyyo
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-pzstbyyo
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-pzstbyyo
0,trafo0_latent,kernel_00,1,divergent transition,warmup,259,0.01295,dummy-q0aznceu
0,trafo0_latent,kernel_00,1,divergent transition,posterior,174,0.00435,dummy-q0aznceu
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-q0aznceu
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0aznceu
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,259,0.01295,dummy-q0aznceu
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,174,0.00435,dummy-q0aznceu
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-q0aznceu
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0aznceu
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q0aznceu
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q0aznceu
0,trafo0_latent,kernel_00,1,divergent transition,warmup,291,0.01455,dummy-q0b5ycto
0,trafo0_latent,kernel_00,1,divergent transition,posterior,485,0.012125,dummy-q0b5ycto
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-q0b5ycto
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0b5ycto
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,291,0.01455,dummy-q0b5ycto
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,485,0.012125,dummy-q0b5ycto
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-q0b5ycto
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0b5ycto
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q0b5ycto
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q0b5ycto
0,trafo0_latent,kernel_00,1,divergent transition,warmup,224,0.0112,dummy-q0ellhc9
0,trafo0_latent,kernel_00,1,divergent transition,posterior,580,0.0145,dummy-q0ellhc9
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-q0ellhc9
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0ellhc9
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,224,0.0112,dummy-q0ellhc9
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,580,0.0145,dummy-q0ellhc9
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-q0ellhc9
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0ellhc9
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q0ellhc9
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q0ellhc9
0,trafo0_latent,kernel_00,1,divergent transition,warmup,188,0.00939999999999999,dummy-q0qy2j1f
0,trafo0_latent,kernel_00,1,divergent transition,posterior,5,1.25e-4,dummy-q0qy2j1f
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,55,0.00275,dummy-q0qy2j1f
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0qy2j1f
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,188,0.00939999999999999,dummy-q0qy2j1f
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,5,1.25e-4,dummy-q0qy2j1f
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,55,0.00275,dummy-q0qy2j1f
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q0qy2j1f
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q0qy2j1f
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q0qy2j1f
0,trafo0_latent,kernel_00,1,divergent transition,warmup,229,0.01145,dummy-q11tp3uo
0,trafo0_latent,kernel_00,1,divergent transition,posterior,20,5e-4,dummy-q11tp3uo
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,10,5e-4,dummy-q11tp3uo
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q11tp3uo
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,229,0.01145,dummy-q11tp3uo
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,20,5e-4,dummy-q11tp3uo
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,10,5e-4,dummy-q11tp3uo
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q11tp3uo
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q11tp3uo
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q11tp3uo
0,trafo0_latent,kernel_00,1,divergent transition,warmup,425,0.02125,dummy-q14icqzq
0,trafo0_latent,kernel_00,1,divergent transition,posterior,3311,0.08277499999999999,dummy-q14icqzq
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,214,0.0107,dummy-q14icqzq
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-q14icqzq
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-q14icqzq
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,425,0.02125,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,3311,0.08277499999999999,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,214,0.0107,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-q14icqzq
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-q14icqzq
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q14icqzq
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q14icqzq
0,trafo0_latent,kernel_00,1,divergent transition,warmup,293,0.01465,dummy-q1n8a41x
0,trafo0_latent,kernel_00,1,divergent transition,posterior,932,0.02329999999999999,dummy-q1n8a41x
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,8,4e-4,dummy-q1n8a41x
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q1n8a41x
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,293,0.01465,dummy-q1n8a41x
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,932,0.02329999999999999,dummy-q1n8a41x
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,8,4e-4,dummy-q1n8a41x
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q1n8a41x
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q1n8a41x
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q1n8a41x
0,trafo0_latent,kernel_00,1,divergent transition,warmup,216,0.0108,dummy-q1pxd00v
0,trafo0_latent,kernel_00,1,divergent transition,posterior,454,0.01135,dummy-q1pxd00v
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-q1pxd00v
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q1pxd00v
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,216,0.0108,dummy-q1pxd00v
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,454,0.01135,dummy-q1pxd00v
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-q1pxd00v
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q1pxd00v
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-q1pxd00v
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-q1pxd00v
0,trafo0_latent,kernel_00,1,divergent transition,warmup,176,0.0088,dummy-q1th1k1k
0,trafo0_latent,kernel_00,1,divergent transition,posterior,187,0.004675,dummy-q1th1k1k
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-q1th1k1k
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-q1th1k1k
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,176,0.0088,dummy-q1th1k1k
