index,variable,kernel,error_code,error_msg,phase,count,relative,run
0,trafo0_latent,kernel_00,1,divergent transition,warmup,141,0.00705,dummy-000kltpi
0,trafo0_latent,kernel_00,1,divergent transition,posterior,773,0.019325,dummy-000kltpi
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,12,6e-4,dummy-000kltpi
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-000kltpi
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,141,0.00705,dummy-000kltpi
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,773,0.019325,dummy-000kltpi
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,12,6e-4,dummy-000kltpi
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-000kltpi
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-000kltpi
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-000kltpi
0,trafo0_latent,kernel_00,1,divergent transition,warmup,187,0.00935,dummy-00cqv4pk
0,trafo0_latent,kernel_00,1,divergent transition,posterior,13,3.25e-4,dummy-00cqv4pk
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-00cqv4pk
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-00cqv4pk
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-00cqv4pk
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-00cqv4pk
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-00cqv4pk
0,trafo0_latent,kernel_00,1,divergent transition,warmup,142,0.0071,dummy-00jij9dz
0,trafo0_latent,kernel_00,1,divergent transition,posterior,5,1.25e-4,dummy-00jij9dz
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-00jij9dz
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-00jij9dz
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-00jij9dz
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-00jij9dz
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-00jij9dz
0,trafo0_latent,kernel_00,1,divergent transition,warmup,197,0.00985,dummy-00yziisg
0,trafo0_latent,kernel_00,1,divergent transition,posterior,90,0.00225,dummy-00yziisg
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,47,0.00234999999999999,dummy-00yziisg
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-00yziisg
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,197,0.00985,dummy-00yziisg
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,90,0.00225,dummy-00yziisg
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,47,0.00234999999999999,dummy-00yziisg
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-00yziisg
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-00yziisg
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-00yziisg
0,trafo0_latent,kernel_00,1,divergent transition,warmup,332,0.0166,dummy-01kug0kc
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-01kug0kc
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,24,0.0012,dummy-01kug0kc
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01kug0kc
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,332,0.0166,dummy-01kug0kc
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,0,0,dummy-01kug0kc
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,24,0.0012,dummy-01kug0kc
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01kug0kc
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-01kug0kc
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-01kug0kc
0,trafo0_latent,kernel_00,1,divergent transition,warmup,353,0.01765,dummy-01tblfht
0,trafo0_latent,kernel_00,1,divergent transition,posterior,248,0.0062,dummy-01tblfht
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-01tblfht
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01tblfht
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,353,0.01765,dummy-01tblfht
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,248,0.0062,dummy-01tblfht
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-01tblfht
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01tblfht
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-01tblfht
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-01tblfht
0,trafo0_latent,kernel_00,1,divergent transition,warmup,255,0.01275,dummy-01tdjukh
0,trafo0_latent,kernel_00,1,divergent transition,posterior,470,0.01175,dummy-01tdjukh
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-01tdjukh
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01tdjukh
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,255,0.01275,dummy-01tdjukh
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,470,0.01175,dummy-01tdjukh
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-01tdjukh
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-01tdjukh
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-01tdjukh
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-01tdjukh
0,trafo0_latent,kernel_00,1,divergent transition,warmup,429,0.02145,dummy-028unrcd
0,trafo0_latent,kernel_00,1,divergent transition,posterior,915,0.022875,dummy-028unrcd
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-028unrcd
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-028unrcd
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,429,0.02145,dummy-028unrcd
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,915,0.022875,dummy-028unrcd
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-028unrcd
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-028unrcd
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-028unrcd
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-028unrcd
0,trafo0_latent,kernel_00,1,divergent transition,warmup,315,0.01575,dummy-02hzwrcj
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-02hzwrcj
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,29,0.00145,dummy-02hzwrcj
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02hzwrcj
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,315,0.01575,dummy-02hzwrcj
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,0,0,dummy-02hzwrcj
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,29,0.00145,dummy-02hzwrcj
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02hzwrcj
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-02hzwrcj
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02hzwrcj
0,trafo0_latent,kernel_00,1,divergent transition,warmup,305,0.01525,dummy-02klltb4
0,trafo0_latent,kernel_00,1,divergent transition,posterior,1233,0.030825,dummy-02klltb4
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-02klltb4
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02klltb4
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,305,0.01525,dummy-02klltb4
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,1233,0.030825,dummy-02klltb4
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-02klltb4
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02klltb4
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-02klltb4
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02klltb4
0,trafo0_latent,kernel_00,1,divergent transition,warmup,296,0.01479999999999999,dummy-02n1rfu5
0,trafo0_latent,kernel_00,1,divergent transition,posterior,322,0.00805,dummy-02n1rfu5
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-02n1rfu5
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02n1rfu5
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,296,0.01479999999999999,dummy-02n1rfu5
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,322,0.00805,dummy-02n1rfu5
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-02n1rfu5
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02n1rfu5
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-02n1rfu5
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02n1rfu5
0,trafo0_latent,kernel_00,1,divergent transition,warmup,410,0.0205,dummy-02ultb5e
0,trafo0_latent,kernel_00,1,divergent transition,posterior,17,4.25e-4,dummy-02ultb5e
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,35,0.00175,dummy-02ultb5e
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02ultb5e
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,410,0.0205,dummy-02ultb5e
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,17,4.25e-4,dummy-02ultb5e
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,35,0.00175,dummy-02ultb5e
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02ultb5e
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-02ultb5e
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02ultb5e
0,trafo0_latent,kernel_00,1,divergent transition,warmup,194,0.0097,dummy-02v4nsku
0,trafo0_latent,kernel_00,1,divergent transition,posterior,829,0.020725,dummy-02v4nsku
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,18,9e-4,dummy-02v4nsku
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02v4nsku
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,194,0.0097,dummy-02v4nsku
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,829,0.020725,dummy-02v4nsku
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,18,9e-4,dummy-02v4nsku
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02v4nsku
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-02v4nsku
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02v4nsku
0,trafo0_latent,kernel_00,1,divergent transition,warmup,75,0.00375,dummy-02yoxd5q
0,trafo0_latent,kernel_00,1,divergent transition,posterior,34,8.5e-4,dummy-02yoxd5q
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-02yoxd5q
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-02yoxd5q
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-02yoxd5q
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-02yoxd5q
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-02yoxd5q
0,trafo0_latent,kernel_00,1,divergent transition,warmup,326,0.0163,dummy-033uy5fl
0,trafo0_latent,kernel_00,1,divergent transition,posterior,225,0.005625,dummy-033uy5fl
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-033uy5fl
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-033uy5fl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,326,0.0163,dummy-033uy5fl
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,225,0.005625,dummy-033uy5fl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-033uy5fl
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-033uy5fl
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-033uy5fl
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-033uy5fl
0,trafo0_latent,kernel_00,1,divergent transition,warmup,253,0.01264999999999999,dummy-03f3t0gt
0,trafo0_latent,kernel_00,1,divergent transition,posterior,758,0.01895,dummy-03f3t0gt
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-03f3t0gt
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03f3t0gt
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,253,0.01264999999999999,dummy-03f3t0gt
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,758,0.01895,dummy-03f3t0gt
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-03f3t0gt
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03f3t0gt
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-03f3t0gt
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-03f3t0gt
0,trafo0_latent,kernel_00,1,divergent transition,warmup,373,0.01865,dummy-03fxkto6
0,trafo0_latent,kernel_00,1,divergent transition,posterior,1196,0.0299,dummy-03fxkto6
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-03fxkto6
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03fxkto6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,373,0.01865,dummy-03fxkto6
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,1196,0.0299,dummy-03fxkto6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-03fxkto6
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03fxkto6
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-03fxkto6
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-03fxkto6
0,trafo0_latent,kernel_00,1,divergent transition,warmup,389,0.01945,dummy-03nciyz0
0,trafo0_latent,kernel_00,1,divergent transition,posterior,13,3.25e-4,dummy-03nciyz0
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,20,0.001,dummy-03nciyz0
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03nciyz0
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,389,0.01945,dummy-03nciyz0
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,13,3.25e-4,dummy-03nciyz0
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,20,0.001,dummy-03nciyz0
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-03nciyz0
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-03nciyz0
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-03nciyz0
0,trafo0_latent,kernel_00,1,divergent transition,warmup,322,0.0161,dummy-03zpuky5
0,trafo0_latent,kernel_00,1,divergent transition,posterior,473,0.01182499999999999,dummy-03zpuky5
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,615,0.03075,dummy-03zpuky5
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,12,3e-4,dummy-03zpuky5
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-03zpuky5
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-03zpuky5
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-03zpuky5
0,trafo0_latent,kernel_00,1,divergent transition,warmup,285,0.01424999999999999,dummy-041jfo38
0,trafo0_latent,kernel_00,1,divergent transition,posterior,260,0.0065,dummy-041jfo38
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-041jfo38
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-041jfo38
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-041jfo38
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,285,0.01424999999999999,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,260,0.0065,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,warmup,1,5e-5,dummy-041jfo38
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-041jfo38
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-041jfo38
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-041jfo38
0,trafo0_latent,kernel_00,1,divergent transition,warmup,191,0.00955,dummy-047andk7
0,trafo0_latent,kernel_00,1,divergent transition,posterior,407,0.010175,dummy-047andk7
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-047andk7
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-047andk7
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,191,0.00955,dummy-047andk7
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,407,0.010175,dummy-047andk7
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-047andk7
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-047andk7
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-047andk7
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-047andk7
0,trafo0_latent,kernel_00,1,divergent transition,warmup,243,0.01215,dummy-04824crt
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-04824crt
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-04824crt
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-04824crt
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-04824crt
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-04824crt
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-04824crt
0,trafo0_latent,kernel_00,1,divergent transition,warmup,67,0.00334999999999999,dummy-04h4w67o
0,trafo0_latent,kernel_00,1,divergent transition,posterior,4,1e-4,dummy-04h4w67o
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-04h4w67o
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-04h4w67o
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-04h4w67o
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-04h4w67o
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-04h4w67o
0,trafo0_latent,kernel_00,1,divergent transition,warmup,245,0.01225,dummy-04odh54s
0,trafo0_latent,kernel_00,1,divergent transition,posterior,317,0.007925,dummy-04odh54s
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-04odh54s
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-04odh54s
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,245,0.01225,dummy-04odh54s
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,317,0.007925,dummy-04odh54s
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,4,2e-4,dummy-04odh54s
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-04odh54s
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-04odh54s
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-04odh54s
0,trafo0_latent,kernel_00,1,divergent transition,warmup,351,0.01755,dummy-0553zbvr
0,trafo0_latent,kernel_00,1,divergent transition,posterior,204,0.0051,dummy-0553zbvr
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-0553zbvr
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-0553zbvr
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,351,0.01755,dummy-0553zbvr
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,204,0.0051,dummy-0553zbvr
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-0553zbvr
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-0553zbvr
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-0553zbvr
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-0553zbvr
0,trafo0_latent,kernel_00,1,divergent transition,warmup,265,0.01325,dummy-06ntn84t
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-06ntn84t
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-06ntn84t
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-06ntn84t
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-06ntn84t
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-06ntn84t
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-06ntn84t
0,trafo0_latent,kernel_00,1,divergent transition,warmup,226,0.0113,dummy-06u4ilsv
0,trafo0_latent,kernel_00,1,divergent transition,posterior,62,0.00155,dummy-06u4ilsv
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,53,0.00264999999999999,dummy-06u4ilsv
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-06u4ilsv
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,226,0.0113,dummy-06u4ilsv
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,62,0.00155,dummy-06u4ilsv
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,53,0.00264999999999999,dummy-06u4ilsv
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-06u4ilsv
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-06u4ilsv
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-06u4ilsv
0,trafo0_latent,kernel_00,1,divergent transition,warmup,446,0.0223,dummy-06wsmy36
0,trafo0_latent,kernel_00,1,divergent transition,posterior,136,0.0034,dummy-06wsmy36
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,71,0.00355,dummy-06wsmy36
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-06wsmy36
0,trafo0_scale_square,kernel_01,NA,NA,NA,NA,NA,dummy-06wsmy36
0,scale_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-06wsmy36
0,loc_intercept,kernel_03,NA,NA,NA,NA,NA,dummy-06wsmy36
0,trafo0_latent,kernel_00,1,divergent transition,warmup,397,0.01985,dummy-06yt0crk
0,trafo0_latent,kernel_00,1,divergent transition,posterior,632,0.0158,dummy-06yt0crk
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,397,0.01985,dummy-06yt0crk
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,632,0.0158,dummy-06yt0crk
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-06yt0crk
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-06yt0crk
0,trafo0_latent,kernel_00,1,divergent transition,warmup,318,0.0159,dummy-071n4hy8
0,trafo0_latent,kernel_00,1,divergent transition,posterior,336,0.0084,dummy-071n4hy8
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-071n4hy8
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-071n4hy8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,318,0.0159,dummy-071n4hy8
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,336,0.0084,dummy-071n4hy8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-071n4hy8
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-071n4hy8
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-071n4hy8
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-071n4hy8
0,trafo0_latent,kernel_00,1,divergent transition,warmup,350,0.01749999999999999,dummy-07azybna
0,trafo0_latent,kernel_00,1,divergent transition,posterior,184,0.0046,dummy-07azybna
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-07azybna
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-07azybna
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,350,0.01749999999999999,dummy-07azybna
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,184,0.0046,dummy-07azybna
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-07azybna
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-07azybna
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-07azybna
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-07azybna
0,trafo0_latent,kernel_00,1,divergent transition,warmup,265,0.01325,dummy-07czowyp
0,trafo0_latent,kernel_00,1,divergent transition,posterior,55,0.001375,dummy-07czowyp
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,18,9e-4,dummy-07czowyp
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-07czowyp
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,265,0.01325,dummy-07czowyp
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,55,0.001375,dummy-07czowyp
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,18,9e-4,dummy-07czowyp
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-07czowyp
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-07czowyp
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-07czowyp
