mcmc_delta,nobs,data,coef_variance_prior,seed,a,diagonalize_penalty,trafo_target_slope,tau2_clip_additive,apply_jitter,tag,sample_trafo,wandb_mode,mcmc_tau,prop_ig_scale,mock_wandb,save_test_data,thinning_posterior_iwls,nparam,b,thinning_posterior,out_path,tau2_clip,warmup,tau2_prior_scale,debug,ntest,delta_prior,initialize_at_mode,data_path,prop_ig_concentration,trafo_lambda,posterior,run,da_target_accept,condition_number,condition
NUTS-joint,25,ptm,weibull,99,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dlbpsl1x,NA,7,J30
NUTS-joint,500,gaussian,weibull,57,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dll775k4,NA,7,J30
NUTS-joint,100,gaussian,weibull,34,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dlo3d4ay,NA,6,scale25
NUTS-joint,100,gaussian,weibull,5,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dm3ywp9a,NA,6,scale25
NUTS-joint,100,ptm,ig1,16,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dmkn5xu6,NA,1,IG
NUTS-joint,100,gaussian,weibull,72,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dmx5dtvh,NA,2,linear_extrap
NUTS-joint,100,gaussian,weibull,89,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dn1kodke,NA,3,identity_extrap_error
NUTS-joint,50,gaussian,weibull,21,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dn8flgye,NA,6,scale25
NUTS-joint,50,ptm,ig1,59,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dndi9sib,NA,1,IG
NUTS-joint,100,ptm,weibull,42,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dne9f0g5,NA,2,linear_extrap
NUTS-joint,100,ptm,weibull,86,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dnj28sic,NA,5,base
NUTS-joint,100,gaussian,weibull,20,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dnlq7v3n,NA,5,base
NUTS-joint,25,ptm,weibull,80,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dny21gdo,NA,2,linear_extrap
NUTS-joint,100,gaussian,weibull,59,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-doao5tlo,NA,2,linear_extrap
NUTS-joint,500,ptm,weibull,100,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dp0gfjxk,NA,7,J30
NUTS-joint,500,ptm,weibull,5,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dpb5k9n0,NA,7,J30
NUTS-joint,500,ptm,weibull,32,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dpd1fug6,NA,5,base
NUTS-joint,500,gaussian,weibull,92,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dpuz7qye,NA,5,base
NUTS-joint,100,ptm,weibull,87,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dqt47n79,NA,7,J30
NUTS-joint,25,ptm,weibull,18,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dqtzxx0b,NA,6,scale25
NUTS-joint,50,gaussian,weibull,51,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dqycw0yn,NA,6,scale25
NUTS-joint,100,ptm,ig1,21,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-drh5a4ld,NA,1,IG
NUTS-joint,50,gaussian,weibull,86,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-drrl0hek,NA,7,J30
NUTS-joint,500,gaussian,ig1,69,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-drv9mnpz,NA,1,IG
NUTS-joint,500,ptm,weibull,80,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-drxfpu8e,NA,3,identity_extrap_error
NUTS-joint,100,gaussian,weibull,54,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-ds58t7g3,NA,5,base
NUTS-joint,25,gaussian,ig1,25,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dskiejkt,NA,1,IG
NUTS-joint,500,ptm,weibull,24,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dsq09j9c,NA,5,base
NUTS-joint,25,gaussian,weibull,37,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dtmmqayf,NA,2,linear_extrap
NUTS-joint,25,ptm,weibull,5,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dtsit2ht,NA,6,scale25
NUTS-joint,50,gaussian,weibull,34,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dttat6e6,NA,7,J30
NUTS-joint,100,gaussian,weibull,51,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dtw2itrr,NA,2,linear_extrap
NUTS-joint,50,gaussian,ig1,15,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-du1hbps7,NA,1,IG
NUTS-joint,500,ptm,weibull,21,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-du8nfvj8,NA,5,base
NUTS-joint,500,gaussian,weibull,27,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-duadam9r,NA,6,scale25
NUTS-joint,100,gaussian,ig1,10,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-duorokxr,NA,1,IG
NUTS-joint,500,gaussian,weibull,53,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-duwktmi8,NA,2,linear_extrap
NUTS-joint,500,gaussian,weibull,79,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dv2xmrb4,NA,5,base
NUTS-joint,500,ptm,weibull,47,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dv9lql33,NA,5,base
NUTS-joint,500,ptm,weibull,73,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dvcyteun,NA,3,identity_extrap_error
NUTS-joint,500,gaussian,weibull,43,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dvczjc0y,NA,7,J30
NUTS-joint,100,gaussian,weibull,5,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dvf45lrd,NA,7,J30
NUTS-joint,500,ptm,weibull,95,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dvrflojf,NA,5,base
NUTS-joint,500,ptm,weibull,59,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dwak8zdz,NA,5,base
NUTS-joint,100,gaussian,ig1,35,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dwdcqfn5,NA,1,IG
NUTS-joint,500,ptm,weibull,2,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dwjp552w,NA,3,identity_extrap_error
NUTS-joint,25,gaussian,weibull,57,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dwyvvrtp,NA,2,linear_extrap
NUTS-joint,100,ptm,weibull,25,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dxv7430g,NA,7,J30
NUTS-joint,25,gaussian,weibull,39,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dy8tszn3,NA,5,base
NUTS-joint,50,gaussian,weibull,25,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dyje9783,NA,5,base
NUTS-joint,25,gaussian,weibull,61,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dyl0x635,NA,3,identity_extrap_error
NUTS-joint,500,gaussian,weibull,76,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dyrdly67,NA,6,scale25
NUTS-joint,500,ptm,weibull,82,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dyz0pbr2,NA,3,identity_extrap_error
NUTS-joint,500,gaussian,weibull,77,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dz0l3yp4,NA,2,linear_extrap
NUTS-joint,25,gaussian,weibull,85,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dz7ji3r1,NA,7,J30
NUTS-joint,25,ptm,weibull,73,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dz9y2x2d,NA,6,scale25
NUTS-joint,500,ptm,weibull,98,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dzh7wqo3,NA,7,J30
NUTS-joint,25,gaussian,weibull,68,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-dzogjuro,NA,6,scale25
NUTS-joint,500,ptm,weibull,82,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e0efy9z5,NA,5,base
NUTS-joint,50,gaussian,weibull,42,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e0izyecn,NA,3,identity_extrap_error
NUTS-joint,25,gaussian,weibull,10,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e0sks00h,NA,2,linear_extrap
NUTS-joint,500,ptm,weibull,43,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e1b0wpgn,NA,7,J30
NUTS-joint,100,gaussian,ig1,87,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e1wmss1l,NA,1,IG
NUTS-joint,25,gaussian,ig1,65,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e26zkdy6,NA,1,IG
NUTS-joint,500,gaussian,ig1,27,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e2pmazor,NA,1,IG
NUTS-joint,25,gaussian,weibull,27,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e2us8u6g,NA,3,identity_extrap_error
NUTS-joint,50,gaussian,weibull,4,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e2warbwx,NA,3,identity_extrap_error
NUTS-joint,100,ptm,weibull,10,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e3bnmpga,NA,3,identity_extrap_error
NUTS-joint,25,gaussian,ig1,41,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-e411qenl,NA,1,IG
