mcmc_delta,nobs,data,coef_variance_prior,seed,a,diagonalize_penalty,trafo_target_slope,tau2_clip_additive,apply_jitter,tag,sample_trafo,wandb_mode,mcmc_tau,prop_ig_scale,mock_wandb,save_test_data,thinning_posterior_iwls,nparam,b,thinning_posterior,out_path,tau2_clip,warmup,tau2_prior_scale,debug,ntest,delta_prior,initialize_at_mode,data_path,prop_ig_concentration,trafo_lambda,posterior,run,da_target_accept,condition_number,condition
NUTS-joint,100,gaussian,weibull,55,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-000kltpi,NA,7,J30
NUTS-joint,100,ptm,ig1,20,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-00cqv4pk,NA,1,IG
NUTS-joint,50,gaussian,ig1,7,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-00jij9dz,NA,1,IG
NUTS-joint,500,ptm,weibull,50,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-00yziisg,NA,3,identity_extrap_error
NUTS-joint,500,gaussian,weibull,70,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-01kug0kc,NA,7,J30
NUTS-joint,25,gaussian,weibull,61,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-01tblfht,NA,2,linear_extrap
NUTS-joint,50,gaussian,weibull,58,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-01tdjukh,NA,2,linear_extrap
NUTS-joint,50,gaussian,weibull,62,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-028unrcd,NA,2,linear_extrap
NUTS-joint,500,gaussian,weibull,11,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02hzwrcj,NA,7,J30
NUTS-joint,50,gaussian,weibull,53,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02klltb4,NA,6,scale25
NUTS-joint,50,gaussian,weibull,21,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02n1rfu5,NA,3,identity_extrap_error
NUTS-joint,500,ptm,weibull,47,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02ultb5e,NA,3,identity_extrap_error
NUTS-joint,100,gaussian,weibull,74,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02v4nsku,NA,7,J30
NUTS-joint,25,ptm,ig1,32,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-02yoxd5q,NA,1,IG
NUTS-joint,50,gaussian,weibull,97,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-033uy5fl,NA,3,identity_extrap_error
NUTS-joint,50,gaussian,weibull,14,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-03f3t0gt,NA,2,linear_extrap
NUTS-joint,25,gaussian,weibull,62,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-03fxkto6,NA,6,scale25
NUTS-joint,500,ptm,weibull,20,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-03nciyz0,NA,6,scale25
NUTS-joint,100,ptm,ig1,26,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-03zpuky5,NA,1,IG
NUTS-joint,25,ptm,weibull,35,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-041jfo38,NA,6,scale25
NUTS-joint,100,ptm,weibull,82,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-047andk7,NA,3,identity_extrap_error
NUTS-joint,500,gaussian,ig1,68,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-04824crt,NA,1,IG
NUTS-joint,25,ptm,ig1,28,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-04h4w67o,NA,1,IG
NUTS-joint,100,gaussian,weibull,90,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-04odh54s,NA,2,linear_extrap
NUTS-joint,25,ptm,weibull,5,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0553zbvr,NA,2,linear_extrap
NUTS-joint,500,gaussian,ig1,71,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-06ntn84t,NA,1,IG
NUTS-joint,500,ptm,weibull,50,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-06u4ilsv,NA,2,linear_extrap
NUTS-joint,500,ptm,ig1,28,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-06wsmy36,NA,1,IG
NUTS-joint,50,ptm,weibull,73,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-06yt0crk,NA,5,base
NUTS-joint,25,gaussian,weibull,59,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-071n4hy8,NA,3,identity_extrap_error
NUTS-joint,25,ptm,weibull,52,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-07azybna,NA,3,identity_extrap_error
NUTS-joint,100,ptm,weibull,69,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-07czowyp,NA,7,J30
NUTS-joint,500,ptm,weibull,61,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-07livwzz,NA,6,scale25
NUTS-joint,100,ptm,weibull,29,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-07t3s4x6,NA,3,identity_extrap_error
NUTS-joint,100,gaussian,weibull,85,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-07tb594p,NA,5,base
NUTS-joint,25,ptm,weibull,15,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0870xn8m,NA,7,J30
NUTS-joint,25,gaussian,weibull,93,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-09hjmkk7,NA,2,linear_extrap
NUTS-joint,50,ptm,weibull,55,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-09ud5rn2,NA,6,scale25
NUTS-joint,500,gaussian,weibull,78,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-09vab21b,NA,7,J30
NUTS-joint,500,ptm,weibull,63,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0a5uwbml,NA,7,J30
NUTS-joint,50,ptm,ig1,82,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0adchodn,NA,1,IG
NUTS-joint,100,ptm,weibull,11,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0avkprot,NA,3,identity_extrap_error
NUTS-joint,100,gaussian,weibull,97,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0be30l4x,NA,5,base
NUTS-joint,50,ptm,weibull,12,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0bgb44ff,NA,5,base
NUTS-joint,100,gaussian,ig1,27,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0c0yenm7,NA,1,IG
NUTS-joint,100,gaussian,weibull,66,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0c4y0sw3,NA,7,J30
NUTS-joint,50,gaussian,weibull,95,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0c9zyocr,NA,5,base
NUTS-joint,25,gaussian,weibull,75,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0cbff8b5,NA,3,identity_extrap_error
NUTS-joint,50,ptm,ig1,4,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0cd8smwf,NA,1,IG
NUTS-joint,50,ptm,ig1,43,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0cjbtbmy,NA,1,IG
NUTS-joint,500,gaussian,weibull,1,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0cr3e1w0,NA,6,scale25
NUTS-joint,500,gaussian,weibull,6,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0d0zbluk,NA,5,base
NUTS-joint,25,gaussian,weibull,78,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0d1gu7ay,NA,3,identity_extrap_error
NUTS-joint,25,ptm,weibull,61,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0d3tr3te,NA,2,linear_extrap
NUTS-joint,50,ptm,weibull,9,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0d6jw7l9,NA,2,linear_extrap
NUTS-joint,25,ptm,ig1,87,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0dhcu2qh,NA,1,IG
NUTS-joint,500,gaussian,weibull,84,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0dk17loh,NA,2,linear_extrap
NUTS-joint,500,gaussian,ig1,97,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0dth1cix,NA,1,IG
NUTS-joint,25,gaussian,weibull,72,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0e2ag4rb,NA,3,identity_extrap_error
NUTS-joint,25,gaussian,weibull,79,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0e9gvesn,NA,7,J30
NUTS-joint,50,gaussian,weibull,6,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,25,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0ejkmlqe,NA,6,scale25
NUTS-joint,25,gaussian,ig1,4,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0f4pce05,NA,1,IG
NUTS-joint,25,ptm,weibull,85,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0fof1stt,NA,2,linear_extrap
NUTS-joint,100,gaussian,weibull,23,-4,TRUE,identity,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0g13605o,NA,3,identity_extrap_error
NUTS-joint,25,ptm,weibull,32,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0gbcs5bk,NA,5,base
NUTS-joint,50,gaussian,ig1,10,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0gyeuof0,NA,1,IG
NUTS-joint,500,ptm,weibull,78,-4,TRUE,continue_linearly,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0h8j47si,NA,2,linear_extrap
NUTS-joint,25,gaussian,weibull,68,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,15,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0hi1mkka,NA,5,base
NUTS-joint,500,gaussian,weibull,32,-4,TRUE,transition,TRUE,TRUE,042-hyperparameters,TRUE,disabled,NUTS-joint,0.01,TRUE,FALSE,10,30,4,1,/home/brachem/git/ptm_revision/sim/sim-unconditional/jobs/042-hyperparameters/raw,2.5e-4,5000,0.5,FALSE,1500,rw,FALSE,../data,0.01,0.1,10000,dummy-0hn27rjm,NA,7,J30
