index,variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,y,pdf
612,prob,prob[10],"(10,)",2000,1.4935363157340415e-05,3.462289348506583e-11,5.884122150760114e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,1.8407084344627108e-07,1.2382877400259009e-07,6.065337657403351e-06,1.4536070105668708e-05,2.562837608181624e-05,5.93843790951994e-06,2.526106252237256e-05,-4.666666666666667,1.4935363157340415e-05
613,prob,prob[11],"(11,)",2000,1.675216380750832e-05,4.0350531844439695e-11,6.352206848366927e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,1.9777908723083817e-07,1.3215297601270044e-07,7.0778226780267795e-06,1.638091028157164e-05,2.8187218218254152e-05,6.935353613855263e-06,2.7800948166327226e-05,-4.633333333333334,1.675216380750832e-05
614,prob,prob[12],"(12,)",2000,1.8679820582732157e-05,4.587236380593332e-11,6.772913981879094e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.0971877276991255e-07,1.3919799462598303e-07,8.244501116441016e-06,1.8358017751440054e-05,3.073628592955327e-05,8.085733355262448e-06,3.033702064079664e-05,-4.6,1.8679820582732157e-05
615,prob,prob[13],"(13,)",2000,2.0709565303477014e-05,5.078302504378761e-11,7.126220951092354e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.192454396108143e-07,1.4465038510255632e-07,9.586389507532952e-06,2.0461061062389865e-05,3.322737449705219e-05,9.410872893856886e-06,3.2822443708645155e-05,-4.566666666666666,2.0709565303477014e-05
616,prob,prob[14],"(14,)",2000,2.2830587988977708e-05,5.461747599044707e-11,7.3903637251793686e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.256735373499502e-07,1.4823329269287803e-07,1.1126990065217168e-05,2.268091768464947e-05,3.5608232828789826e-05,1.0934661329439e-05,3.520629041705714e-05,-4.533333333333333,2.2830587988977708e-05
617,prob,prob[15],"(15,)",2000,2.5030191185191816e-05,5.688391938268321e-11,7.542142890630169e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.2829052832848687e-07,1.497327445885789e-07,1.28925313593142e-05,2.5005533956394537e-05,3.78236565965177e-05,1.3846351660143348e-05,3.855189855352897e-05,-4.5,2.5030191185191816e-05
618,prob,prob[16],"(16,)",2000,2.729401729071258e-05,5.7112954028056095e-11,7.557311296225404e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.263741170970537e-07,1.490301299349984e-07,1.4912225459687141e-05,2.7419836613196302e-05,3.981677627271757e-05,1.593142571138113e-05,4.04986759462555e-05,-4.466666666666667,2.729401729071258e-05
619,prob,prob[17],"(17,)",2000,2.960634797414233e-05,5.4923986521499407e-11,7.411071887486952e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.192137426163741e-07,1.4618829916535508e-07,1.721854186177435e-05,2.9905702758907805e-05,4.1530506855467296e-05,1.8293008315908518e-05,4.214383317713586e-05,-4.433333333333334,2.960634797414233e-05
620,prob,prob[18],"(18,)",2000,3.195047259954465e-05,5.010900522555926e-11,7.078771448885693e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,2.0613984193606365e-07,1.4223831916069345e-07,1.984749841102184e-05,3.2441994019443013e-05,4.290911736388448e-05,2.2409927106871815e-05,4.4796853415110427e-05,-4.3999999999999995,3.195047259954465e-05
621,prob,prob[19],"(19,)",2000,3.430912053170626e-05,4.273296209106125e-11,6.537045364005152e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,1.8657173262715489e-07,1.3718831052603513e-07,2.2838969334424587e-05,3.50046592594535e-05,4.389987089960608e-05,2.5428578086123107e-05,4.534913997289971e-05,-4.366666666666666,3.430912053170626e-05
622,prob,prob[20],"(20,)",2000,3.6664950385983026e-05,3.324942697733241e-11,5.7662316097545375e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,1.6004074260767103e-07,1.315496682450822e-07,2.6237010365249335e-05,3.7566908667101035e-05,4.445468058952207e-05,2.894239983957339e-05,4.549451401671147e-05,-4.333333333333333,3.6664950385983026e-05
623,prob,prob[21],"(21,)",2000,3.900108781798813e-05,2.263014446691196e-11,4.757115141229185e-06,1.0015166449187651,1053.0316851426492,849.1087425597552,1.2519931238390988e-07,1.2641086594069035e-07,3.009020081204586e-05,4.00994602653344e-05,4.4531723359622775e-05,3.271676444834445e-05,4.4919865695802825e-05,-4.300000000000001,3.900108781798813e-05
624,prob,prob[22],"(22,)",2000,4.1301702405344713e-05,1.2507948623824726e-11,3.536657832449264e-06,1.0027580373073508,1329.2273509730605,1295.6774061625738,9.00269253505988e-08,1.2254341438032177e-07,3.445200227533851e-05,4.257085803781141e-05,4.421707025737254e-05,3.681150705757234e-05,4.423718463183123e-05,-4.266666666666667,4.1301702405344713e-05
625,prob,prob[23],"(23,)",2000,4.3552613632688545e-05,5.334538170907716e-12,2.3096619170146345e-06,1.0022836669252189,1453.9527022748305,1680.3667247826077,6.088926755629156e-08,1.1249116982975878e-07,3.938113355526312e-05,4.438391672745424e-05,4.5083531800073916e-05,4.132019044097681e-05,4.50892014173171e-05,-4.233333333333333,4.3552613632688545e-05
