index,variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,y,pdf
613,prob,prob[11],"(11,)",2000,1.5638936942476507e-05,3.487431461087157e-11,5.905447875552842e-06,1.001954168259459,1731.4403938907956,1090.458419143181,1.462801528055964e-07,1.4040152406259135e-07,6.2309221064455955e-06,1.5329086735068633e-05,2.5937789281813216e-05,5.719613632132944e-06,2.5236919109614684e-05,-4.633333333333334,1.5638936942476507e-05
614,prob,prob[12],"(12,)",2000,1.749725496072052e-05,4.000538044147604e-11,6.324980667280813e-06,1.0018836129463307,1731.4403938907956,1090.458419143181,1.5532648836275527e-07,1.4977647888608367e-07,7.29831403790022e-06,1.7234415360651328e-05,2.8406362428960702e-05,6.724103261714155e-06,2.7677967937651152e-05,-4.6,1.749725496072052e-05
615,prob,prob[13],"(13,)",2000,1.947079210655504e-05,4.475594833094148e-11,6.689988664485275e-06,1.001830513145651,1731.4403938907956,1090.458419143181,1.6247112236325558e-07,1.5794801947971133e-07,8.537421026795399e-06,1.9276930727176783e-05,3.085859395878664e-05,7.897170714174285e-06,3.011511063779195e-05,-4.566666666666666,1.947079210655504e-05
616,prob,prob[14],"(14,)",2000,2.1552672463899496e-05,4.873102259080176e-11,6.98076088910097e-06,1.001747909958478,1731.4403938907956,1090.458419143181,1.673717204616555e-07,1.6461432509200687e-07,9.97392804935889e-06,2.145149316053431e-05,3.325004526197772e-05,1.0704612314804083e-05,3.383272501723014e-05,-4.533333333333333,2.1552672463899496e-05
617,prob,prob[15],"(15,)",2000,2.3734356184290656e-05,5.1494350240335406e-11,7.17595639899905e-06,1.0016264629586291,1731.4403938907956,1090.458419143181,1.6952724247817123e-07,1.6950006461321016e-07,1.163704169668485e-05,2.3750389194323682e-05,3.5532827990515694e-05,1.2433854905439163e-05,3.6100700107556784e-05,-4.5,2.3734356184290656e-05
618,prob,prob[16],"(16,)",2000,2.600579881346473e-05,5.2604293265791336e-11,7.252881721480872e-06,1.0015013109359832,1731.4403938907956,1090.458419143181,1.6847456621932263e-07,1.7141935118083924e-07,1.355992306792138e-05,2.6163185542282232e-05,3.765656318773248e-05,1.4419634419593337e-05,3.8194215990511366e-05,-4.466666666666667,2.600579881346473e-05
619,prob,prob[17],"(17,)",2000,2.8355677466811154e-05,5.166547329367966e-11,7.187869871782575e-06,1.0013436508912563,1731.4403938907956,1090.458419143181,1.6399828279908e-07,1.7228092186992503e-07,1.5780166551015023e-05,2.8676625352782864e-05,3.9569499956302446e-05,1.66963158370524e-05,4.0060127583725166e-05,-4.433333333333334,2.8355677466811154e-05
620,prob,prob[18],"(18,)",2000,3.077168480998493e-05,4.8397671587240534e-11,6.956843507456563e-06,1.0011911589527702,1731.4403938907956,1090.458419143181,1.554889418380509e-07,1.7097708861733912e-07,1.8340328344751335e-05,3.127457288079292e-05,4.121976609118661e-05,2.0100813536193056e-05,4.231226155803973e-05,-4.3999999999999995,3.077168480998493e-05
621,prob,prob[19],"(19,)",2000,3.324089065685427e-05,4.272315961984992e-11,6.5362955578714405e-06,1.0010311585453862,1731.4403938907956,1090.458419143181,1.42695777233944e-07,1.6763452376446528e-07,2.1288508766524824e-05,3.3938011906221735e-05,4.255671635472852e-05,2.443494350042419e-05,4.4608099672960305e-05,-4.366666666666666,3.324089065685427e-05
622,prob,prob[20],"(20,)",2000,3.575017013991556e-05,3.487365867545917e-11,5.905392338825522e-06,1.000970310343151,1731.4403938907956,1090.458419143181,1.25661794523995e-07,1.6320794133872147e-07,2.467899257246035e-05,3.6645102219652975e-05,4.3532338424993124e-05,2.803330709847647e-05,4.507254464123323e-05,-4.333333333333333,3.575017013991556e-05
623,prob,prob[21],"(21,)",2000,3.828669697822272e-05,2.5518818831366288e-11,5.051615467488226e-06,1.000970310343151,1731.4403938907956,1090.458419143181,1.0513781564770418e-07,1.5699567625041367e-07,2.8572951687063523e-05,3.9371297308396265e-05,4.410267229075139e-05,3.18704981233055e-05,4.478728311210748e-05,-4.300000000000001,3.828669697822272e-05
624,prob,prob[22],"(22,)",2000,4.083850052168523e-05,1.591996252571589e-11,3.9899827726089105e-06,1.0008793375421223,1942.5199632353667,1676.8302747979114,8.387685354551923e-08,1.515632703237975e-07,3.303921489496893e-05,4.2089525035519425e-05,4.4208887799170104e-05,3.612391964076816e-05,4.423718068835306e-05,-4.266666666666667,4.083850052168523e-05
625,prob,prob[23],"(23,)",2000,4.339508616712985e-05,8.116602222988921e-12,2.8489651143860857e-06,1.000363736759455,1692.5119333942466,1741.5594152545757,7.036206503712314e-08,1.6105003902027187e-07,3.815510918380465e-05,4.442210896811458e-05,4.50804956151973e-05,4.077108037432005e-05,4.508920088352515e-05,-4.233333333333333,4.339508616712985e-05
626,prob,prob[24],"(24,)",2000,4.5948120629028564e-05,5.1600996817660095e-12,2.2715852794394513e-06,1.0017134535395191,864.3475288729196,948.2047065972772,8.017069931161118e-08,1.479450264799197e-07,4.172280091426266e-05,4.67909514381379e-05,4.7509878707347094e-05,4.338441197046884e-05,4.7516412247286537e-05,-4.2,4.5948120629028564e-05
627,prob,prob[25],"(25,)",2000,4.849218665472966e-05,1.1420763621257305e-11,3.3794620313383173e-06,1.0026456872193399,1047.5610349487808,910.6230901172858,1.163709434979516e-07,1.1816727914853127e-07,4.1503263869305636e-05,4.963814516344966e-05,5.172452299075878e-05,4.3678773394857384e-05,5.174268327041559e-05,-4.166666666666666,4.849218665472966e-05
628,prob,prob[26],"(26,)",2000,5.102561640324606e-05,3.301513286630169e-11,5.745879642517905e-06,1.002008375034001,1394.2877429432062,1078.3433130065239,1.6997959377536313e-07,1.421611783782558e-07,3.97483247880401e-05,5.2188082879415295e-05,5.810487665734535e-05,4.2700140556323966e-05,5.832240381500591e-05,-4.133333333333333,5.102561640324606e-05
629,prob,prob[27],"(27,)",2000,5.355141923346533e-05,7.843537799979488e-11,8.856374992049224e-06,1.0019317108498993,1621.5540709790066,1090.4584191431807,2.3627300337056368e-07,1.981855904707261e-07,3.738920534865443e-05,5.4456316442236796e-05,6.688954349485607e-05,4.116909815621332e-05,6.837794596911111e-05,-4.1000000000000005,5.355141923346533e-05
630,prob,prob[28],"(28,)",2000,5.607832854018986e-05,1.5952412240073493e-10,1.2630285919199728e-05,1.0019904628662295,1712.689008744672,1090.4584191431807,3.1096920639651716e-07,2.822884907096102e-07,3.44932300742977e-05,5.647143943523969e-05,7.690190920008241e-05,3.535719240072419e-05,7.742147378553103e-05,-4.066666666666666,5.607832854018986e-05
631,prob,prob[29],"(29,)",2000,5.8622004117803966e-05,2.930469279399556e-10,1.711861349350337e-05,1.0015290179712097,1734.7886908846608,1090.4584191431807,3.9826943980324437e-07,4.0040848025356653e-07,3.112445188173735e-05,5.822984898444565e-05,8.814277217744328e-05,2.9852483880220626e-05,8.609546030043085e-05,-4.033333333333333,5.8622004117803966e-05
632,prob,prob[30],"(30,)",2000,6.120644203822637e-05,5.033115897188471e-10,2.2434606965998918e-05,1.0012484030435607,1731.4403938907956,1090.4584191431807,5.004238989157361e-07,5.73573287922037e-07,2.7319248835376445e-05,5.9714094476948764e-05,0.00010089936169891595,2.3581115552826097e-05,9.517414865133647e-05,-4.0,6.120644203822637e-05
633,prob,prob[31],"(31,)",2000,6.386566406180581e-05,8.266449018977013e-10,2.8751433040766877e-05,1.0010697048230166,1731.4403938907956,1090.4584191431807,6.177163450307174e-07,8.333329323508196e-07,2.3123643365921826e-05,6.089184314243866e-05,0.00011535859402532662,1.4741890678286847e-05,0.00010273540092118144,-3.9666666666666663,6.386566406180581e-05
634,prob,prob[32],"(32,)",2000,6.664578414749886e-05,1.3192096763648144e-09,3.6320926149601615e-05,1.000970310343151,1731.4403938907956,1090.4584191431807,7.564302294777989e-07,1.2231101485220823e-06,1.8592429212070342e-05,6.1732829504039e-05,0.00013172637386589972,7.2111395751949476e-06,0.00011192092835099052,-3.933333333333333,6.664578414749886e-05
635,prob,prob[33],"(33,)",2000,7.207840006149882e-05,1.8247134611192983e-09,4.271666491100749e-05,1.0009084470858116,1727.0067372203923,1065.956579599558,8.683087176894916e-07,1.6102126452425374e-06,1.8610263063275834e-05,6.487488854580787e-05,0.00014672035342085487,7.754447027631018e-06,0.0001257194005199542,-3.9,7.207840006149882e-05
636,prob,prob[34],"(34,)",2000,7.824531177051668e-05,2.4788063062831888e-09,4.978761197610495e-05,1.0007704205686052,1732.664313913821,1091.5162872857761,9.97956356218895e-07,2.063641886386635e-06,1.9333941260018156e-05,6.915195704619432e-05,0.00016482487819899973,7.187681390035031e-06,0.00013701473272635293,-3.866666666666667,7.824531177051668e-05
637,prob,prob[35],"(35,)",2000,8.493205690173866e-05,3.3483437754330295e-09,5.786487514402005e-05,1.0006519132857488,1722.332156240782,1079.0299144092933,1.1536729730325832e-06,2.664893670927997e-06,2.0174211502054887e-05,7.355767602926351e-05,0.00018250512438288479,7.898254512380868e-06,0.0001517556798474173,-3.833333333333333,8.493205690173866e-05
638,prob,prob[36],"(36,)",2000,9.216640824250497e-05,4.4897837932157605e-09,6.700584894780276e-05,1.0005517336934882,1705.2651684408231,1048.478863994158,1.3373365383850234e-06,3.5341527846329723e-06,2.1068058972958277e-05,7.781635808928792e-05,0.00020322057361709918,8.882910525475405e-06,0.00016777022811684944,-3.8,9.216640824250497e-05
639,prob,prob[37],"(37,)",2000,9.996691520392538e-05,5.959884357710672e-09,7.720028729033767e-05,1.000464032178061,1686.1866391999213,981.0234418824192,1.5488024479304098e-06,4.660687506031798e-06,2.2004801207240342e-05,8.278175234377523e-05,0.0002277038080311297,8.6933848120821e-06,0.00018539432161732605,-3.7666666666666666,9.996691520392538e-05
640,prob,prob[38],"(38,)",2000,0.00010833656681388551,7.800050540375768e-09,8.831789479134887e-05,1.0004071985586482,1662.241618790705,962.1610535639121,1.7847851426562675e-06,6.009673453056155e-06,2.3067080375388082e-05,8.837122752315193e-05,0.00025101348203283543,9.760468444516142e-06,0.00020397972912822662,-3.7333333333333334,0.00010833656681388551
641,prob,prob[39],"(39,)",2000,0.00011726961691306827,1.0018234679876101e-08,0.00010009113187428795,1.0003204460619743,1639.9018893609439,982.3123468382885,2.038642124681467e-06,7.529268432310968e-06,2.4089409492749604e-05,9.361071263243107e-05,0.00027317951549707967,5.719503055457646e-06,0.00022040932407747357,-3.7,0.00011726961691306827
642,prob,prob[40],"(40,)",2000,0.0001267453435150253,1.2576237542108848e-08,0.00011214382525181156,1.0002645430325023,1615.4050108576334,923.1578717130377,2.3056831058636236e-06,9.147164473240128e-06,2.4416374183874527e-05,0.00010030653999501592,0.00029758449127103583,5.19692779690235e-06,0.0002400778107351189,-3.666666666666667,0.0001267453435150253
643,prob,prob[41],"(41,)",2000,0.00013676643364351386,1.5427899214720912e-08,0.00012420909473432657,1.000234771543002,1581.8046111805797,945.4272593170762,2.5776559000242243e-06,1.0799807388055678e-05,2.5610790902801855e-05,0.00010755794073752111,0.00032485576372521965,7.613104924511899e-06,0.0002659604564527294,-3.633333333333333,0.00013676643364351386
644,prob,prob[42],"(42,)",2000,0.00014749065612148496,1.873873064207506e-08,0.00013688948331436955,1.0001849869510024,1546.800263097869,984.8558822044508,2.866566025358152e-06,1.2516951985296207e-05,2.7169112111824778e-05,0.00011495131957107202,0.00035761295053499077,1.1211177578101734e-05,0.00029418151530839987,-3.6,0.00014749065612148496
645,prob,prob[43],"(43,)",2000,0.00015902725391000536,2.2605914572679402e-08,0.00015035263407296663,1.0001570365194803,1511.5795040897679,1005.8285402301785,3.1754863450356227e-06,1.4246369649982424e-05,2.8865178898015307e-05,0.0001228244031890606,0.0003830374085439658,6.7789888315333195e-06,0.0003102508290274515,-3.566666666666667,0.00015902725391000536
646,prob,prob[44],"(44,)",2000,0.000171454873708923,2.7097989939217083e-08,0.00016461467109348755,1.0001081642804261,1480.9424155788397,1004.5631954928336,3.50418135533385e-06,1.5894248093787725e-05,3.0178240283718183e-05,0.0001305719753953719,0.00042324121660993255,5.288712331049533e-06,0.0003335012844027762,-3.533333333333333,0.000171454873708923
647,prob,prob[45],"(45,)",2000,0.00018485112229515313,3.227679769924512e-08,0.00017965744543225898,1.0000384542981173,1454.3252410878283,993.7971963038802,3.85160750754038e-06,1.7351910334567612e-05,3.211796267135225e-05,0.0001404936415263694,0.0004611836974126864,5.2288316355288885e-06,0.00035725414622484527,-3.5,0.00018485112229515313
648,prob,prob[46],"(46,)",2000,0.00019928649408217395,3.819280011244788e-08,0.00019542978307424862,1.000006174282594,1421.1424240414217,1015.5366165704668,4.215986303368821e-06,1.8517988699537625e-05,3.477352138016803e-05,0.00015082704654182784,0.00050382017827263,1.1168769606222431e-05,0.00039168763484706494,-3.466666666666667,0.00019928649408217395
649,prob,prob[47],"(47,)",2000,0.00021484066694247986,4.4889091716113376e-08,0.00021187045975339124,0.9999604843299186,1389.197013699132,1085.1875907732826,4.5953245402812754e-06,1.9318946272111165e-05,3.7488643417613504e-05,0.00016127027214493835,0.0005545568770516851,6.192556372432858e-06,0.0004187835830370812,-3.433333333333333,0.00021484066694247986
650,prob,prob[48],"(48,)",2000,0.00023158607619019897,5.241371968872451e-08,0.00022894042825312552,0.9999280641155878,1364.5781806744358,1015.2493631285644,4.988111087137009e-06,1.9728056563687255e-05,4.002130156676796e-05,0.00017232108521607808,0.0006089371887799754,1.1984736093365344e-06,0.00044791267179080876,-3.4,0.00023158607619019897
651,prob,prob[49],"(49,)",2000,0.0002496134931117869,6.084771777767013e-08,0.0002466733017123461,0.9998353050253027,1346.8565104367513,1034.105732640964,5.3942939034970675e-06,1.975601925319735e-05,4.228475193341894e-05,0.0001854112083915204,0.0006429584815181735,5.093658075826716e-06,0.00048614682216954736,-3.3666666666666667,0.0002496134931117869
652,prob,prob[50],"(50,)",2000,0.0002690603088768751,7.052951445215506e-08,0.0002655739340600938,0.9997939631179427,1340.9141936946094,996.7939025760201,5.826962753881262e-06,1.9702636092260914e-05,4.4045247341385074e-05,0.00019891253058028626,0.000697329728045003,5.190638427241238e-06,0.0005281301777178614,-3.3333333333333335,0.0002690603088768751
653,prob,prob[51],"(51,)",2000,0.0002901018637851179,8.179765003718209e-08,0.0002860028846658405,0.999811694951545,1335.0694217582088,1001.0175775103805,6.296721051939584e-06,1.9817436192312074e-05,4.710517426360958e-05,0.00021358721743771215,0.0007401972653177908,8.571998292405158e-06,0.0005778744192811734,-3.3,0.0002901018637851179
654,prob,prob[52],"(52,)",2000,0.0003128794633357276,9.482994753469049e-08,0.00030794471506212035,0.9998326963553837,1322.562686003897,1008.6956208574244,6.804807640947198e-06,2.0097702496657777e-05,4.98022599966159e-05,0.00022877821271191718,0.000814522740853829,9.017303470834066e-06,0.000625091582499908,-3.2666666666666666,0.0003128794633357276
655,prob,prob[53],"(53,)",2000,0.0003375331311815597,1.0975567786978722e-07,0.00033129394481304245,0.9998804352192853,1308.4388273944844,1042.6800257351567,7.351256819475628e-06,2.0484685101459144e-05,5.168606918714897e-05,0.0002465101048938499,0.0008838629931118764,1.2154639169891994e-05,0.0006827971514301836,-3.2333333333333334,0.0003375331311815597
656,prob,prob[54],"(54,)",2000,0.0003641924678330811,1.266658876393846e-07,0.0003559015139605121,0.9999201986254923,1289.6503413939226,956.7805774582803,7.935994949623435e-06,2.090986728740636e-05,5.5510277051886006e-05,0.00026633963598251593,0.0009570886943113522,8.63171265296621e-06,0.0007393631440177912,-3.1999999999999997,0.0003641924678330811
657,prob,prob[55],"(55,)",2000,0.0003930110067771815,1.4566827183820608e-07,0.0003816651304981974,0.9999805934377082,1269.2969948385903,1029.1026962640155,8.576243092231209e-06,2.135882785454648e-05,5.886301869088471e-05,0.0002879191967659786,0.0010392701911497242,8.600297382057926e-06,0.000802129620646663,-3.1666666666666665,0.0003930110067771815
658,prob,prob[56],"(56,)",2000,0.0004241352259438961,1.6699157946460048e-07,0.0004086460319941948,1.0000468646732745,1238.30810486199,994.0390910329195,9.286363734149465e-06,2.1917354140636945e-05,6.415093091303942e-05,0.000312681018876593,0.0011228109407896937,1.451142932719051e-05,0.0008731215186814886,-3.1333333333333333,0.0004241352259438961
659,prob,prob[57],"(57,)",2000,0.00045775455024947,1.9115073216481694e-07,0.00043720788209365225,1.0001088700937897,1209.0445634505022,983.6408759935968,1.0065725362885873e-05,2.2719710025390317e-05,6.829480510345125e-05,0.0003358089997557604,0.0012221956160522302,1.1439340207488232e-05,0.0009331484537124083,-3.0999999999999996,0.00045775455024947
660,prob,prob[58],"(58,)",2000,0.0004942064598806657,2.1923601542425122e-07,0.00046822645741590813,1.0001380971581129,1178.9509599195596,1005.6312773971626,1.0936795175407418e-05,2.4026874632531283e-05,7.172866848396384e-05,0.0003656492520883309,0.001324869300812592,1.1940751658100861e-05,0.001002234433169262,-3.0666666666666664,0.0004942064598806657
661,prob,prob[59],"(59,)",2000,0.0005340891186963135,2.5251419338508086e-07,0.0005025079038035927,1.0001562488013391,1153.0908860246843,1016.3813527429977,1.1912350789325346e-05,2.5852830134250212e-05,7.770147632655684e-05,0.0003970464388900588,0.0014299667852690123,1.2970885916524071e-05,0.0010885014230403531,-3.033333333333333,0.0005340891186963135
662,prob,prob[60],"(60,)",2000,0.0005778345173045365,2.9189062106778707e-07,0.0005402690265671234,1.0001492103193472,1131.9589682665392,1062.1399428112265,1.3063155485563378e-05,2.8138809935297467e-05,8.392050326022058e-05,0.0004276425568277923,0.0015522384126862713,1.1254799960240632e-05,0.0011866584764639988,-2.9999999999999996,0.0005778345173045365
663,prob,prob[61],"(61,)",2000,0.0006258411444705107,3.3812324218174476e-07,0.0005814836559884936,1.0001289317581148,1117.1383244013764,1049.5563204560563,1.4362819854880427e-05,3.0758239125172516e-05,9.275249876266768e-05,0.00046383015330105234,0.0016805402652844022,1.6782885103693137e-05,0.0012966592550171516,-2.966666666666667,0.0006258411444705107
664,prob,prob[62],"(62,)",2000,0.0006785268414485017,3.918409182434405e-07,0.0006259719788005214,1.0001085428407064,1100.0961174367937,1051.7304748614238,1.5768404140939168e-05,3.354659672114443e-05,0.00010118043671110326,0.0005029690659881024,0.0018425001701707548,6.9758802475182796e-06,0.0014155708419829795,-2.9333333333333336,0.0006785268414485017
665,prob,prob[63],"(63,)",2000,0.0007363297354910638,4.5350830854144653e-07,0.0006734302551426142,1.0000510646937917,1081.0917639199984,1051.4300525674805,1.7276277405075753e-05,3.635159259627697e-05,0.0001102222357906887,0.0005510305907363307,0.0019608405421671373,1.4894643167398056e-05,0.0015512514314781883,-2.9000000000000004,0.0007363297354910638
666,prob,prob[64],"(64,)",2000,0.0007997566016373415,5.237111947805968e-07,0.0007236789307286739,0.9999531043411929,1064.1899597347774,1027.6917480036968,1.8888623153334777e-05,3.903672516974951e-05,0.0001214831735887559,0.0005993881252977268,0.0021237156541682447,1.6814070136624626e-05,0.0017022761566180635,-2.8666666666666663,0.0007997566016373415
667,prob,prob[65],"(65,)",2000,0.0008693661725321467,6.033253697406525e-07,0.0007767402202413961,1.000400058955542,1044.7654976331673,1084.2132714040522,2.0613732435407986e-05,4.138984841779638e-05,0.00013225425895244206,0.0006545807468297418,0.0022785021214378805,2.2760847589820974e-05,0.0018504027163543033,-2.8333333333333335,0.0008693661725321467
668,prob,prob[66],"(66,)",2000,0.0009458903286819485,6.943190159641917e-07,0.0008332580728466971,1.0009710517153456,1025.7722825483954,1127.1518623608335,2.247447805735245e-05,4.3699862767371864e-05,0.00014615929107710367,0.0007080844605635273,0.0024624499958252792,1.5741664636520523e-05,0.001986002032975566,-2.8,0.0009458903286819485
669,prob,prob[67],"(67,)",2000,0.0010305824885021417,8.01731949327742e-07,0.0008953948566569623,1.001655213575014,1009.910140184633,1113.8967571883231,2.45266532753651e-05,4.590420371666807e-05,0.00016129473456160155,0.0007785624175776504,0.0026917798864226454,1.9425879961917265e-05,0.0021580776191817363,-2.7666666666666666,0.0010305824885021417
670,prob,prob[68],"(68,)",2000,0.0011246456217042992,9.293235173329797e-07,0.0009640142723699581,1.0018850252429607,992.9049259867903,1115.2307657956546,2.6794454281008276e-05,4.795311524137393e-05,0.00017478184434288353,0.0008588092676058807,0.002960419655034319,2.3955611879467528e-05,0.0023454079361854745,-2.7333333333333334,0.0011246456217042992
671,prob,prob[69],"(69,)",2000,0.0012291527886540028,1.0800573714578887e-06,0.0010392580870303048,1.0024504707395896,974.8782690869883,1111.8921399283329,2.928716354188751e-05,4.9768771380246444e-05,0.00018912771992485333,0.0009404353982748993,0.003186932803334107,2.7205341092250542e-05,0.0025503478252462174,-2.7,0.0012291527886540028
672,prob,prob[70],"(70,)",2000,0.0013452426344027365,1.257075656142242e-06,0.00112119385306121,1.0022665695139819,958.5285852858628,1111.4680093385641,3.201523072265136e-05,5.1315529033259595e-05,0.0002105856251239551,0.001034390632797698,0.0034454566282763957,2.5956887742294538e-05,0.002792768264510287,-2.666666666666666,0.0013452426344027365
673,prob,prob[71],"(71,)",2000,0.0014741170736384318,1.4637319125539365e-06,0.0012098478881884022,1.0021232485776157,943.5634712143074,1098.352063285799,3.499055267277857e-05,5.2611981630862914e-05,0.0002309052389710675,0.0011306064734420635,0.003766180658917265,3.256837950849397e-05,0.003048395614852089,-2.6333333333333333,0.0014741170736384318
674,prob,prob[72],"(72,)",2000,0.0016171381848417183,1.7043783167819622e-06,0.0013055184092083734,1.0019902376164207,929.8246470149876,1124.600010389886,3.8232862271261895e-05,5.3757414807674775e-05,0.0002513581517536507,0.0012431159980408391,0.004056246160365371,2.8694656553214122e-05,0.003316984464220357,-2.6,0.0016171381848417183
675,prob,prob[73],"(73,)",2000,0.0017757735281958547,1.984914117203126e-06,0.0014088698013667287,1.0022356229110918,918.8346428051899,1097.7251272142244,4.170098860634551e-05,5.493163100483611e-05,0.0002796703295201541,0.0013883200069698665,0.004400741042156502,3.0370440201455283e-05,0.0036042215045840854,-2.5666666666666664,0.0017757735281958547
676,prob,prob[74],"(74,)",2000,0.0019518130976702841,2.314729878513174e-06,0.0015214236354523924,1.0026892159350262,905.271796119727,1084.8959072997889,4.5471666364259215e-05,5.6407099601297185e-05,0.00031236713317225927,0.0015451014903406241,0.004753099743992213,6.720857369905449e-05,0.003972290149803503,-2.533333333333333,0.0019518130976702841
677,prob,prob[75],"(75,)",2000,0.002148747419628409,2.710784238936368e-06,0.0016464459416987757,1.0020301618808412,892.8096558028157,1122.9566857710777,4.964235407223442e-05,5.855473961638169e-05,0.00035449495807168255,0.0017057398817506716,0.005178818401439984,3.808634934300006e-05,0.0042680593708133985,-2.5,0.002148747419628409
678,prob,prob[76],"(76,)",2000,0.0023717098892542987,3.191955558573464e-06,0.0017866044773741793,1.0017416244464432,878.6279686507529,1041.4351828251877,5.432977130877732e-05,6.15464616198614e-05,0.00039018654147175154,0.0018951516112569685,0.005728463707548826,8.8209291970543e-05,0.004736214590351606,-2.466666666666667,0.0023717098892542987
679,prob,prob[77],"(77,)",2000,0.002624565943390117,3.7731771279173416e-06,0.0019424667636583493,1.0015576839451865,869.1895155042375,978.3158892559109,5.958816894757554e-05,6.534158045899791e-05,0.000435937164255153,0.00212839615408784,0.006307577081047224,7.425306435741413e-05,0.005133716517477608,-2.433333333333333,0.002624565943390117
680,prob,prob[78],"(78,)",2000,0.002911672896011132,4.4706870692870745e-06,0.0021143999312540364,1.0011159865665737,858.93186151309,992.8931380614077,6.547954430764589e-05,6.985991085236766e-05,0.0004996077673755318,0.0023799435077245454,0.006957924931916885,6.827700314789859e-05,0.005607614606043919,-2.4,0.002911672896011132
