pdf_hat,low,high,r,data_type,data_seed,model,ntrain,ntest,fit_seconds,job,run,mcmc_strategy,apply_jitter
0.3862279386416167,0.3555765829033159,0.42549566701829133,-0.2953020134228188,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3918115558700859,0.3612069416775907,0.43170745493345863,-0.24161073825503365,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3963217059071246,0.3653779007029157,0.4363697154289341,-0.1879194630872485,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3997210201381115,0.3685956168322072,0.44008985649179694,-0.13422818791946334,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.401978384105936,0.3709254057426948,0.4420863297024917,-0.08053691275167751,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.4030749301439064,0.37235815762946184,0.442714188809362,-0.0268456375838928,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.4029928968474341,0.3723840498723904,0.4431630275942411,0.02684563758389213,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.401680569830056,0.3706462872792191,0.44171678888322374,0.08053691275167818,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3991410564341676,0.36773662608452906,0.43854726706637326,0.13422818791946334,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3953983278632408,0.3637032469756607,0.43434719056442533,0.1879194630872485,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3904906435694624,0.3587770229375838,0.42824959687028447,0.24161073825503365,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3844655258861969,0.352891671849782,0.4218115407351994,0.2953020134228188,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.37735274345928493,0.34517466004283337,0.41372866604604214,0.34899328859060397,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.36920441296226086,0.33645705698667844,0.4048776216445769,0.4026845637583891,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.36010293865826654,0.3269796193936612,0.3945606798030647,0.4563758389261743,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.3501360322009791,0.3168456192355343,0.3833493882042866,0.5100671140939594,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.33939674419762106,0.3063358999696051,0.37164324756800665,0.5637583892617446,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.32802084974615203,0.29435793915459857,0.3598131973413981,0.6174496644295298,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.31615541802168123,0.28179004198552304,0.34794296161364274,0.6711409395973149,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.30388703544357754,0.26938687796714006,0.33530594996320556,0.724832214765101,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.2913004322940442,0.2564734420685841,0.322719271179066,0.7785234899328861,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.2784841064708374,0.2439099834813835,0.30970499305044397,0.8322147651006713,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.26552225150671105,0.23105915677476435,0.296872018273291,0.8859060402684564,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.25251142985374453,0.21818582324258343,0.28400077982148497,0.9395973154362416,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.23952600407071464,0.20575297750928137,0.270479022531197,0.9932885906040269,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.22662805383297815,0.1935979324178395,0.2572158856829477,1.046979865771812,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.213875943281348,0.1816344802856416,0.2437810168912557,1.100671140939597,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.2013276048565125,0.16992058427374204,0.23082616996653416,1.1543624161073822,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.18901431980863295,0.15849259924009074,0.21780878029732348,1.2080536912751674,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.17697758463118057,0.14770398652430197,0.20491617327545544,1.2617449664429523,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.1652615788768133,0.13689848411015548,0.19239669389959013,1.3154362416107386,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.1539102950707584,0.12697307922947315,0.1801987455846693,1.3691275167785235,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.1429560128145442,0.11729760064540164,0.16836084431740048,1.422818791946309,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.1324176784730871,0.1077748401733925,0.15691549320876938,1.476510067114094,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.12231301383551532,0.09900797945830392,0.14582314020162707,1.5302013422818792,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.11266245648218204,0.09067465155245072,0.13516430364675525,1.5838926174496644,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.10348208047423092,0.08275259848306965,0.12497863628376545,1.6375838926174495,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.0947863745520791,0.07526874209687495,0.1151203654683171,1.691275167785235,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.08657805913516142,0.06833827091966824,0.10593699562617329,1.7449664429530198,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.07885223565992826,0.0618626657785333,0.09707805086285276,1.798657718120805,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.07160745327268833,0.05574876895776918,0.08877845878070628,1.8523489932885904,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.06484302566640275,0.05019527819175368,0.080915318227422,1.9060402684563753,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.05855091396729717,0.04495487154908469,0.07368426891185989,1.9597315436241616,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.05271912222491597,0.04018468165097907,0.06675233458821318,2.0134228187919465,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.04733450046040944,0.03579526205820731,0.06038855868561278,2.0671140939597317,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.04237940640749906,0.0317722563484044,0.0545576857119969,2.120805369127517,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.03783594356411861,0.02817473551191862,0.04909447433074794,2.174496644295302,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.03368415011018177,0.02488305087945648,0.04403275274871973,2.228187919463087,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.02990438706482284,0.02189368527757409,0.03943188717393751,2.2818791946308723,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
