kernel,error_code,error_msg,phase,count,relative,data_type,data_seed,model,ntrain,ntest,job,run,index,mcmc_strategy,apply_jitter
kernel_00,2,maximum tree depth,posterior,18383,0.9191499948501588,gaussian,96,bctm-te,1000,5000,005-bctm-te,20250812-184345,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,6,2.999999851454e-4,gaussian,96,bctm-te,1000,5000,005-bctm-te,20250812-184345,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,3,1.5000000712461e-4,gaussian,96,bctm-te,1000,5000,005-bctm-te,20250812-184345,NA,NA,NA
kernel_00,1,divergent transition,warmup,114,0.00570000009611249,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,1,divergent transition,posterior,417,0.02084999904036522,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19850,0.9925000071525574,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19583,0.9791499972343444,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,6,2.999999851454e-4,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,96,bctm-te,250,5000,005-bctm-te,20250812-205642,NA,NA,NA
kernel_00,1,divergent transition,warmup,120,0.00600000005215406,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,1,divergent transition,posterior,106,0.00530000030994415,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19823,0.9911500215530396,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19894,0.994700014591217,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,4,1.9999999494757e-4,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,96,bctm-te,500,5000,005-bctm-te,20250812-201300,NA,NA,NA
kernel_00,1,divergent transition,warmup,80,0.0040000001899898,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,1,divergent transition,posterior,82,0.00410000002011656,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19856,0.992799997329712,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19917,0.9958500266075134,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,8,4.0000001899898e-4,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,gaussian,97,bctm-te,1000,5000,005-bctm-te,20250812-212411,NA,NA,NA
kernel_00,1,divergent transition,warmup,101,0.00504999980330467,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,1,divergent transition,posterior,1129,0.0564499981701374,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19871,0.9935500025749208,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,18868,0.9434000253677368,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,3,1.5000000712461e-4,gaussian,97,bctm-te,250,5000,005-bctm-te,20250812-195000,NA,NA,NA
kernel_00,1,divergent transition,warmup,70,0.00350000010803341,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,1,divergent transition,posterior,750,0.03750000149011612,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19888,0.9943999648094176,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19236,0.9617999792099,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,14,6.9999997504055e-4,gaussian,97,bctm-te,500,5000,005-bctm-te,20250812-172927,NA,NA,NA
kernel_00,1,divergent transition,warmup,103,0.00514999963343143,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,1,divergent transition,posterior,275,0.01374999899417162,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19833,0.9916499853134156,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19723,0.9861500263214112,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,2,9.999999747378752e-5,gaussian,98,bctm-te,1000,5000,005-bctm-te,20250812-184853,NA,NA,NA
kernel_00,1,divergent transition,warmup,117,0.00584999984130263,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,1,divergent transition,posterior,619,0.03094999864697456,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19829,0.9914499521255492,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19380,0.968999981880188,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,gaussian,98,bctm-te,250,5000,005-bctm-te,20250812-181506,NA,NA,NA
kernel_00,1,divergent transition,warmup,101,0.00504999980330467,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,1,divergent transition,posterior,509,0.02544999867677688,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19826,0.9912999868392944,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19491,0.9745500087738036,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.499999925727e-4,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,98,bctm-te,500,5000,005-bctm-te,20250812-173727,NA,NA,NA
kernel_00,1,divergent transition,warmup,87,0.00435000006109476,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,1,divergent transition,posterior,418,0.02089999988675117,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19843,0.992150068283081,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19582,0.979099988937378,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,5,2.4999998277053e-4,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,99,bctm-te,1000,5000,005-bctm-te,20250812-212143,NA,NA,NA
kernel_00,1,divergent transition,warmup,104,0.0052000000141561,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,1,divergent transition,posterior,1020,0.05099999904632568,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19848,0.9923999905586244,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,18979,0.9489499926567078,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.499999925727e-4,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,gaussian,99,bctm-te,250,5000,005-bctm-te,20250812-210217,NA,NA,NA
kernel_00,1,divergent transition,warmup,92,0.00460000010207295,gaussian,99,bctm-te,500,5000,005-bctm-te,20250812-180618,NA,NA,NA
kernel_00,1,divergent transition,posterior,180,0.0089999996125698,gaussian,99,bctm-te,500,5000,005-bctm-te,20250812-180618,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19843,0.9921500086784364,gaussian,99,bctm-te,500,5000,005-bctm-te,20250812-180618,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19820,0.99099999666214,gaussian,99,bctm-te,500,5000,005-bctm-te,20250812-180618,NA,NA,NA
kernel_00,1,divergent transition,warmup,74,0.00370000000111758,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,1,divergent transition,posterior,694,0.03469999879598617,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19867,0.9933500289916992,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19303,0.965149998664856,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,5,2.5000001187436e-4,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,3,1.499999925727e-4,gaussian,100,bctm-te,1000,5000,005-bctm-te,20250812-195117,NA,NA,NA
kernel_00,1,divergent transition,warmup,88,0.00439999997615814,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,1,divergent transition,posterior,1692,0.08459999412298203,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19869,0.9934500455856324,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,18308,0.9154000282287598,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.5000000712461e-4,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,100,bctm-te,250,5000,005-bctm-te,20250812-203824,NA,NA,NA
kernel_00,1,divergent transition,warmup,71,0.0035500000230968,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,1,divergent transition,posterior,382,0.01909999921917915,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19888,0.9943999648094176,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19618,0.9809000492095948,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,4,1.9999999494757e-4,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,gaussian,100,bctm-te,500,5000,005-bctm-te,20250812-184522,NA,NA,NA
kernel_00,1,divergent transition,warmup,88,0.00439999997615814,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,1,divergent transition,posterior,437,0.02185000292956829,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19845,0.9922499656677246,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19562,0.9781000018119812,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,5,2.4999998277053e-4,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,mixture,1,bctm-te,1000,5000,005-bctm-te,20250811-122850,NA,NA,NA
kernel_00,1,divergent transition,warmup,101,0.00505000026896595,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,1,divergent transition,posterior,463,0.0231500007212162,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19858,0.992900013923645,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19537,0.9768499732017516,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,1,bctm-te,250,5000,005-bctm-te,20250811-111454,NA,NA,NA
kernel_00,1,divergent transition,warmup,72,0.00359999993816018,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,1,divergent transition,posterior,287,0.01434999983757734,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19865,0.993250012397766,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19711,0.9855499863624572,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,2,9.999999747378752e-5,mixture,1,bctm-te,500,5000,005-bctm-te,20250811-113521,NA,NA,NA
kernel_00,1,divergent transition,warmup,98,0.00490000005811452,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,1,divergent transition,posterior,734,0.03670000284910202,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19824,0.991200029850006,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19257,0.9628499746322632,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,9,4.4999999227002e-4,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,9,4.4999999227002e-4,mixture,2,bctm-te,1000,5000,005-bctm-te,20250811-122839,NA,NA,NA
kernel_00,1,divergent transition,warmup,101,0.00504999980330467,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,1,divergent transition,posterior,1448,0.07240000367164612,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19846,0.992300033569336,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,18550,0.9275000095367432,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,1,4.999999873689376e-5,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,2,9.999999747378752e-5,mixture,2,bctm-te,250,5000,005-bctm-te,20250811-111531,NA,NA,NA
kernel_00,1,divergent transition,warmup,101,0.00504999980330467,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,1,divergent transition,posterior,291,0.01455000042915344,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19824,0.9911999702453612,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19709,0.9854499697685242,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,4,2.0000000949949e-4,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,2,bctm-te,500,5000,005-bctm-te,20250811-113438,NA,NA,NA
kernel_00,1,divergent transition,warmup,112,0.00560000026598572,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,1,divergent transition,posterior,159,0.00794999953359365,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19834,0.991699993610382,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19840,0.9919999837875366,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,6,3.0000001424923e-4,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,mixture,3,bctm-te,1000,5000,005-bctm-te,20250811-125334,NA,NA,NA
kernel_00,1,divergent transition,warmup,86,0.00430000014603138,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,1,divergent transition,posterior,800,0.03999999910593033,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19860,0.9929999709129332,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19178,0.958899974822998,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,4,1.9999999494757e-4,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,22,0.00109999999403953,mixture,3,bctm-te,250,5000,005-bctm-te,20250811-111433,NA,NA,NA
kernel_00,1,divergent transition,warmup,111,0.00554999988526105,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,1,divergent transition,posterior,89,0.00444999989122152,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19845,0.9922499656677246,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19911,0.995549976825714,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.499999925727e-4,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,3,bctm-te,500,5000,005-bctm-te,20250811-113403,NA,NA,NA
kernel_00,1,divergent transition,warmup,99,0.00494999997317791,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,1,divergent transition,posterior,52,0.0025999997742474,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19831,0.9915499687194824,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19948,0.9973999857902528,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.499999925727e-4,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,4,bctm-te,1000,5000,005-bctm-te,20250811-202134,NA,NA,NA
kernel_00,1,divergent transition,warmup,89,0.00444999989122152,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,1,divergent transition,posterior,898,0.04490000009536743,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19863,0.993149995803833,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19094,0.9546999931335448,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,8,3.9999998989515e-4,mixture,4,bctm-te,250,5000,005-bctm-te,20250811-120053,NA,NA,NA
kernel_00,1,divergent transition,warmup,99,0.00494999997317791,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,1,divergent transition,posterior,269,0.01344999950379133,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19823,0.9911500215530396,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19731,0.986549973487854,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,7,3.4999998752027e-4,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,4,bctm-te,500,5000,005-bctm-te,20250811-124331,NA,NA,NA
kernel_00,1,divergent transition,warmup,98,0.00490000005811452,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,1,divergent transition,posterior,388,0.01940000057220459,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19840,0.9919999837875366,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19611,0.9805499911308287,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,6,3.0000001424923e-4,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,mixture,5,bctm-te,1000,5000,005-bctm-te,20250811-172214,NA,NA,NA
kernel_00,1,divergent transition,warmup,110,0.00549999997019767,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,1,divergent transition,posterior,57,0.0028499998152256,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19861,0.9930499792099,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19942,0.997099995613098,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,1,4.999999873689376e-5,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,mixture,5,bctm-te,250,5000,005-bctm-te,20250811-120004,NA,NA,NA
kernel_00,1,divergent transition,warmup,91,0.00454999972134828,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,1,divergent transition,posterior,161,0.00805000029504299,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19855,0.9927499890327454,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19838,0.9918999671936036,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,1,4.999999873689376e-5,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,1,4.999999873689376e-5,mixture,5,bctm-te,500,5000,005-bctm-te,20250811-134934,NA,NA,NA
kernel_00,1,divergent transition,warmup,93,0.00465000048279762,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,1,divergent transition,posterior,129,0.00644999975338578,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19845,0.9922500252723694,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,19871,0.9935500025749208,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,2,9.999999747378752e-5,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,0,0,mixture,6,bctm-te,1000,5000,005-bctm-te,20250811-155601,NA,NA,NA
kernel_00,1,divergent transition,warmup,96,0.00480000022798776,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
kernel_00,1,divergent transition,posterior,6394,0.3197000026702881,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
kernel_00,2,maximum tree depth,warmup,19870,0.993499994277954,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
kernel_00,2,maximum tree depth,posterior,13603,0.680150032043457,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,warmup,3,1.499999925727e-4,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
kernel_00,3,divergent transition + maximum tree depth,posterior,3,1.499999925727e-4,mixture,6,bctm-te,250,5000,005-bctm-te,20250811-125354,NA,NA,NA
