waic,kld,log_score,cdf_mad,crps,cdf_ci_coverage,cdf_ci_width,data_type,data_seed,model,ntrain,ntest,fit_seconds,run,job,kld_manual,log_score_manual,bootstrap_seconds,mcmc_strategy,apply_jitter
3571.7223732324965,0.09518071029667256,1770.5502051066726,0.07044009965393867,0.8032469765035217,0.806,0.18608856272117244,gaussian,6,ddpstar,1000,1000,434.317,20250815-080547,001-ddpstar,NA,NA,NA,NA,NA
936.3846974246868,0.22775956592553245,1903.1290607355324,0.12289964387522465,0.8969365622462439,0.78,0.32102089341369616,gaussian,6,ddpstar,250,1000,277.923,20250815-080401,001-ddpstar,NA,NA,NA,NA,NA
1784.5002096219785,0.11158800445122484,1786.957499261225,0.08914004225640049,0.8278532889470993,0.88,0.25722529129649424,gaussian,6,ddpstar,500,1000,333.918,20250815-080251,001-ddpstar,NA,NA,NA,NA,NA
3528.416204885586,0.08975507115114145,1743.3585145311415,0.07483568814382963,0.7830276350079828,0.776,0.18988541972652911,gaussian,7,ddpstar,1000,1000,435.427,20250815-095953,001-ddpstar,NA,NA,NA,NA,NA
958.7388856206816,0.20112854661991583,1854.731989999916,0.12254868059187862,0.8678899403986442,0.784,0.32409802938152316,gaussian,7,ddpstar,250,1000,279.817,20250815-082723,001-ddpstar,NA,NA,NA,NA,NA
1794.187382480368,0.12306915544414893,1776.672598824149,0.10074826016380706,0.8147029896573713,0.747,0.24095615193444675,gaussian,7,ddpstar,500,1000,333.735,20250815-084922,001-ddpstar,NA,NA,NA,NA,NA
3611.597931158398,0.09817751377967282,1778.4885856896728,0.07280699164007612,0.8185225104450815,0.798,0.18831521595221795,gaussian,8,ddpstar,1000,1000,438.607,20250815-091047,001-ddpstar,NA,NA,NA,NA,NA
933.114731165868,0.2335559266504401,1913.86699856044,0.12938107520980988,0.9303257026546272,0.779,0.3206247589976996,gaussian,8,ddpstar,250,1000,277.23,20250815-082021,001-ddpstar,NA,NA,NA,NA,NA
1894.940017986916,0.201442820191722,1881.753892101722,0.09935666646596084,0.8773957866578447,0.709,0.235438910305408,gaussian,8,ddpstar,500,1000,332.841,20250815-083807,001-ddpstar,NA,NA,NA,NA,NA
3476.8919090006116,0.09800820354992544,1779.590014039925,0.06457894489515136,0.8144473481363732,0.832,0.18310840352388263,gaussian,9,ddpstar,1000,1000,434.993,20250815-093542,001-ddpstar,NA,NA,NA,NA,NA
935.1541217583411,0.2179433910765712,1899.5252015665712,0.11569234014880764,0.8993500161753847,0.771,0.30299182633283395,gaussian,9,ddpstar,250,1000,280.517,20250815-093508,001-ddpstar,NA,NA,NA,NA,NA
1825.9330644764975,0.1635735716312178,1845.1553821212176,0.08723037969566311,0.8463412563476895,0.768,0.23013593137313831,gaussian,9,ddpstar,500,1000,332.5,20250815-083547,001-ddpstar,NA,NA,NA,NA,NA
3557.217239635501,0.08984221701481587,1792.855022954816,0.07076662950505744,0.812620008110346,0.774,0.18419773969079445,gaussian,10,ddpstar,1000,1000,435.5870000000001,20250815-090152,001-ddpstar,NA,NA,NA,NA,NA
910.4145295424116,0.18128425752718172,1884.2970634671815,0.1213529739968678,0.8814753802325702,0.748,0.3060658279660108,gaussian,10,ddpstar,250,1000,274.365,20250815-121129,001-ddpstar,NA,NA,NA,NA,NA
1812.811779405376,0.09429582779536572,1797.3086337353657,0.09274384209183324,0.8414239309992879,0.818,0.25019193934089584,gaussian,10,ddpstar,500,1000,333.363,20250815-085534,001-ddpstar,NA,NA,NA,NA,NA
3497.9328334384154,0.0759645411094704,1738.0561667194704,0.06946052898473903,0.7863580947313541,0.804,0.18622288399006365,gaussian,11,ddpstar,1000,1000,432.94,20250815-090856,001-ddpstar,NA,NA,NA,NA,NA
916.9011832506864,0.18803681653257415,1850.1284421425744,0.11842690340997976,0.8742293272623631,0.808,0.3154727759640134,gaussian,11,ddpstar,250,1000,280.055,20250815-091021,001-ddpstar,NA,NA,NA,NA,NA
1771.3614269403683,0.0965413671615702,1758.63299277157,0.0843215526373281,0.8088331510577319,0.888,0.24896865879098012,gaussian,11,ddpstar,500,1000,329.901,20250815-122849,001-ddpstar,NA,NA,NA,NA,NA
3476.4867642095933,0.16451804552240906,1869.992367272409,0.07680109841090588,0.8452374342757285,0.732,0.18167103878540256,gaussian,12,ddpstar,1000,1000,441.703,20250815-102418,001-ddpstar,NA,NA,NA,NA,NA
895.3567197347915,0.22930143938462255,1934.7757611346224,0.11634955169991826,0.9076106055369816,0.787,0.3098272418427502,gaussian,12,ddpstar,250,1000,281.059,20250815-092456,001-ddpstar,NA,NA,NA,NA,NA
1793.527193021205,0.17817535763070705,1883.649679380707,0.0957641941316742,0.8773153136744032,0.721,0.22730946646586164,gaussian,12,ddpstar,500,1000,327.807,20250815-092227,001-ddpstar,NA,NA,NA,NA,NA
3580.5269559079147,0.10018733620113753,1753.3005144711376,0.0707454177478718,0.8037347269197547,0.82,0.19163627228724203,gaussian,13,ddpstar,1000,1000,434.781,20250815-095159,001-ddpstar,NA,NA,NA,NA,NA
975.1397945563522,0.2447546674232707,1897.8678456932707,0.11731105285629108,0.8975194857552788,0.81,0.32120551417919024,gaussian,13,ddpstar,250,1000,276.877,20250815-095431,001-ddpstar,NA,NA,NA,NA,NA
1958.9110019414784,0.25832832346269685,1911.441501732697,0.11231044509746638,0.8831799460822322,0.655,0.24584924719513765,gaussian,13,ddpstar,500,1000,332.001,20250815-093955,001-ddpstar,NA,NA,NA,NA,NA
3620.371078243739,0.10979708322860024,1838.0324390186,0.06904716340990602,0.8475953869110807,0.796,0.1806538211103925,gaussian,14,ddpstar,1000,1000,438.236,20250815-101149,001-ddpstar,NA,NA,NA,NA,NA
911.7605674859896,0.21447797525541193,1942.713331045412,0.11833512981590792,0.9311095654714824,0.801,0.305522440449886,gaussian,14,ddpstar,250,1000,281.634,20250815-095159,001-ddpstar,NA,NA,NA,NA,NA
1875.0715331244855,0.16054765205358207,1888.783007843582,0.09020086420455196,0.8758373132452328,0.762,0.22934052883127493,gaussian,14,ddpstar,500,1000,333.752,20250815-101515,001-ddpstar,NA,NA,NA,NA,NA
3558.6814791222987,0.09069697658976658,1789.5924595397669,0.0664505769946364,0.8210619403729726,0.796,0.1770731312536627,gaussian,15,ddpstar,1000,1000,439.848,20250815-101219,001-ddpstar,NA,NA,NA,NA,NA
945.241772845018,0.19662619269259268,1895.5216756425928,0.1251370962746372,0.9052443380109626,0.729,0.3122951474886418,gaussian,15,ddpstar,250,1000,277.57800000000003,20250815-103844,001-ddpstar,NA,NA,NA,NA,NA
1861.1484879002903,0.1611119113713933,1860.0073943213931,0.09547970159185154,0.860933378389542,0.746,0.23837230959029795,gaussian,15,ddpstar,500,1000,334.345,20250815-103317,001-ddpstar,NA,NA,NA,NA,NA
3529.465722099854,0.0927874981782534,1785.2282823582534,0.07017366201453804,0.8128957013288339,0.799,0.18410967758499264,gaussian,16,ddpstar,1000,1000,432.634,20250815-104430,001-ddpstar,NA,NA,NA,NA,NA
978.032264393704,0.17707314968014365,1869.5139338601437,0.11384291168985912,0.8905343739036269,0.83,0.33215589800185413,gaussian,16,ddpstar,250,1000,278.997,20250815-102256,001-ddpstar,NA,NA,NA,NA,NA
1828.3122930501472,0.10111908293707264,1793.5598671170726,0.08910458120535786,0.8352587564042169,0.869,0.26115534099378745,gaussian,16,ddpstar,500,1000,329.28700000000003,20250815-103629,001-ddpstar,NA,NA,NA,NA,NA
3557.040480888687,0.07189898913267416,1738.5612306226742,0.06884360735549179,0.7886160813176332,0.828,0.1887416378101818,gaussian,17,ddpstar,1000,1000,433.53,20250815-111113,001-ddpstar,NA,NA,NA,NA,NA
956.493763490274,0.21574227761651352,1882.4045191065136,0.13510674969742284,0.9017698949057524,0.743,0.32388937505667764,gaussian,17,ddpstar,250,1000,280.64,20250815-105316,001-ddpstar,NA,NA,NA,NA,NA
1862.5002245942476,0.1683902884357235,1835.0525299257235,0.1048296534515077,0.8349790817714735,0.699,0.241603818107907,gaussian,17,ddpstar,500,1000,329.587,20250815-104123,001-ddpstar,NA,NA,NA,NA,NA
3646.798919814003,0.0742862890517132,1729.643751861713,0.06882568212860982,0.7799953208822373,0.839,0.19649332919869533,gaussian,18,ddpstar,1000,1000,438.6350000000001,20250815-110703,001-ddpstar,NA,NA,NA,NA,NA
941.9799745814744,0.18496658101357988,1840.32404382358,0.1217638044289442,0.8687370697835107,0.796,0.31579110176995673,gaussian,18,ddpstar,250,1000,281.616,20250815-105558,001-ddpstar,NA,NA,NA,NA,NA
1950.3575995329968,0.17549808044621554,1830.8555432562157,0.10700163130624292,0.8353987370572851,0.674,0.23614756355892036,gaussian,18,ddpstar,500,1000,332.666,20250815-110343,001-ddpstar,NA,NA,NA,NA,NA
3604.093535371969,0.09778420799096428,1751.2696488909644,0.06734778298003664,0.7940913420187391,0.856,0.19132411498005028,gaussian,19,ddpstar,1000,1000,440.004,20250815-120150,001-ddpstar,NA,NA,NA,NA,NA
977.3583598164493,0.1978108253101531,1851.2962662101531,0.11632020712709454,0.8655764205204383,0.842,0.3271413805991005,gaussian,19,ddpstar,250,1000,282.75199999999995,20250815-111457,001-ddpstar,NA,NA,NA,NA,NA
1894.7799416875196,0.1806502737465996,1834.1357146465996,0.09756382324433242,0.8384355499781848,0.751,0.24052425171984468,gaussian,19,ddpstar,500,1000,331.239,20250815-111257,001-ddpstar,NA,NA,NA,NA,NA
3610.2993157426704,0.11365884644499616,1773.526632914996,0.06991243308112385,0.7995858345567202,0.805,0.18210555564086528,gaussian,20,ddpstar,1000,1000,438.078,20250815-114121,001-ddpstar,NA,NA,NA,NA,NA
971.0934469546404,0.21291975712941025,1872.7875435994104,0.12233927094287612,0.8900408731915919,0.76,0.30157646529448645,gaussian,20,ddpstar,250,1000,280.17900000000003,20250815-112728,001-ddpstar,NA,NA,NA,NA,NA
1847.684260259636,0.1913724744657375,1851.2402609357375,0.1015560130111487,0.8491134520373327,0.689,0.23490716208047913,gaussian,20,ddpstar,500,1000,329.065,20250815-112830,001-ddpstar,NA,NA,NA,NA,NA
3632.5099503367464,0.16299801224285623,1844.369267012856,0.08402720855760258,0.8363760183710335,0.64,0.17975857907516643,gaussian,21,ddpstar,1000,1000,436.5820000000001,20250815-115211,001-ddpstar,NA,NA,NA,NA,NA
922.5796189386862,0.1980211117729953,1879.3923665429952,0.11072498754221634,0.876564091760409,0.82,0.3149450378018141,gaussian,21,ddpstar,250,1000,276.951,20250815-124300,001-ddpstar,NA,NA,NA,NA,NA
1803.125059926072,0.1734843648673779,1854.855619637378,0.10489592608827036,0.856935620017304,0.659,0.23319607604863157,gaussian,21,ddpstar,500,1000,330.287,20250815-124408,001-ddpstar,NA,NA,NA,NA,NA
3662.0997835338367,0.1704577445873655,1851.7698646173656,0.08377725539339742,0.8356179353450085,0.624,0.17600676701107357,gaussian,22,ddpstar,1000,1000,431.766,20250815-120921,001-ddpstar,NA,NA,NA,NA,NA
940.8941869560996,0.22682688422963873,1908.1390042596388,0.1232317413016192,0.912563153895948,0.73,0.30378350735426807,gaussian,22,ddpstar,250,1000,282.11699999999996,20250815-120647,001-ddpstar,NA,NA,NA,NA,NA
1788.991479262423,0.17884461792052553,1860.1567379505257,0.09028261923095988,0.8521254709777845,0.758,0.22795893413046395,gaussian,22,ddpstar,500,1000,333.29800000000006,20250815-124455,001-ddpstar,NA,NA,NA,NA,NA
3569.102406478212,0.143418262595786,1852.485826295786,0.06998192446640467,0.8600259848652454,0.792,0.18257132626456404,gaussian,23,ddpstar,1000,1000,435.747,20250815-122835,001-ddpstar,NA,NA,NA,NA,NA
875.848904853039,0.30864363354460916,2017.7111972446091,0.1232134072886534,0.9469640076178388,0.729,0.297264909805564,gaussian,23,ddpstar,250,1000,281.473,20250815-121629,001-ddpstar,NA,NA,NA,NA,NA
1834.30178219017,0.2470023699672243,1956.0699336672244,0.09255093008710842,0.8968912814787879,0.72,0.230552614833979,gaussian,23,ddpstar,500,1000,329.15500000000003,20250815-121327,001-ddpstar,NA,NA,NA,NA,NA
3570.689052831896,0.08811969610629394,1797.632346616294,0.06684547384300704,0.8169248968896147,0.842,0.18680930051962233,gaussian,24,ddpstar,1000,1000,441.085,20250815-123342,001-ddpstar,NA,NA,NA,NA,NA
919.09390631593806,0.2083007960950429,1917.8134466050428,0.11958835072422748,0.905968609993278,0.778,0.3136045804625349,gaussian,24,ddpstar,250,1000,274.42699999999996,20250815-124005,001-ddpstar,NA,NA,NA,NA,NA
1850.66120008264,0.1644348577498861,1873.947508259886,0.08997050995731574,0.8579849044808817,0.784,0.24080382853115753,gaussian,24,ddpstar,500,1000,331.077,20250815-125548,001-ddpstar,NA,NA,NA,NA,NA
3463.983417326694,0.12031856943844446,1813.6455089184444,0.0685764341275958,0.8326265063022691,0.796,0.1818522606006363,gaussian,25,ddpstar,1000,1000,437.15,20250815-124931,001-ddpstar,NA,NA,NA,NA,NA
931.2851745455608,0.24832952448938528,1941.6564639693852,0.12552707901647336,0.9284157232480242,0.739,0.3076420169816474,gaussian,25,ddpstar,250,1000,278.73,20250815-141540,001-ddpstar,NA,NA,NA,NA,NA
1730.2356367732436,0.1575442459798613,1850.8711854598616,0.0926158179249396,0.8706589860838634,0.79,0.23974083295014456,gaussian,25,ddpstar,500,1000,337.15799999999996,20250815-134912,001-ddpstar,NA,NA,NA,NA,NA
3611.499779047469,0.13528259460245853,1823.5233333624583,0.07427461158876755,0.8252705463058603,0.763,0.18620485205721163,gaussian,26,ddpstar,1000,1000,431.923,20250815-132713,001-ddpstar,NA,NA,NA,NA,NA
977.604539991699,0.18895826516922795,1877.199003929228,0.1111793131699316,0.8972788822678797,0.832,0.31492255946533826,gaussian,26,ddpstar,250,1000,277.433,20250815-125831,001-ddpstar,NA,NA,NA,NA,NA
1874.481242833347,0.20535625132582735,1893.5969900858272,0.09457193533484212,0.8625325375339882,0.739,0.23866524047969132,gaussian,26,ddpstar,500,1000,326.584,20250815-131528,001-ddpstar,NA,NA,NA,NA,NA
3637.7204389067206,0.09176042224892768,1775.1969075089278,0.06805352606035789,0.8145189465669779,0.833,0.18777661715451327,gaussian,27,ddpstar,1000,1000,435.595,20250815-132117,001-ddpstar,NA,NA,NA,NA,NA
964.7570450891554,0.20846119088217244,1891.8976761421725,0.12020109774579668,0.9013106388123504,0.777,0.30905773748081206,gaussian,27,ddpstar,250,1000,276.569,20250815-150513,001-ddpstar,NA,NA,NA,NA,NA
1899.5051319016168,0.18018051601849705,1863.6170012784971,0.09552311137077886,0.851762839020262,0.721,0.2366463487625268,gaussian,27,ddpstar,500,1000,327.412,20250815-132816,001-ddpstar,NA,NA,NA,NA,NA
3558.325288559527,0.12186703599167811,1787.9009248716782,0.07420978411700035,0.8068386089083128,0.763,0.18120366601137192,gaussian,28,ddpstar,1000,1000,437.863,20250815-133708,001-ddpstar,NA,NA,NA,NA,NA
1001.0274998989676,0.2566117323647697,1922.6456212447697,0.1254619076889937,0.9223364134990746,0.753,0.30882600932992416,gaussian,28,ddpstar,250,1000,275.911,20250815-134439,001-ddpstar,NA,NA,NA,NA,NA
1788.2854420085368,0.14410608102803177,1810.139969908032,0.09300555838914434,0.8374469789981387,0.823,0.24326245362127405,gaussian,28,ddpstar,500,1000,336.795,20250815-133342,001-ddpstar,NA,NA,NA,NA,NA
3644.266277602552,0.08571183588507715,1811.9903564150773,0.06711483721895964,0.853038019344262,0.874,0.19532428194678433,gaussian,29,ddpstar,1000,1000,439.497,20250815-140140,001-ddpstar,NA,NA,NA,NA,NA
957.4710291715502,0.2253108119437325,1951.5893324737328,0.1135186625757894,0.9306749955914398,0.788,0.3069896394576558,gaussian,29,ddpstar,250,1000,277.55600000000004,20250815-134709,001-ddpstar,NA,NA,NA,NA,NA
1921.3611832783488,0.16764992606342918,1893.9284465934293,0.09137136709230692,0.8975251148402746,0.79,0.24306578649861588,gaussian,29,ddpstar,500,1000,333.433,20250815-135109,001-ddpstar,NA,NA,NA,NA,NA
3661.89029051056,0.11856616871695393,1758.546805076954,0.07411847952179247,0.7958513537752396,0.786,0.1892383884369213,gaussian,30,ddpstar,1000,1000,438.213,20250815-143301,001-ddpstar,NA,NA,NA,NA,NA
968.3996285018278,0.25931043882430005,1899.2910751843,0.13439648761976022,0.907522828914317,0.72,0.31257680826001993,gaussian,30,ddpstar,250,1000,286.24,20250815-140302,001-ddpstar,NA,NA,NA,NA,NA
1918.1067869507424,0.2332011166943098,1873.18175305431,0.11416796730644298,0.870469383514528,0.634,0.23835249042903348,gaussian,30,ddpstar,500,1000,329.443,20250815-142928,001-ddpstar,NA,NA,NA,NA,NA
3539.7665266254908,0.08358105142884154,1747.2657287388415,0.0715853849136657,0.788090858059542,0.8,0.18418391256472136,gaussian,31,ddpstar,1000,1000,436.185,20250815-150523,001-ddpstar,NA,NA,NA,NA,NA
935.0669459824254,0.25014713756427914,1913.8318148742792,0.1376214011969992,0.918075056553726,0.667,0.2951815939847054,gaussian,31,ddpstar,250,1000,282.634,20250815-141739,001-ddpstar,NA,NA,NA,NA,NA
1844.9537388519716,0.15217873875538976,1815.86341606539,0.09727506207172952,0.8220076634733439,0.741,0.2353617804202721,gaussian,31,ddpstar,500,1000,329.751,20250815-142206,001-ddpstar,NA,NA,NA,NA,NA
3487.7044122436737,0.08789342970429508,1755.4916355642952,0.06781971144697653,0.789120365224025,0.788,0.1762214972063502,gaussian,32,ddpstar,1000,1000,434.785,20250815-184552,001-ddpstar,NA,NA,NA,NA,NA
888.7802823421688,0.18440740680574255,1852.0056126657423,0.1172319253127073,0.862031094025836,0.775,0.30020951784349126,gaussian,32,ddpstar,250,1000,277.319,20250815-144813,001-ddpstar,NA,NA,NA,NA,NA
1803.9145433153767,0.16898845132899487,1836.5866571889949,0.0997987882174051,0.8382342951784011,0.692,0.2365003768244519,gaussian,32,ddpstar,500,1000,330.216,20250815-152047,001-ddpstar,NA,NA,NA,NA,NA
3610.6868876143058,0.10081894013583184,1772.775435585832,0.07127226365217593,0.8158761071066666,0.798,0.18955376499004167,gaussian,33,ddpstar,1000,1000,441.589,20250815-153805,001-ddpstar,NA,NA,NA,NA,NA
964.64991917082,0.23525829710440713,1907.214792554407,0.11708493294347937,0.8941770094644327,0.801,0.31725929525059327,gaussian,33,ddpstar,250,1000,277.258,20250815-152417,001-ddpstar,NA,NA,NA,NA,NA
1904.5240686204847,0.17866928456125908,1850.6257800112592,0.0984065622059982,0.8546963663990308,0.726,0.2441952184955841,gaussian,33,ddpstar,500,1000,333.86,20250815-155336,001-ddpstar,NA,NA,NA,NA,NA
3458.2207276300383,0.10123329508982316,1798.0138672198232,0.07263060713420635,0.832078554143462,0.752,0.17773206189203797,gaussian,34,ddpstar,1000,1000,444.199,20250815-154139,001-ddpstar,NA,NA,NA,NA,NA
959.1184521169408,0.2468402037446725,1943.6207758746723,0.12963914164378518,0.93644098068293,0.705,0.30584469968653066,gaussian,34,ddpstar,250,1000,283.895,20250815-150836,001-ddpstar,NA,NA,NA,NA,NA
1793.63618820194,0.1099588046775775,1806.7393768075776,0.09483041001576664,0.8649976022016792,0.797,0.24236108081491095,gaussian,34,ddpstar,500,1000,340.407,20250815-160038,001-ddpstar,NA,NA,NA,NA,NA
3639.310474433968,0.13708666947481185,1846.444581974812,0.08172030835756516,0.8512250666033117,0.67,0.182174605330764,gaussian,35,ddpstar,1000,1000,435.167,20250815-153946,001-ddpstar,NA,NA,NA,NA,NA
939.7950408312925,0.2419081178749469,1951.266030374947,0.12874315004327885,0.9401090646630732,0.713,0.30664523444513436,gaussian,35,ddpstar,250,1000,283.00100000000003,20250815-152236,001-ddpstar,NA,NA,NA,NA,NA
1876.237323449495,0.19429055840837017,1903.6484709083704,0.10123985729593084,0.893938921208377,0.68,0.2318346758361947,gaussian,35,ddpstar,500,1000,336.108,20250815-175634,001-ddpstar,NA,NA,NA,NA,NA
3505.7792714150687,0.11353189417124115,1793.280065871241,0.07461643953904074,0.819234405841355,0.744,0.18477662597924097,gaussian,36,ddpstar,1000,1000,439.328,20250815-154811,001-ddpstar,NA,NA,NA,NA,NA
904.1442665164252,0.23615723534919053,1915.9054070491904,0.1154154732964961,0.8941592620319732,0.799,0.3164085567707512,gaussian,36,ddpstar,250,1000,279.677,20250815-164422,001-ddpstar,NA,NA,NA,NA,NA
1778.9590619318171,0.12270384114972072,1802.4520128497209,0.0917509022436307,0.8399108464283461,0.799,0.2469309623225931,gaussian,36,ddpstar,500,1000,338.97900000000004,20250815-163206,001-ddpstar,NA,NA,NA,NA,NA
3557.266418179789,0.11106107093803898,1792.780138298039,0.0665114018283614,0.820987961510249,0.844,0.18886516375888493,gaussian,37,ddpstar,1000,1000,445.862,20250815-155741,001-ddpstar,NA,NA,NA,NA,NA
957.9112798076876,0.1912766190649423,1872.9956864249425,0.10698015648358974,0.8852272077973521,0.838,0.3083780618083044,gaussian,37,ddpstar,250,1000,280.651,20250815-155421,001-ddpstar,NA,NA,NA,NA,NA
1915.3019304380505,0.15469709732604248,1836.4161646860423,0.09086885648149176,0.8625691068096396,0.831,0.255748239396501,gaussian,37,ddpstar,500,1000,330.34000000000003,20250815-160754,001-ddpstar,NA,NA,NA,NA,NA
3365.4731294688827,0.08090363406213563,1759.9413217921356,0.06583524476694673,0.8034134166925594,0.85,0.18445531844323051,gaussian,38,ddpstar,1000,1000,439.334,20250815-161344,001-ddpstar,NA,NA,NA,NA,NA
900.7989780492294,0.22123359412681623,1900.2712818568164,0.12567253149114466,0.90507639350909,0.73,0.3055343066303144,gaussian,38,ddpstar,250,1000,284.68100000000004,20250815-160902,001-ddpstar,NA,NA,NA,NA,NA
1747.544718031928,0.19705783772784155,1876.0955254578416,0.10182283497043818,0.8508710737193992,0.693,0.23099131609349943,gaussian,38,ddpstar,500,1000,331.47,20250815-161045,001-ddpstar,NA,NA,NA,NA,NA
3506.106555839633,0.06149465874666949,1732.0993213266695,0.06673813677058081,0.7864108038516515,0.863,0.1900551423620299,gaussian,39,ddpstar,1000,1000,448.091,20250815-162953,001-ddpstar,NA,NA,NA,NA,NA
949.5097047792932,0.18775498866615145,1858.359651246151,0.12044101501917844,0.8665845024963744,0.775,0.31601388404561553,gaussian,39,ddpstar,250,1000,283.817,20250815-174742,001-ddpstar,NA,NA,NA,NA,NA
1859.0345418911584,0.17501540319495282,1845.6200657749528,0.09649292642931262,0.8346517635425137,0.719,0.23640638077426276,gaussian,39,ddpstar,500,1000,330.281,20250815-165525,001-ddpstar,NA,NA,NA,NA,NA
3468.4005261210796,0.1029639603815067,1799.8571261715067,0.06591139554049603,0.8172299404733109,0.829,0.1820927330904205,gaussian,40,ddpstar,1000,1000,436.918,20250815-203708,001-ddpstar,NA,NA,NA,NA,NA
918.2644693660062,0.2274645044807529,1924.3576702707528,0.1231392864852898,0.9130297170949464,0.732,0.30478132639450495,gaussian,40,ddpstar,250,1000,279.244,20250815-165016,001-ddpstar,NA,NA,NA,NA,NA
1815.5502087607176,0.1671528213130911,1864.0459871030912,0.09263239499939024,0.8526768504268031,0.741,0.2378909526030356,gaussian,40,ddpstar,500,1000,332.793,20250815-164330,001-ddpstar,NA,NA,NA,NA,NA
3488.598371010916,0.10880349951911686,1798.4928529191168,0.06980830899489145,0.8347502188555164,0.809,0.1807905294468889,gaussian,41,ddpstar,1000,1000,439.981,20250815-170136,001-ddpstar,NA,NA,NA,NA,NA
895.8638821373837,0.35970787540780136,2049.397228807801,0.1485028953150024,0.9848684470299932,0.612,0.2947255820832989,gaussian,41,ddpstar,250,1000,284.424,20250815-172230,001-ddpstar,NA,NA,NA,NA,NA
1841.8980002982064,0.2772097619501928,1966.899115350193,0.11530236567350094,0.9140847915208914,0.633,0.23252650914361336,gaussian,41,ddpstar,500,1000,332.285,20250815-171555,001-ddpstar,NA,NA,NA,NA,NA
3576.535011496022,0.06813740398653308,1794.542218616533,0.06829885846183288,0.8276976598963448,0.851,0.1931821609673119,gaussian,42,ddpstar,1000,1000,441.458,20250815-173614,001-ddpstar,NA,NA,NA,NA,NA
956.3165203271384,0.16648944821215617,1892.894262842156,0.11068105936057356,0.8903294964763848,0.845,0.32620703214205965,gaussian,42,ddpstar,250,1000,284.441,20250815-174358,001-ddpstar,NA,NA,NA,NA,NA
