xnum,bias,var,mse,ci_coverage,ci_width,parameter,data_type,data_seed,model,ntrain,ntest,job,run,mcmc_strategy,apply_jitter,ig_a,ig_b
2,2.042810365310288e-17,0.07549030709760907,0.1469224190239445,0.91,0.8742918944044323,loc,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
3,1.3156142841808106e-16,0.05204759709760382,0.07106672675384118,1,0.7371574322762537,loc,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
0,6.217248937900877e-18,0.02736447633855414,0.07101646102443583,0.87200004,0.5172404359140829,scale,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
1,-1.9984014443252814e-17,0.0248132975398224,0.07149076412816932,0.70600003,0.510146608609256,scale,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
2,-5.329070518200751e-18,0.02450361101958715,0.04018758372040626,0.934,0.49732634363905015,scale,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
3,1.376676550535194e-17,0.0232482353008162,0.05460955390931846,0.86600006,0.4828452847110674,scale,gaussian,24,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114149,iwls-nuts,FALSE,0.01,0.01
0,-2.042810365310288e-17,0.01975306201006567,0.04104749617837257,0.92800003,0.4503835214003109,loc,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
1,-9.103828801926283e-17,0.02078974138793604,0.0314851107194083,1,0.46111327669771135,loc,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
2,1.5987211554602256e-17,0.04417713748689798,0.07599249837791529,0.99000007,0.6741398281965968,loc,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
3,1.314504061156185e-16,0.03305447120271104,0.04735276217658436,1,0.5870699157551321,loc,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
0,3.3306690738754695e-18,0.01026236474143085,0.01721763309799007,0.89800006,0.3261463401049916,scale,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
1,-1.8207657603852565e-17,0.00998154897186908,0.01997670560517617,0.90800005,0.3236659627504542,scale,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
2,-5.329070518200751e-18,0.01116817886330338,0.01674505829588983,1,0.3398450239521912,scale,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
3,1.2656542480726783e-17,0.0095134350726013,0.01726960685519114,0.99000007,0.315620257026242,scale,gaussian,24,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114700,iwls-nuts,FALSE,0.01,0.01
0,1.9373391779708983e-17,0.02885335716823035,0.06543074334610634,0.74200004,0.5450080855667816,loc,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
1,-1.0769163338864017e-16,0.03702641154696429,0.04835685335949596,1,0.6061549518847609,loc,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
2,7.7937656328686e-17,0.10546847626897243,0.1818856197886396,0.87600005,0.9312380635710826,loc,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
3,2.997602166487923e-17,0.0571344985307837,0.1767133336141706,0.70000005,0.7678996580014396,loc,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
0,0,0.0218186903641121,0.03556845314745043,1,0.4726486280733039,scale,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
1,-6.88338275267597e-18,0.01983972353573577,0.02783682205754629,1,0.45036762296236976,scale,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
2,-1.0547118733938987e-17,0.02248494785470091,0.04563152498987157,0.924,0.48235177234377274,scale,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
3,-2.9309887850104134e-17,0.02360540780053539,0.04291149307971637,0.952,0.49055293916372394,scale,gaussian,25,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114953,iwls-nuts,FALSE,0.01,0.01
0,1.965094753586527e-17,0.0140880137931814,0.03303556708213692,0.78200006,0.3764090485555262,loc,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
1,-1.0669243266647754e-16,0.01612839727261874,0.0223706883577511,1,0.4023214087476722,loc,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
2,7.294165271787279e-17,0.04519674261026356,0.08237232725178431,0.91800004,0.6529940614439985,loc,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
3,2.6645352591003753e-17,0.02501546563622518,0.0655447070221214,0.71400005,0.5121322407169205,loc,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
0,8.881784197001253e-19,0.00807187425797593,0.01123840546801219,1,0.28631417145349747,scale,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
1,-7.6605388699135792e-18,0.00812708003708791,0.01070268258435667,1,0.2897722913388062,scale,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
2,-8.826273045769995e-18,0.0093809825833256,0.01594792616395685,0.98,0.3122003788449448,scale,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
3,-3.175237850427948e-17,0.00779883385418182,0.01265681224527026,0.94000006,0.28527839171340086,scale,gaussian,25,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115134,iwls-nuts,FALSE,1,0.005
0,2.375877272697835e-17,0.03246758668560379,0.04233358849735769,1,0.5685540254148491,loc,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
1,4.2632564145606006e-17,0.03119548094783144,0.05905064254965538,0.92800003,0.5677888653031492,loc,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
2,-7.194245199571015e-17,0.07881398141462713,0.17047751397461908,0.896,0.8798446274156388,loc,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
3,9.325873406851316e-17,0.05638822326064094,0.10386998544532308,0.86800003,0.7617435128801088,loc,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
0,-3.2196467714129537e-18,0.0179290134760435,0.03376232314605544,0.97800004,0.4321133873221631,scale,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
1,-1.2434497875801754e-17,0.01861215133511842,0.03881563323555837,0.90400004,0.4370474774766041,scale,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
2,-1.6986412276764895e-17,0.02213490365869573,0.0383844487209065,0.95600003,0.48230326752047453,scale,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
3,-3.7525538232330294e-17,0.0178726345866733,0.02645104777392452,1,0.4300810394219482,scale,gaussian,26,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-114919,iwls-nuts,FALSE,1,0.005
0,2.3869795029440862e-17,0.01650074356693842,0.02453491293154562,1,0.409332650753154,loc,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
1,4.068967385251198e-17,0.01735892613178917,0.0325124402724342,0.92200005,0.42679975363923867,loc,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
2,-6.006306563222097e-17,0.03837087735258394,0.07304141339491968,0.938,0.6205517415656734,loc,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
3,9.348077867343818e-17,0.03073771141899293,0.05050052797451544,0.92800003,0.5643411149098047,loc,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
0,-3.1086244689504384e-18,0.00822180877902845,0.01724657122002563,0.92200005,0.29382640683962685,scale,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
1,-1.0880185641326535e-17,0.00837800751382306,0.02021071294335073,0.874,0.29460098798748513,scale,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
2,-1.254552017826427e-17,0.00978332510649889,0.01834265827523283,0.95000005,0.3195365104226676,scale,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
3,-3.647082635893639e-17,0.00858030527565646,0.01475049442191665,0.95400006,0.29929598673169727,scale,gaussian,26,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115546,iwls-nuts,FALSE,1,0.005
0,1.4543921622589548e-17,0.04725369399927309,0.08581651666668487,1,0.6990785717348887,loc,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
1,9.547918011776346e-17,0.04098592383414956,0.07549212729558416,0.95400006,0.6471669406899392,loc,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
2,4.618527782440651e-17,0.0931517111910066,0.14816735550065027,0.97,0.9735127841510152,loc,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
3,-1.5765166949677222e-16,0.06531643713593782,0.11293140728478536,1,0.8293074623664116,loc,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
0,-2.2204460492503126e-19,0.02393452974385546,0.03566000713936046,1,0.4884055399911283,scale,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
1,-2.331468351712829e-18,0.02088233788512793,0.0317639161938908,0.9620001,0.4694342870298223,scale,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
2,-2.609024107869118e-18,0.02590462028459183,0.05519481234468552,0.90000004,0.5059781485904649,scale,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
3,2.042810365310288e-17,0.02248649840851421,0.03371058319503869,1,0.4792443285637409,scale,gaussian,27,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115236,iwls-nuts,FALSE,0.01,0.01
0,1.687538997430238e-17,0.02003633866011708,0.02765062796519512,0.98200005,0.45828560852990247,loc,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
1,9.459100169806331e-17,0.0215647199565435,0.0518398660331803,0.8,0.47061408831847273,loc,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
2,4.307665335545607e-17,0.04793790102520155,0.09665050592248656,0.85400003,0.689817091303725,loc,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
3,-1.5409895581797174e-16,0.03279395584400918,0.06129296515425973,0.9480001,0.5859751940568546,loc,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
0,1.2628786905111155e-18,0.00982107201599121,0.01943661288346395,0.952,0.3189115068945279,scale,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
1,-1.1102230246251566e-18,0.00983949607640954,0.01429900103835852,1,0.32243990626370705,scale,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
2,-1.817990202823694e-18,0.01270746933843217,0.02574561322360257,0.9480001,0.3619929893029613,scale,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
3,2.0677903833643537e-17,0.00979225296999913,0.01239461188648975,1,0.32024642724155583,scale,gaussian,27,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115724,iwls-nuts,FALSE,0.01,0.01
0,-1.815214645262131e-17,0.0306568901491509,0.03609936974125914,1,0.5609546450326361,loc,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
1,-9.814371537686384e-17,0.03488394046731721,0.06784240596008888,0.906,0.5879212491427473,loc,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
2,1.1324274851176598e-17,0.07800943603087794,0.10889319900123395,1,0.8910783835731555,loc,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
3,-3.8635761256955445e-17,0.05946812295206746,0.14436088263659383,0.84800005,0.7823173648086416,loc,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
0,2.0539125955565395e-18,0.0186174772342129,0.02793847791345148,1,0.43699574404700703,scale,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
1,3.3306690738754697e-19,0.01596286882271798,0.02819563554869814,0.92600006,0.4108690593139678,scale,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
2,-3.996802888650564e-18,0.01747805313122019,0.0263921601722848,1,0.4274403199835224,scale,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
3,-7.88258347483861e-18,0.01726417603857401,0.03044419660725775,1,0.4160981330333354,scale,gaussian,28,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115511,iwls-nuts,FALSE,1,0.005
0,-2.220446049250313e-17,0.0188445676579651,0.02409804219087263,1,0.4398437060953724,loc,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
1,-9.414691248821327e-17,0.02145120613678887,0.04552259597909394,0.92,0.4639338797167381,loc,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
2,1.0658141036401503e-17,0.04365990172833163,0.08684284579172144,0.90000004,0.6648588145404414,loc,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
3,-3.8080649744642866e-17,0.03452845607263021,0.06082778025050591,0.89400005,0.5943377242221654,loc,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
0,1.5543122344752192e-18,0.00975650960414706,0.0120703426095104,1,0.31768743004845185,scale,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
1,-1.221245327087672e-18,0.00902433503680344,0.01709198228133897,0.83400005,0.30923392302167896,scale,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
2,-3.552713678800501e-18,0.01004430933496612,0.01311978118110481,1,0.3253482147626391,scale,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
3,-9.992007221626407e-18,0.00946024132995149,0.0124222124449134,1,0.3135031675099839,scale,gaussian,28,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115907,iwls-nuts,FALSE,0.01,0.01
0,-2.775557561562891e-17,0.03227742338753614,0.04879688409225554,1,0.5755808718989935,loc,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
1,9.481304630298835e-17,0.03384222093746453,0.0427282398368173,1,0.593103276667368,loc,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
2,6.661338147750939e-17,0.09492372185376433,0.1560746709790628,1,0.9890652247466286,loc,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
3,-1.4488410471358292e-16,0.06472999669508564,0.09489830141252396,1,0.8207106856647375,loc,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
0,6.661338147750938e-19,0.0159172031808708,0.01743256021321577,1,0.4055439750939121,scale,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
1,-5.218048215738236e-18,0.01723386944406075,0.0306621985196647,0.952,0.4250794315225263,scale,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
2,-4.8849813083506885e-18,0.0214726197308456,0.052129373333461,0.71000004,0.4709602185947645,scale,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
3,-1.354472090042691e-17,0.01777408362276823,0.03030702332716915,0.92800003,0.4314435846788271,scale,gaussian,29,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-115834,iwls-nuts,FALSE,1,0.005
0,-2.5424107263916086e-17,0.01575981339679224,0.03656755801434212,0.75000006,0.4062228506060384,loc,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
1,9.658940314238862e-17,0.01791296724574994,0.025362320818263,1,0.4299275961175246,loc,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
2,7.260858581048524e-17,0.04402227670742901,0.06134463687200066,0.9760001,0.6693706154634936,loc,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
3,-1.4299672557172014e-16,0.02987350126903968,0.05029091014028493,0.96000004,0.5598196739005122,loc,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
0,8.465450562766817e-19,0.0076519385431995,0.01313347350453221,1,0.28232002165500064,scale,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
1,-4.107825191113079e-18,0.00876916464098254,0.02120212620842833,0.86,0.30386418019794903,scale,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
2,-1.5543122344752192e-18,0.00987380833182869,0.01997522752804018,0.86800003,0.3213434600352638,scale,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
3,-1.254552017826427e-17,0.00809112881431915,0.01379688102892482,1,0.29111646782690553,scale,gaussian,29,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120203,iwls-nuts,FALSE,1,0.005
0,-1.9095836023552694e-17,0.02775843158822098,0.04160367309151715,1,0.5319552817108669,loc,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
1,3.1086244689504384e-18,0.03467106183687734,0.08104749091223319,0.92200005,0.5917996671940774,loc,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
2,-7.244205235679146e-17,0.0870746681889558,0.2031142333697986,0.77800006,0.9370024431907176,loc,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
3,-1.3655743202889423e-16,0.06588246616829242,0.10994138495083876,0.9620001,0.8069454969413453,loc,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
0,-2.4702462297909728e-18,0.01559229215048236,0.02527814696538322,1,0.40146466893693944,scale,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
1,4.8849813083506885e-18,0.01589499933198073,0.03468111521496026,0.77800006,0.4071214012415671,scale,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
2,6.661338147750938e-19,0.01977744624258146,0.03250599334339391,0.9480001,0.4550872776767649,scale,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
3,-1.1546319456101627e-17,0.01836660497840375,0.03045516407002706,1,0.42646205882373867,scale,gaussian,30,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120326,iwls-nuts,FALSE,1,0.005
0,-1.6819878823071118e-17,0.01543334649023659,0.01853123742515507,1,0.4018299756318715,loc,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
1,6.661338147750938e-18,0.01764586048720217,0.04805692525312268,0.93600005,0.4251559669184831,loc,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
2,-6.994405055138485e-17,0.0474834518676703,0.13122492606641428,0.78000003,0.6951149116314065,loc,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
3,-1.3522516439934406e-16,0.03629599226128806,0.06575139592285181,0.88000005,0.604806216174094,loc,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
0,4.163336342344337e-19,0.00805639783411389,0.01071644463459126,1,0.28980806806727794,scale,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
1,5.551115123125782e-18,0.00775649074150401,0.01499980461002438,0.906,0.28525205752064603,scale,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
2,-6.106226635438361e-19,0.00970152726657589,0.02038264974306571,0.87000006,0.31831324667037303,scale,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
3,-1.4266365866433262e-17,0.00907547397265422,0.01816553795618435,0.89800006,0.3050230199010342,scale,gaussian,30,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120539,iwls-nuts,FALSE,1,0.005
0,5.329070518200751e-18,0.03477540956134852,0.06524268366041676,0.934,0.585785937146359,loc,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
1,-3.841371665203042e-17,0.03362352102813736,0.07550633823491572,1,0.575671633799611,loc,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
2,1.5210055437364646e-16,0.07681644809884644,0.14255244915768994,0.87000006,0.8793392411742758,loc,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
3,2.864375403532904e-17,0.04896754087414217,0.14243246035090387,0.814,0.7168176848977459,loc,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
0,-3.3306690738754695e-18,0.01717726298551292,0.02599906531519031,1,0.42021778432728646,scale,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
1,-8.881784197001253e-18,0.01769447386302575,0.02033214525233465,1,0.42307762907741847,scale,gaussian,31,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-120715,iwls-nuts,FALSE,1,0.005
