variable,ess_bulk_min,ess_bulk_median,ess_tail_min,ess_tail_median,rhat_max,rhat_median,ess_bulk_min_per_minute,ess_tail_min_per_minute,ess_bulk_median_per_minute,ess_tail_median_per_minute,data_type,data_seed,model,ntrain,ntest,job,run,acceptance_prob,position_moved,kernel,mcmc_strategy,apply_jitter
g(x2)_coef,1710.8552938164587,4659.5309238861955,1748.2928955392108,6426.045366719182,1.0022637426514545,1.000781846570294,174.25555944361506,178.06868744807227,474.5866998928782,654.5113046292689,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
g(x2)_variance,2385.095767154611,2385.095767154611,4666.9901112347825,4666.9901112347825,1.0023448509234274,1.0023448509234274,242.9289015466626,475.3464396961921,242.9289015466626,475.3464396961921,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
g(x3)_coef,1938.7169299947411,5464.198431750963,2988.0725868333243,6611.800108027805,1.0018126821245878,1.0007258101658532,197.46392606088187,304.34383443105537,556.5444126555317,673.4309622315387,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
g(x3)_variance,2084.2138343803163,2084.2138343803163,4320.603552824406,4320.603552824406,1.0018294378444956,1.0018294378444956,212.28320654746548,440.0659669772503,212.28320654746548,440.0659669772503,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
loc_intercept,3492.897106074864,3492.897106074864,6419.541820824587,6419.541820824587,1.001128122178415,1.001128122178415,355.76167166090926,653.8488996717451,355.76167166090926,653.8488996717451,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x0)_coef,3013.844521756043,5007.152627595507,5098.322821082123,7089.83442356741,1.0014766350749698,1.0009737840960269,306.96878053499194,519.2789236020121,509.9929757325384,722.1201397374745,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x0)_variance,2816.029443097753,2816.029443097753,3917.149726588639,3917.149726588639,1.0017919053537376,1.0017919053537376,286.8207426953399,398.9730279925913,286.8207426953399,398.9730279925913,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x1)_coef,2920.8176439634603,4791.261170137895,2468.89583863869,6759.5240330073,1.0019466149732583,1.0009201058675885,297.4937239994517,251.46418117589323,488.00380643555314,688.4770712061239,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x1)_variance,3133.53254688179,3133.53254688179,4558.228844584801,4558.228844584801,1.000850112654827,1.000850112654827,319.15935203006194,464.26879015190394,319.15935203006194,464.26879015190394,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x2)_coef,2251.0833707869856,2808.437131272148,3110.71647851989,5439.456885874193,1.002424131756724,1.0010844440854192,229.2793514147358,316.83546948366757,286.0474437790477,554.024414655795,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x2)_variance,6112.852667292913,6112.852667292913,11700.589348265645,11700.589348265645,1.0005159274072697,1.0005159274072697,622.6117224440117,1191.7388630535845,622.6117224440117,1191.7388630535845,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x3)_coef,2184.990737886067,3322.899427044564,1064.6374237168875,5858.495168030273,1.002911674095113,1.0012404241701698,222.5476256148526,108.43640052137444,338.44691642087963,596.7046755459558,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
s(x3)_variance,3061.0704974590467,3061.0704974590467,6716.18231737302,6716.18231737302,1.0007395958139602,1.0007395958139602,311.7788827371717,684.0625921251668,311.7788827371717,684.0625921251668,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
scale_intercept,2265.125631951941,2265.125631951941,5119.805480111257,5119.805480111257,1.0008745637407908,1.0008745637407908,230.7095963243998,521.4669945516642,230.7095963243998,521.4669945516642,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
trafo0_latent,1297.5532151084851,4221.699564707793,525.3359530225866,1242.0329805352394,1.003690027877035,1.002056813304631,132.15954746366012,53.50698607921907,429.99230975869074,126.50465100867125,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
trafo0_scale_square_transformed,828.2875342866458,828.2875342866458,362.2888959890539,362.2888959890539,1.005838471641284,1.005838471641284,84.36348076249173,36.900171790656984,84.36348076249173,36.900171790656984,skewnorm,66,PTM-jitter,250,5000,009-ptm-jitter,20250831-212053,NA,NA,NA,iwls-nuts,NA
g(x0)_coef,3011.9279265717923,6777.144749200541,5951.304873217631,9755.526226798254,1.001817627686056,1.0005418955531815,231.6587862891443,457.737401882483,521.2558751007757,750.3344769223285,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x0)_variance,4286.972242527151,4286.972242527151,6606.175259641727,6606.175259641727,1.0011679757714471,1.0011679757714471,329.7272746129303,508.1059640108547,329.7272746129303,508.1059640108547,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x1)_coef,3849.806140629949,6311.819554220495,7385.136277304248,9042.09030564088,1.0014908634289337,1.0004817544229816,296.10317369112215,568.0188066543539,485.4659516607643,695.4614176660561,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x1)_variance,4248.075781769129,4248.075781769129,5992.451733884994,5992.451733884994,1.0006593972233533,1.0006593972233533,326.73560047270513,460.90216280445475,326.73560047270513,460.90216280445475,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x2)_coef,2665.120403405403,5356.926813980273,5203.0532895893675,7674.300979479737,1.0017240900433968,1.0004757354692877,204.98450594402496,400.1865381406836,412.02153378847225,590.2595592808224,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x2)_variance,2852.4539718404058,2852.4539718404058,6052.476800600943,6052.476800600943,1.0019077873857771,1.0019077873857771,219.39304032893057,465.5189180659821,219.39304032893057,465.5189180659821,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x3)_coef,2295.775714506685,5646.377423527,5674.163958841424,8206.638707112319,1.002830810192545,1.0005792846715384,176.57680680960172,436.42144432285727,434.28427663390585,631.2036704566997,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x3)_variance,3285.8759310488954,3285.8759310488954,6124.105063783826,6124.105063783826,1.0013861055329285,1.0013861055329285,252.72916505339728,471.02811912174343,252.72916505339728,471.02811912174343,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
loc_intercept,3423.858787769591,3423.858787769591,6736.539612693806,6736.539612693806,1.000486160055561,1.000486160055561,263.34194925537787,518.1327802360981,263.34194925537787,518.1327802360981,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x0)_coef,2559.955079943599,6113.465015272493,6252.606948296689,8328.528088742109,1.0019564046004628,1.0005240734173992,196.89584254078196,480.9116858364358,470.2097526852667,640.5786445258935,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x0)_variance,3683.747868298758,3683.747868298758,5332.3781991160395,5332.3781991160395,1.0015106743215751,1.0015106743215751,283.33100292231444,410.1334068268816,283.33100292231444,410.1334068268816,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x1)_coef,4345.569733787303,5542.91809245072,6689.648970687139,8189.265850173454,1.0014387186627336,1.0003487144694865,334.2342296383669,514.5262433333553,426.3268275674875,629.8674582195717,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x1)_variance,3661.17720838306,3661.17720838306,5206.746526150795,5206.746526150795,1.000141010654804,1.000141010654804,281.59500796848863,400.47059895493845,281.59500796848863,400.47059895493845,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x2)_coef,2946.246178248281,3557.5047270666673,5791.399026124666,6695.2289902789635,1.003375317493394,1.0009243688112874,226.6069542171556,445.4384374446928,273.62116470967084,514.9554237777834,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x2)_variance,8415.31728402995,8415.31728402995,12641.76737008248,12641.76737008248,1.0000081211921792,1.0000081211921792,647.2539303008348,972.326216595877,647.2539303008348,972.326216595877,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x3)_coef,3330.0724519554196,4015.2033081419568,6447.737793349242,7297.711702828539,1.001116421528652,1.0006862757962256,256.12848689675286,495.9199383027891,308.8244963839614,561.2946514591996,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
s(x3)_variance,5353.662884389199,5353.662884389199,9153.612817325027,9153.612817325027,1.0008241357322056,1.0008241357322056,411.770492599561,704.0390364970862,411.770492599561,704.0390364970862,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
scale_intercept,2918.84032017246,2918.84032017246,6376.075061759102,6376.075061759102,1.001911327062672,1.001911327062672,224.49906585666503,490.4080861512563,224.49906585666503,490.4080861512563,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
trafo0_latent,8189.298188316338,12960.309592923822,11973.19618985054,15188.65266367355,1.0008622406145706,1.0003086329616115,629.8699454686408,920.903874515893,996.8265056214724,1168.2168123587485,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
trafo0_scale_square_transformed,5987.742327633825,5987.742327633825,10899.999279708109,10899.999279708109,1.001132381604574,1.001132381604574,460.5399445300188,838.3602347894825,460.5399445300188,838.3602347894825,skewnorm,66,PTM-jitter,500,5000,009-ptm-jitter,20250901-021816,NA,NA,NA,iwls-nuts,NA
g(x0)_coef,5591.2993714612485,7494.198389506822,9166.4875981608,10623.31217798639,1.0006724431990663,1.0002513030456892,224.0148132436558,367.25434840481967,300.2542595385178,425.6218698872381,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x0)_variance,5530.897659250031,5530.897659250031,8365.218341748874,8365.218341748874,1.0004334747878971,1.0004334747878971,221.59482508318345,335.15158106791523,221.59482508318345,335.15158106791523,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x1)_coef,5189.59461590951,7420.259700565163,7942.769834868941,10698.995483049182,1.0013140866132242,1.0003815589797862,207.9205550371786,318.2262266759115,297.29191384848224,428.6541134361778,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x1)_variance,3924.4629383735287,3924.4629383735287,6298.568871917236,6298.568871917236,1.000739685100885,1.000739685100885,157.23318924910973,252.351490379256,157.23318924910973,252.351490379256,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x2)_coef,2803.7665108255046,5767.139182805209,5875.773778899432,8832.423904011872,1.0018450446636058,1.0004501760053093,112.3326063539406,235.41225005058712,231.0598165393249,353.8701221124078,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x2)_variance,3713.036653191867,3713.036653191867,7732.39313155736,7732.39313155736,1.0006013331819104,1.0006013331819104,148.76241767291495,309.79750648544825,148.76241767291495,309.79750648544825,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x3)_coef,4404.168377000907,7088.583223105084,8196.009396081134,10787.670866745331,1.0011320555078125,1.0003750861479803,176.45253650756172,328.3722426986645,284.00333113821404,432.2068832305111,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x3)_variance,4881.203760853992,4881.203760853992,8706.000480902652,8706.000480902652,1.000955169204271,1.000955169204271,195.5649083061293,348.80498114321045,195.5649083061293,348.80498114321045,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
loc_intercept,5448.754003456472,5448.754003456472,9067.6745292476,9067.6745292476,1.0002214799601694,1.0002214799601694,218.3037482709368,363.2954133330176,218.3037482709368,363.2954133330176,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x0)_coef,5972.947906607047,7845.864454576934,8677.043796268124,10367.173452724102,1.00081300660262,1.0003154598558268,239.30552111771073,347.6448346603252,314.34372294534376,415.3596991658904,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x0)_variance,4335.301769652086,4335.301769652086,6701.980418853064,6701.980418853064,1.0007389511047908,1.0007389511047908,173.69340322582178,268.51413100058016,173.69340322582178,268.51413100058016,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x1)_coef,5239.85641990075,7212.2197134524495,9229.842157066903,10218.991727707944,1.0007506073458727,1.0004164202141594,209.9342888558069,369.79264205332737,288.95681394341534,409.42281415038775,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x1)_variance,5304.365097131587,5304.365097131587,7933.542288079409,7933.542288079409,1.000899142348367,1.000899142348367,212.51882213195748,317.85652599751376,212.51882213195748,317.85652599751376,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x2)_coef,4088.644157777096,5070.234543929697,8076.844832303736,9181.44431609064,1.0012659350743551,1.0006071817448712,163.8110923015792,323.59792715474845,203.1384064779754,367.85358771418174,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x2)_variance,11839.968025885477,11839.968025885477,16538.79456924049,16538.79456924049,1.0000164693409106,1.0000164693409106,474.3670567287873,662.6250412585827,474.3670567287873,662.6250412585827,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x3)_coef,5048.895299311201,5695.662972492732,8582.762037664876,9678.105368382918,1.0014370106344894,1.0003797985824827,202.2834519172569,343.86744605302005,228.19612979304907,387.7522598265239,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
s(x3)_variance,9150.390525351311,9150.390525351311,14511.653673814286,14511.653673814286,0.9999919752608992,0.9999919752608992,366.6094208987747,581.4078573915705,366.6094208987747,581.4078573915705,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
scale_intercept,5397.303023469441,5397.303023469441,10522.145368547832,10522.145368547832,1.0006807569163405,1.0006807569163405,216.2423702428121,421.5686324522137,216.2423702428121,421.5686324522137,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
trafo0_latent,7716.2279504425,14078.163988107455,10495.534884360362,15411.737317030098,1.0005798253976004,1.0001384823646746,309.14985022740944,420.5024862401175,564.0401393469385,617.4696126014268,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
trafo0_scale_square_transformed,6935.4007060229505,6935.4007060229505,10526.988253095338,10526.988253095338,1.0003070216362795,1.0003070216362795,277.86608992170966,421.76266210532214,277.86608992170966,421.76266210532214,skewnorm,67,PTM-jitter,1000,5000,009-ptm-jitter,20250831-222558,NA,NA,NA,iwls-nuts,NA
g(x0)_coef,4.046693656898311,4.183405421453052,4.006410256410256,4.069734253143581,11.215588952703609,5.10445524295323,0.5532565541843087,0.547749081359709,0.5719475365484114,0.5564066223549695,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.08756471131291618,0.08756,IWLSKernel,iwls-nuts,TRUE
g(x0)_variance,4.95761754770569,4.95761754770569,25.75231055347253,25.75231055347253,2.2961954308241648,2.2961954308241648,0.6777964021891458,3.520808790359207,0.6777964021891458,3.520808790359207,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
g(x1)_coef,4.029618488311532,4.150785122625232,4.006410256410256,4.020438131601336,14.204821283735738,6.244333936541624,0.5509220683706041,0.547749081359709,0.5674877489647436,0.5496669467947448,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.14944725128229386,0.14958,IWLSKernel,iwls-nuts,TRUE
g(x1)_variance,7.339975975319268,7.339975975319268,29.562498289857423,29.562498289857423,1.493293230952769,1.493293230952769,1.0035080883817924,4.041730687729456,1.0035080883817924,4.041730687729456,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
g(x2)_coef,4.027717808387232,4.075454560431016,4.006410256410256,4.020438131601336,14.767557457084964,10.412732113183855,0.5506622108882536,0.547749081359709,0.5571886923031917,0.5496669467947448,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.15376156527558296,0.15408,IWLSKernel,iwls-nuts,TRUE
g(x2)_variance,6.5029178955307625,6.5029178955307625,25.38192485009961,25.38192485009961,1.6262900586215492,1.6262900586215492,0.889067038937273,3.4701703345378947,0.889067038937273,3.4701703345378947,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
g(x3)_coef,4.044777902195314,4.152125363612415,4.006410256410256,4.092011239290478,10.688266609070906,6.136532014007387,0.5529946357057909,0.547749081359709,0.5676709842608183,0.559452291149847,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.14595571288422865,0.14623,IWLSKernel,iwls-nuts,TRUE
g(x3)_variance,5.175990292714949,5.175990292714949,26.461662525093228,26.461662525093228,2.115092255427237,2.115092255427237,0.7076519244191616,3.6177900943068657,0.7076519244191616,3.6177900943068657,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
loc_intercept,4.105874594780186,4.105874594780186,4.122824463541332,4.122824463541332,6.942117909654521,6.942117909654521,0.561347663752266,0.5636650188030201,0.561347663752266,0.5636650188030201,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
s(x0)_coef,4.033889446333805,4.178998948929905,4.006410256410256,4.01950295326833,12.224115696624576,6.1649890860132945,0.5515059859385774,0.547749081359709,0.5713450916857744,0.5495390909237712,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.12547276322023482,0.12537,IWLSKernel,iwls-nuts,TRUE
s(x0)_variance,4.585515968336923,4.585515968336923,25.97655061387357,25.97655061387357,2.84056289787581,2.84056289787581,0.6269233549405198,3.551466481216551,0.6269233549405198,3.551466481216551,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
s(x1)_coef,4.03931276822279,4.138225038947894,4.006410256410256,4.050778352564339,15.112175658154465,6.533467095324068,0.5522474525863966,0.547749081359709,0.5657705573004463,0.5538150063036644,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.04413295764939416,0.04406,IWLSKernel,iwls-nuts,TRUE
s(x1)_variance,4.776917222700742,4.776917222700742,25.815157989822897,25.815157989822897,2.506193288815154,2.506193288815154,0.6530913843082398,3.5294011768906786,0.6530913843082398,3.5294011768906786,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
s(x2)_coef,4.053418717186727,4.285639267695197,4.006410256410256,4.189558514680545,12.984442300944703,7.172555268383863,0.5541759921248378,0.547749081359709,0.5859247609910174,0.5727887761986663,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.12935150066964718,0.12938,IWLSKernel,iwls-nuts,TRUE
s(x2)_variance,4.582202180411121,4.582202180411121,25.95571458337555,25.95571458337555,2.840386061160654,2.840386061160654,0.6264702999171919,3.548617817242058,0.6264702999171919,3.548617817242058,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
s(x3)_coef,4.061894330554193,4.320162406722136,4.006410256410256,4.103207950278059,10.922962167201463,6.413708706330284,0.5553347624800608,0.547749081359709,0.5906447014058571,0.5609830849940083,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.1674121277527892,0.16685,IWLSKernel,iwls-nuts,TRUE
s(x3)_variance,4.580645562256517,4.580645562256517,25.213988186247754,25.213988186247754,2.8436608457926633,2.8436608457926633,0.6262574819306046,3.447210341061368,0.6262574819306046,3.447210341061368,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
scale_intercept,4.0981634068184265,4.0981634068184265,4.006410256410256,4.006410256410256,7.005454121543479,7.005454121543479,0.5602934042401534,0.547749081359709,0.5602934042401534,0.547749081359709,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,1,1,GibbsKernel,iwls-nuts,TRUE
trafo0_latent,4.019948848207792,4.05545869700429,4.006410256410256,4.006410256410256,Inf,17.925981432909285,0.5496000528642221,0.547749081359709,0.5544548944337749,0.547749081359709,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.6829886720609966,99,NUTSKernel,iwls-nuts,TRUE
trafo0_scale_square_transformed,5.297555022495231,5.297555022495231,4.006410256410256,4.006410256410256,4.179069132010262,4.179069132010262,0.7242720318972591,0.547749081359709,0.7242720318972591,0.547749081359709,skewnorm,67,PTM-jitter,250,5000,009-ptm-jitter,20250907-095917,0.6829886720609966,99,NUTSKernel,iwls-nuts,TRUE
g(x0)_coef,4400.17718299164,7801.166809397043,8624.789031419048,10876.77405607914,1.001013643773401,1.000405164604129,349.9651505370684,685.9668295627264,620.4605867619229,865.0769529479305,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x0)_variance,5162.592449763811,5162.592449763811,8146.610304504364,8146.610304504364,1.0003356843466755,1.0003356843466755,410.6033390716206,647.9352042010985,410.6033390716206,647.9352042010985,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x1)_coef,4445.456037378721,7206.676390598512,7470.957071415592,9452.96978234098,1.0008594420772383,1.0005780241158873,353.56637394983727,594.197576011316,573.1781887458001,751.8356319120082,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x1)_variance,3039.9896767829077,3039.9896767829077,5403.720113055718,5403.720113055718,1.001373383105141,1.001373383105141,241.7835465759892,429.7812665670835,241.7835465759892,429.7812665670835,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x2)_coef,2340.150569090711,6035.555960018497,5494.928568398225,7989.973354419804,1.0019336463682147,1.0003030624677858,186.1223110189454,437.03547008588185,480.03390824518686,635.4771890948203,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x2)_variance,2721.530504555508,2721.530504555508,5650.458128250986,5650.458128250986,1.0012466649493403,1.0012466649493403,216.45510921686028,449.405409650413,216.45510921686028,449.405409650413,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x3)_coef,4361.545321376937,7705.731429019566,7097.630618515973,9916.540856336063,1.0021422606986687,1.000518440988093,346.8925912506433,564.5053061651149,612.8701975863537,788.7054473645348,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
g(x3)_variance,3789.0677786574224,3789.0677786574224,7098.246782482231,7098.246782482231,1.001432265991532,1.001432265991532,301.36097261688826,564.5543123542384,301.36097261688826,564.5543123542384,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
loc_intercept,5000.485703947761,5000.485703947761,10122.337696831371,10122.337696831371,1.000638880550852,1.000638880550852,397.7102874186377,805.0733614890808,397.7102874186377,805.0733614890808,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x0)_coef,4281.216326566449,7944.986458305462,6834.2970967844885,9153.989766352748,1.0009437632184452,1.000554997357987,340.50367835186086,543.5612505642542,631.8991863880868,728.056456221688,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x0)_variance,3545.8389888142988,3545.8389888142988,5061.387415291271,5061.387415291271,1.0014713899918264,1.0014713899918264,282.01593342587,402.55406431486847,282.01593342587,402.55406431486847,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x1)_coef,4753.15836483889,6815.702857175576,8119.723347979759,9348.06348434149,1.0015528126281823,1.000451817543408,378.0392728518288,645.7967680890282,542.0823701480272,743.4919796350977,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x1)_variance,4282.14923461774,4282.14923461774,6514.86287172416,6514.86287172416,1.00125337427819,1.00125337427819,340.5778765700301,518.1552630299241,340.5778765700301,518.1552630299241,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x2)_coef,3779.2930704712167,4777.252615517289,7827.998905867474,8782.675410420852,1.0017943098068836,1.0006917906420174,300.58354773612115,622.5946596162607,379.9555929714679,698.5242171626393,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
s(x2)_variance,8264.180194446662,8264.180194446662,14046.404560034694,14046.404560034694,1.0000845196501218,1.0000845196501218,657.2860467970115,1117.1713960424956,657.2860467970115,1117.1713960424956,skewnorm,67,PTM-jitter,500,5000,009-ptm-jitter,20250831-213200,NA,NA,NA,iwls-nuts,NA
