xnum,bias,var,mse,ci_coverage,ci_width,parameter,data_type,data_seed,model,ntrain,ntest,run,job,mcmc_strategy,apply_jitter
1,-3.70118382737467e-18,0.00429661579432126,0.01417159724012094,0.724,0.20917147242745993,scale,skewnorm,44,ddpstar,500,1000,20250815-175625,001-ddpstar,NA,NA
2,-9.538191543736798e-18,0.00933915369387591,0.03000102492521043,0.634,0.3138275828356733,scale,skewnorm,44,ddpstar,500,1000,20250815-175625,001-ddpstar,NA,NA
3,-7.909766230306444e-19,0.00851902663019946,0.01875372592880763,0.815,0.2897970117435698,scale,skewnorm,44,ddpstar,500,1000,20250815-175625,001-ddpstar,NA,NA
0,2.798399031489311e-17,0.00681087858239787,0.00946275056819745,1,0.25354404245078044,loc,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
1,-4.96635728147645e-17,0.00947177246492864,0.02863862760252702,0.835,0.3027235468704122,loc,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
2,-1.3180001614115459e-17,0.02483647460640434,0.03986138149563712,0.977,0.5010956009161213,loc,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
3,1.046646057719031e-16,0.01771780821589243,0.0375422811576722,0.853,0.4274156096648714,loc,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
0,-3.623791443423582e-18,0.00120883670101723,0.00182975480050609,1,0.11001449022302554,scale,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
1,2.8242672189280588e-18,0.00191540067332872,0.00251118661831939,1,0.14017174386152567,scale,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
2,-8.156373435449134e-18,0.00441325460338494,0.01992057997807063,0.54,0.21167606607565617,scale,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
3,3.902971695834978e-18,0.00302703361949274,0.02096019255287205,0.413,0.17279092393775705,scale,skewnorm,45,ddpstar,1000,1000,20250815-201603,001-ddpstar,NA,NA
0,1.7370510999283167e-17,0.02854551715860411,0.03131340031905381,1,0.5319975459011964,loc,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
1,-5.821157195596421e-17,0.0445417525174959,0.06168187179435926,1,0.6553987578979615,loc,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
2,-2.722915530023173e-17,0.1268916180033501,0.21368697362317676,0.964,1.1192723962723894,loc,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
3,1.087478839256172e-16,0.09885308797832348,0.12242307452656996,1,1.0098792062823658,loc,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
0,-4.5186596615784844e-18,8.335874448369443e-32,0.0132621008505957,0,8.818945573807465e-16,scale,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
1,3.6683666087417015e-18,1.8335750024828407e-31,0.02147013289930652,0,1.2446849106950705e-15,scale,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
2,-1.836611420311223e-17,1.7536636657748275e-31,0.08045284764385205,0,1.1755180162609233e-15,scale,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
3,1.3825807541658258e-18,2.7712070473938067e-32,0.05281541244405749,0,4.284128607423553e-16,scale,skewnorm,45,ddpstar,250,1000,20250815-182848,001-ddpstar,NA,NA
0,1.0270182870374815e-17,0.01266856960654513,0.02869310299775447,0.866,0.35002222078165945,loc,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
1,-5.31676768764378e-17,0.01963219964403418,0.04471365174814944,0.902,0.4442937736889809,loc,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
2,-1.5952386754946566e-17,0.04990836326359909,0.0706349364879814,0.976,0.7117500735871882,loc,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
3,1.0398361502182071e-16,0.03493641468310639,0.06825715207021037,0.837,0.6010163010147433,loc,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
0,-1.3377393325110654e-18,0.00244317999891724,0.00327767058694796,1,0.15154491601998796,scale,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
1,3.688758610721216e-18,0.00351865937958277,0.00723550669288867,0.981,0.1882191969552245,scale,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
2,-1.0825340913030631e-17,0.00888367747907408,0.03526454393112338,0.508,0.29892894319054847,scale,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
3,6.315255212582342e-18,0.00555607880849312,0.02846005701736195,0.461,0.23738018823958487,scale,skewnorm,45,ddpstar,500,1000,20250815-181153,001-ddpstar,NA,NA
0,2.288838159259475e-17,0.00582161357212048,0.01132603084453862,0.95,0.2395926341622791,loc,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
1,-7.277489227064291e-17,0.0080737960471863,0.02364291896972985,0.78,0.28071032425645726,loc,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
2,2.0497284786725556e-18,0.02067901877158373,0.03349462967861195,0.935,0.460927143207589,loc,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
3,-4.1904060426306334e-17,0.01614264526081104,0.06386330302692257,0.605,0.3998235316713579,loc,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
0,-4.1285822417053136e-18,0.00144193935736463,0.00772544364162199,0.363,0.11994931792449934,scale,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
1,9.83729351414162e-18,0.00195442763557235,0.00240896063433917,1,0.13949980299421808,scale,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
2,-1.507453920082206e-17,0.00561332855978698,0.02659451609552014,0.537,0.23769926683447223,scale,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
3,-1.36064209712968e-17,0.00324171009997548,0.00899984471579909,0.648,0.17990164016131444,scale,skewnorm,46,ddpstar,1000,1000,20250815-185056,001-ddpstar,NA,NA
0,1.7255061312074202e-17,0.0269870440981049,0.08388832909731687,0.632,0.5258973513574072,loc,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
1,-7.260198884684148e-17,0.04871312614203058,0.07803874215209292,0.987,0.6849811105777948,loc,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
2,2.4014901034199083e-18,0.08584234938427815,0.20118146967166856,0.806,0.9406447016993396,loc,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
3,-3.5570805515131836e-17,0.08208161699005884,0.2776245000319974,0.852,0.916137048045072,loc,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
0,-4.322315075300232e-18,0.00946756524247039,0.04888401149840753,0.393,0.28887646849813176,scale,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
1,1.1644930501013659e-17,0.0159923598880337,0.01795995589203163,1,0.3797362063156006,scale,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
2,-1.3607340442501703e-17,0.01036955317072212,0.14360839685231871,0.145,0.31731939015577154,scale,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
3,-9.037560016039263e-18,0.02239176564313634,0.10757911481664588,0.403,0.4598371283303449,scale,skewnorm,46,ddpstar,250,1000,20250815-192605,001-ddpstar,NA,NA
0,1.928798528952451e-17,0.01136977492695995,0.01538476373456679,1,0.3275353752278517,loc,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
1,-1.0297457570704383e-16,0.01786947723782678,0.03870731238470282,0.88,0.42359637769595826,loc,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
2,1.4311540956953487e-18,0.04747598925193322,0.07340600417273185,0.907,0.6838201411599105,loc,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
3,-4.2141029712233783e-17,0.03699426260397459,0.09189656687691931,0.783,0.6092840367010756,loc,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
0,-5.052226721471061e-18,0.00240838402112529,0.0075357707315651,0.754,0.15372544290701634,scale,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
1,1.0001268566933959e-17,0.00359652528150854,0.00439870293869969,1,0.1912544394277493,scale,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
2,-1.1455375132270647e-17,0.01004476538909218,0.03135204143965,0.682,0.31898869256826623,scale,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
3,-1.1889533592321827e-17,0.0068874070642834,0.01586232139787223,0.727,0.252911741949389,scale,skewnorm,46,ddpstar,500,1000,20250815-184451,001-ddpstar,NA,NA
0,-3.350910586334688e-17,0.00614940895967245,0.00884066392387856,1,0.24316585617124384,loc,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
1,6.734379375403337e-17,0.0078151883051287,0.03343099699160625,0.641,0.2771748106357315,loc,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
2,1.0434299829420252e-16,0.02159401644012941,0.03895592912665178,0.92,0.4657410502881787,loc,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
3,5.2303107410794446e-17,0.01838628560439439,0.03960876002865955,0.881,0.43468500010289024,loc,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
0,-2.677419375617107e-18,0.00183001772249683,0.00329209967483038,1,0.13314604026683508,scale,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
1,-3.753163325554328e-18,0.00215202611643333,0.01241142805401633,0.397,0.14679985870112802,scale,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
2,2.1402500540064486e-18,0.00652687432264609,0.03384308677994595,0.412,0.25711691888864724,scale,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
3,1.0351728426272879e-17,0.00765166022197577,0.0193568268311895,0.727,0.2797771910395018,scale,skewnorm,47,ddpstar,1000,1000,20250815-190302,001-ddpstar,NA,NA
0,-1.9080343406959142e-17,0.02977578883592488,0.03826594978290397,1,0.5354239904313414,loc,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
1,4.781935842671873e-17,0.04280257225309099,0.10073454094514124,0.876,0.6507566706974898,loc,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
2,9.022273090667868e-17,0.10784184866425348,0.2421837409238612,0.885,1.0373097911525555,loc,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
3,5.136428608831789e-17,0.08256401834562864,0.15786247286197735,0.966,0.9192045942293686,loc,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
0,-6.068046817335008e-18,9.158279796768587e-32,0.01363619382588784,0,9.28321308713009e-16,scale,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
1,-8.542564193821852e-18,1.946083251721814e-31,0.0208288698271789,0,1.314701125743056e-15,scale,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
2,2.2651470723706227e-18,1.9563310672210856e-31,0.07820772813480764,0,1.2653239567228522e-15,scale,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
3,1.246713525239936e-17,2.8975027738650733e-32,0.0479148712030536,0,4.3221259904413493e-16,scale,skewnorm,47,ddpstar,250,1000,20250815-184124,001-ddpstar,NA,NA
0,-3.815844332857287e-17,0.01226672735189121,0.01798853837297716,1,0.346435238345581,loc,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
1,7.28288031733489e-17,0.01823034936413432,0.04007913883398773,0.852,0.4194245804842319,loc,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
2,8.058302957929022e-17,0.04541610402864257,0.09533973445802912,0.849,0.6851865878206869,loc,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
3,5.350662910426813e-17,0.03540047288361226,0.0540072724619449,1,0.5992651931808485,loc,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
0,3.3688695821702805e-19,0.00260023327296735,0.00310722824876196,1,0.16103155445901485,scale,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
1,-3.927740678453678e-18,0.00361867402495498,0.01356719509246384,0.428,0.1875512675693647,scale,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
2,2.774571253811563e-18,0.01086324849282158,0.02505601169920853,0.76,0.3309971667227412,scale,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
3,1.0157958729804095e-17,0.00696522026204387,0.01921547540100732,0.719,0.2631204246744398,scale,skewnorm,47,ddpstar,500,1000,20250815-190013,001-ddpstar,NA,NA
0,-5.0230063548390864e-18,0.00520627431071137,0.00602049880439037,1,0.227769254606056,loc,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
1,1.0144925625838831e-17,0.00934116446087053,0.0165749133818786,0.996,0.3027669213526754,loc,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
2,2.1288377600089022e-17,0.02325491037479416,0.05420947815708202,0.808,0.4831597273649232,loc,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
3,-7.646290722596466e-17,0.01604839665933622,0.02609194440450322,0.922,0.4077583468393614,loc,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
0,2.8857232991340526e-18,0.00162917788508326,0.00293112824588599,0.967,0.12392777828859264,scale,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
1,-4.827912519998293e-19,0.00202711190202744,0.00560050028073473,0.642,0.14173432083727666,scale,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
2,9.81139269221748e-18,0.00572037230219985,0.01806656962892693,0.654,0.2429013567278652,scale,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
3,6.6284101146209255e-18,0.00307687819444038,0.01218873997356338,0.585,0.17714066002074658,scale,skewnorm,48,ddpstar,1000,1000,20250815-191907,001-ddpstar,NA,NA
0,3.0931489285411043e-18,0.02177258007514333,0.03138386026275614,1,0.4501049290349868,loc,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
1,9.588013163367576e-19,0.03964788793572933,0.1126468946973299,0.797,0.6172256393192791,loc,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
2,9.96289612224463e-18,0.08960131604527728,0.11967090312344048,1,0.94290621569266,loc,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
3,-6.933233320504754e-17,0.07061292354664202,0.16015212350729058,0.81,0.8288357312771922,loc,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
0,3.252089533720599e-18,0.00197939089201545,0.01563536156954618,0.16,0.1115397607614828,scale,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
1,-3.004211914682299e-18,0.00154075466879799,0.01877540983301,0.24,0.11538212826256317,scale,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
2,7.988569658209929e-18,0.00303627843955683,0.08275841408366338,0.108,0.15048122073538583,scale,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
3,9.944544825922959e-18,0.00445339128367993,0.05739747204170281,0.112,0.19829137370936695,scale,skewnorm,48,ddpstar,250,1000,20250815-191117,001-ddpstar,NA,NA
0,9.83313663783722e-18,0.01060899062671886,0.01840208845669815,1,0.32477855367682257,loc,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
1,-7.726456238771445e-18,0.01859399643348818,0.02701671314572241,0.956,0.41989183905418864,loc,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
2,1.7444444281378032e-17,0.0460181046785135,0.06229459722634361,0.963,0.6719293386719951,loc,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
3,-5.854432031120095e-17,0.03313822905527108,0.09481103422292482,0.765,0.5831164606805401,loc,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
0,-1.2942315585848703e-18,0.00286372569922383,0.00551958291711916,1,0.16819753075226426,scale,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
1,-1.2574280447893068e-18,0.0045274915361927,0.00796495589064981,0.93,0.21223375854178697,scale,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
2,1.7168904282935836e-18,0.0105056706504057,0.03086688074863033,0.699,0.32580170848118256,scale,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
3,7.567160331505008e-18,0.00710356245909852,0.01751995760589715,0.569,0.26768283032365964,scale,skewnorm,48,ddpstar,500,1000,20250815-190750,001-ddpstar,NA,NA
0,8.528792928877485e-18,0.00616379353103468,0.00975306786081891,1,0.24481048530414343,loc,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
1,-1.0508393381442512e-17,0.01023993089780351,0.0191218115913474,0.867,0.3189447492012657,loc,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
2,1.1641637559916632e-16,0.02250808262584602,0.03383685828096852,0.968,0.48096508032185376,loc,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
3,8.924992183379868e-17,0.01800725661552154,0.05901633987426684,0.772,0.4311637665226341,loc,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
0,3.925145392090835e-18,0.00174795085510427,0.00373794239137133,0.969,0.1297190350604921,scale,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
1,-3.755576759590279e-18,0.002577152431872,0.01687477439949415,0.336,0.1573496201574328,scale,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
2,-1.945317460357495e-18,0.00565695713870131,0.0250221062638061,0.538,0.24374667576621137,scale,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
3,5.417177936697242e-18,0.00479019020273736,0.02327148855167679,0.566,0.21817221397558664,scale,skewnorm,49,ddpstar,1000,1000,20250815-200220,001-ddpstar,NA,NA
0,5.408443152244794e-20,0.02775836239346481,0.04221761118799838,1,0.5166734749354557,loc,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
1,-2.035906183945936e-17,0.03684179766478917,0.14818715239663907,0.468,0.5885506555596555,loc,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
2,1.353991183585818e-16,0.09818632962641188,0.1398287933470034,1,0.9955448390822,loc,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
3,8.767255431117611e-17,0.08928704458897077,0.2057452485848955,0.775,0.940432613684384,loc,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
0,-1.0148782855767807e-18,7.425499155346795e-32,0.01347958595184904,0,8.515965710387261e-16,scale,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
1,-3.109264509632929e-18,1.5290636452095296e-31,0.02113287282203457,0,1.1204259742214614e-15,scale,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
2,-5.0429347474521356e-18,1.6362002915992343e-31,0.0818570418289666,0,1.1032924573939339e-15,scale,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
3,5.6447732049944944e-18,1.971765594916223e-32,0.05056651458901901,0,3.9013514641084144e-16,scale,skewnorm,49,ddpstar,250,1000,20250815-191141,001-ddpstar,NA,NA
0,1.6146617926258787e-17,0.01090611739724545,0.01311562027269271,1,0.3281825747262184,loc,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
1,-2.562741035008752e-17,0.01610626468608222,0.06550690969696518,0.549,0.4000233761161347,loc,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
2,1.3685777735331546e-16,0.04236216509800712,0.06163308861857002,0.977,0.6533851375721111,loc,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
3,8.767159235279857e-17,0.03186536037099952,0.07095434297622323,0.871,0.5683440765124942,loc,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
0,4.5538234099383455e-18,0.00291007942506057,0.00446527090967152,1,0.1631255144252545,scale,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
1,-1.0453725558801083e-18,0.00361139691928447,0.02061057916537421,0.327,0.18449639959674227,scale,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
2,1.0109021548095528e-18,0.01073937794821613,0.04045992626639908,0.506,0.3305685328976179,scale,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
3,2.8284724099917707e-18,0.00952679964317571,0.03047414165758739,0.659,0.3016904586279851,scale,skewnorm,49,ddpstar,500,1000,20250815-193545,001-ddpstar,NA,NA
0,5.017864777887203e-17,0.00485791360195992,0.0088877922227606,1,0.21792520348240055,loc,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
1,5.4539542821933676e-17,0.007690478958591,0.02153824568173507,0.721,0.2731912227992572,loc,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
2,1.1429564552107332e-16,0.02288110911222975,0.02909345548561757,1,0.47635155481723573,loc,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
3,-1.9609576097616662e-17,0.01579009908309294,0.03954465076850026,0.842,0.39728957492938943,loc,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
0,-1.994114508935273e-18,0.00200239153981352,0.00279757978419503,1,0.13792045988406337,scale,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
1,3.976947239227024e-18,0.00235063966408797,0.00351442897990938,0.919,0.15126495269503126,scale,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
2,-1.2884495083990047e-18,0.0066793456074018,0.01139788928660018,0.935,0.26216230468729823,scale,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
3,9.07218771677501e-18,0.00598715428829253,0.00956635826038419,0.893,0.24017611067080064,scale,skewnorm,50,ddpstar,1000,1000,20250815-193315,001-ddpstar,NA,NA
0,3.401815744064121e-17,0.03288146751753445,0.04499507217881116,1,0.55019292829349,loc,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
1,3.085235368506696e-17,0.03692413743154642,0.05552475562986151,0.936,0.6062897702914383,loc,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
2,1.2559253396747399e-16,0.1033427878651971,0.1915421144379715,0.924,1.027396513560601,loc,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
3,-1.7021123732118466e-17,0.07405599451279606,0.11624467574864684,1,0.86377271955041,loc,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
0,-4.497275806605282e-18,8.637618156590223e-32,0.01309927070950544,0,9.033274128711353e-16,scale,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
1,1.4474460403405646e-20,2.0302087692535565e-31,0.02147747210715324,0,1.3130163623031873e-15,scale,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
2,-8.765053027999513e-18,1.8893443732066372e-31,0.08234593544997773,0,1.1449952097564165e-15,scale,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
3,1.1318422960300787e-17,2.466864728000744e-32,0.04996182919674475,0,4.015537902191111e-16,scale,skewnorm,50,ddpstar,250,1000,20250815-193332,001-ddpstar,NA,NA
0,2.9419574370315055e-17,0.0129075017140349,0.01709377878951405,1,0.3497055626815581,loc,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
1,4.261668952844702e-17,0.0166801671743842,0.02515605242694581,1,0.4027535221920468,loc,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
2,1.228818487619875e-16,0.04354887693685998,0.07256657884185724,0.989,0.6675926169781036,loc,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
3,-1.2896723980993875e-17,0.03107535700247201,0.07446032421988762,0.878,0.5683973454008396,loc,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
0,-4.4946364067665455e-18,0.00292190828544926,0.00423323792107814,1,0.1652395822141158,scale,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
1,3.5783483065037505e-18,0.00398326065665388,0.00550944507725178,1,0.19779481078695935,scale,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
2,3.1761991763542184e-19,0.00938909217253442,0.03187032534967415,0.632,0.30489853531342226,scale,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
3,8.284472283529018e-18,0.006902899889228,0.02836983418482188,0.468,0.26187465335398147,scale,skewnorm,50,ddpstar,500,1000,20250815-194136,001-ddpstar,NA,NA
0,-3.3671271698938966e-17,0.00630736539570143,0.00810629809619942,1,0.2470371155215545,loc,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
1,1.0017852433014119e-17,0.00880211120531576,0.00985284723886472,1,0.2971904380084186,loc,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
2,-3.5709289258195606e-17,0.02287097727062725,0.05732114973117599,0.829,0.4791780654747326,loc,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
3,1.1066955493659279e-16,0.0170500133102878,0.03098696214140992,0.915,0.42018600849441945,loc,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
0,-1.802511274282571e-18,0.0016903473643793,0.00400375011940325,0.878,0.1272684798930089,scale,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
1,-6.251808017674123e-18,0.00257622291751558,0.00569236975288856,0.856,0.1604308647287665,scale,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
2,-8.752402014949867e-18,0.00530616134745739,0.01618514092304207,0.696,0.23045116103723373,scale,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
3,4.448665754667823e-18,0.00370738034904727,0.01499224353083547,0.684,0.19409171787387583,scale,skewnorm,51,ddpstar,1000,1000,20250815-200549,001-ddpstar,NA,NA
0,-5.460993853304008e-17,0.02559863019500017,0.02967188705015214,1,0.4982587868240886,loc,skewnorm,51,ddpstar,250,1000,20250815-200754,001-ddpstar,NA,NA
1,-4.1834522680519085e-18,0.03019151831488069,0.05640838165841182,0.992,0.5431737039394018,loc,skewnorm,51,ddpstar,250,1000,20250815-200754,001-ddpstar,NA,NA
2,-3.131114761275681e-17,0.07357544228478585,0.12799467451341404,0.963,0.8708588526144777,loc,skewnorm,51,ddpstar,250,1000,20250815-200754,001-ddpstar,NA,NA
