xnum,bias,var,mse,ci_coverage,ci_width,parameter,data_type,data_seed,model,ntrain,ntest,run,job,mcmc_strategy,apply_jitter
0,2.6226044e-10,0.002988782,0.003468165,1,0.17500444,scale,mixture,20,gaussian-iwls,1000,5000,20250831-113259,007-gaussian,NA,NA
1,-1.1324882e-10,0.0028572907,0.003213556,1,0.17197138,scale,mixture,20,gaussian-iwls,1000,5000,20250831-113259,007-gaussian,NA,NA
2,1.4960766e-9,0.004070862,0.006599476,1,0.2065197,scale,mixture,20,gaussian-iwls,1000,5000,20250831-113259,007-gaussian,NA,NA
3,-2.4437904e-10,0.0033299415,0.0046205823,1,0.1859404,scale,mixture,20,gaussian-iwls,1000,5000,20250831-113259,007-gaussian,NA,NA
0,3.6239622e-9,0.021990495,0.15292522,0.2084,0.46412528,loc,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
1,-2.2888182e-9,0.029038262,0.04193975,1,0.5239928,loc,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
2,-5.2452087e-9,0.08317584,0.14896005,0.9738,0.8941628,loc,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
3,-3.814697e-9,0.04658012,0.11905244,0.8114,0.6999636,loc,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
0,2.3841856e-10,0.012384056,0.01493238,1,0.35146844,scale,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
1,-1.1920929e-11,0.011051802,0.016465979,1,0.33576673,scale,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
2,1.5377998e-9,0.017402887,0.03687585,0.9262,0.4224908,scale,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
3,-1.001358e-9,0.013139601,0.02181021,1,0.3675157,scale,mixture,20,gaussian-iwls,250,5000,20250831-063347,007-gaussian,NA,NA
0,3.1471252e-9,0.011902442,0.07042465,0.2144,0.34540612,loc,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
1,-2.3797153e-9,0.016406098,0.019359207,1,0.40246922,loc,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
2,-5.316734e-9,0.043325845,0.07220185,0.9702,0.65790844,loc,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
3,0,0.028590279,0.042987075,0.95119995,0.54724246,loc,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
0,1.5497208e-10,0.00572265,0.0076836525,1,0.24141523,scale,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
1,-5.364418e-11,0.005377968,0.006150226,1,0.23565324,scale,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
2,2.0176172e-9,0.008344461,0.010741842,1,0.29472768,scale,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
3,-2.8610228e-10,0.006659084,0.008552128,1,0.26304644,scale,mixture,20,gaussian-iwls,500,5000,20250831-061522,007-gaussian,NA,NA
0,-3.814697e-9,0.006072569,0.022379458,0.71779996,0.24824968,loc,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
1,1.3113022e-10,0.008173038,0.016372612,0.86399996,0.28718835,loc,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
2,-7.6293943e-10,0.023771143,0.06219585,0.85539997,0.48821205,loc,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
3,4.5776365e-9,0.016733753,0.046674676,0.6796,0.4183599,loc,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
0,5.00679e-10,0.0028609808,0.005165985,0.90639997,0.17213014,scale,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
1,9.536743e-11,0.0029724482,0.0043994887,1,0.17615166,scale,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
2,1.8000602e-9,0.004763992,0.00572082,1,0.22028527,scale,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
3,4.0531156e-10,0.0033808486,0.0058923,0.9054,0.18705127,scale,mixture,21,gaussian-iwls,1000,5000,20250831-082230,007-gaussian,NA,NA
0,-2.193451e-9,0.024205463,0.05854497,0.83239996,0.4962622,loc,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
1,-1.6212462e-9,0.029426394,0.03937452,1,0.5477118,loc,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
2,-2.861023e-9,0.10254807,0.20722148,0.93119997,0.9978484,loc,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
3,6.008148e-9,0.064154446,0.1086986,0.9504,0.8181277,loc,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
0,5.6028365e-10,0.011546362,0.017821668,1,0.3421608,scale,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
1,2.7120112e-10,0.011025359,0.013645273,1,0.3374562,scale,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
2,1.9550324e-9,0.01609903,0.02718059,1,0.40202743,scale,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
3,4.0531156e-10,0.011771925,0.02146701,0.8752,0.34322953,scale,mixture,21,gaussian-iwls,250,5000,20250831-064136,007-gaussian,NA,NA
0,-4.4822692e-9,0.010920038,0.031195294,0.7988,0.33299312,loc,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
1,-6.198883e-10,0.015186939,0.02336484,1,0.3903473,loc,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
2,4.768371e-10,0.04862676,0.0964527,0.89599997,0.69156617,loc,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
3,4.5776365e-9,0.030656807,0.04627233,0.9532,0.56376755,loc,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
0,3.8146972e-10,0.0054797195,0.00787782,1,0.23759694,scale,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
1,9.536743e-11,0.005530514,0.0062870556,1,0.2399502,scale,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
2,2.31266e-9,0.009119243,0.01306646,1,0.30513313,scale,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
3,4.768371e-10,0.0061086104,0.009201948,0.9614,0.24951872,scale,mixture,21,gaussian-iwls,500,5000,20250831-064814,007-gaussian,NA,NA
0,-6.67572e-10,0.006064533,0.008787487,1,0.25002107,loc,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
1,-1.4543533e-9,0.0082906090000000009,0.018246746,0.8646,0.28831348,loc,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
2,2.2411346e-9,0.021571219,0.056789756,0.81,0.46887508,loc,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
3,6.4492225e-9,0.015987203,0.025503807,1,0.40861475,loc,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
0,-9.536743e-11,0.0029734797,0.00472583,1,0.17533198,scale,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
1,-4.4107437e-10,0.0028286015,0.0035614232,1,0.1717111,scale,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
2,-2.4080276e-9,0.004156276,0.0063057323,1,0.20875786,scale,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
3,-2.6226044e-10,0.0033002426,0.004854484,1,0.18603827,scale,mixture,22,gaussian-iwls,1000,5000,20250831-071605,007-gaussian,NA,NA
0,-1.6212462e-9,0.02329617,0.05031219,1,0.48786628,loc,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
1,-3.5643577e-9,0.03275156,0.04461785,1,0.5789026,loc,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
2,4.673004e-9,0.087803304,0.22432269,0.73679996,0.95327926,loc,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
3,1.6212462e-9,0.06028173,0.08188891,1,0.7978458,loc,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
0,1.66893e-10,0.011496608,0.014245292,1,0.3420747,scale,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
1,-6.318092e-10,0.01032845,0.0120597435,1,0.32745117,scale,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
2,-2.31266e-9,0.012744674,0.036764216,0.7186,0.36352512,scale,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
3,-1.1205673e-9,0.012168515,0.0155838765,1,0.35315657,scale,mixture,22,gaussian-iwls,250,5000,20250831-102858,007-gaussian,NA,NA
0,-1.7166137e-9,0.010793047,0.035095338,0.6604,0.3338905,loc,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
1,-1.886487e-9,0.015545958,0.028118845,0.895,0.39626223,loc,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
2,3.1948089e-9,0.03961267,0.13772658,0.70699996,0.63534904,loc,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
3,6.7710877e-9,0.02986539,0.04937593,0.89879996,0.56135064,loc,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
0,9.536743e-11,0.0056436546,0.008447437,1,0.24154726,scale,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
1,-4.7832727e-10,0.005232682,0.0065245554,1,0.23372221,scale,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
2,-1.9431114e-9,0.007870533,0.015198925,0.9496,0.28755504,scale,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
3,-5.125999e-10,0.006259471,0.0070860423,1,0.2559928,scale,mixture,22,gaussian-iwls,500,5000,20250831-074409,007-gaussian,NA,NA
0,1.2397766e-9,0.006624459,0.014359471,0.834,0.26033524,loc,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
1,-2.670288e-9,0.008455255,0.019227564,0.9176,0.29301515,loc,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
2,2.593994e-8,0.021272482,0.04396027,0.85319996,0.46784613,loc,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
3,-4.6133994e-9,0.015592559,0.032715525,0.8688,0.40448186,loc,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
0,1.2814998e-10,0.0028124908,0.0037544586,1,0.1711251,scale,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
1,5.9604643e-10,0.0028988384,0.003537699,1,0.17376366,scale,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
2,1.3828277e-9,0.004229657,0.008011106,1,0.21061328000000001,scale,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
3,-8.106231e-10,0.0035322097,0.010580122,0.79899997,0.19028464,scale,mixture,23,gaussian-iwls,1000,5000,20250831-080159,007-gaussian,NA,NA
0,-1.9073485e-9,0.024406193,0.035946075,1,0.49770454,loc,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
1,-9.2983243e-10,0.031728987,0.04579509,1,0.56368726,loc,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
2,2.1743773e-8,0.0830808,0.27460545,0.7434,0.9314764,loc,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
3,-3.33786e-9,0.055605058,0.09804927,0.9518,0.76351947,loc,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
0,-1.3113022e-10,0.010878209,0.014694806,1,0.3333136,scale,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
1,6.67572e-10,0.01125595,0.015060053,1,0.33869198,scale,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
2,8.5830687e-10,0.014452052,0.026369965,0.928,0.38652927,scale,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
3,-1.0490417e-9,0.012844507,0.028423708,0.88619995,0.35712323,scale,mixture,23,gaussian-iwls,250,5000,20250831-074027,007-gaussian,NA,NA
0,-1.8835067e-9,0.01216277,0.02133897,0.9698,0.3501692,loc,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
1,-2.7656555e-9,0.0152228195,0.01934777,1,0.39130154,loc,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
2,2.708435e-8,0.041504342,0.09281604,0.89,0.6544533,loc,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
3,-5.9127805e-9,0.0278865,0.0706832,0.7744,0.54105747,loc,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
0,3.5762785e-11,0.0054307957,0.009284409,1,0.2371502,scale,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
1,7.1525574e-10,0.0054671294,0.0061928877,1,0.237456,scale,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
2,1.2397766e-9,0.0076607727,0.013049222,0.92759997,0.2828489,scale,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
3,-7.7486034e-10,0.0063525247,0.016832812,0.8666,0.255366,scale,mixture,23,gaussian-iwls,500,5000,20250831-072146,007-gaussian,NA,NA
0,9.775162e-10,0.0060421764,0.0070794937,1,0.24843425,loc,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
1,-5.531311e-9,0.008401094,0.021034325,0.6796,0.2916803,loc,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
2,-1.5735626e-8,0.0223431,0.040241633,0.83559996,0.46976236,loc,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
3,4.4822692e-9,0.016632276,0.03177443,0.8882,0.4161645,loc,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
0,-3.33786e-10,0.0029055336,0.0035440363,1,0.17299445,scale,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
1,-5.9604643e-12,0.0028992088,0.0039895726,1,0.17359997,scale,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
2,1.591444e-9,0.004293546,0.007738176,1,0.21052329,scale,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
3,-5.00679e-10,0.0032277973,0.0047571207,1,0.18380941,scale,mixture,24,gaussian-iwls,1000,5000,20250831-093722,007-gaussian,NA,NA
0,-2.1457672e-10,0.025055679,0.03327069,1,0.49555117,loc,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
1,-3.0517577e-9,0.028079582,0.055014145,0.8754,0.53318906,loc,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
2,-1.2588501e-8,0.08521019,0.17372982,0.89919996,0.92120796,loc,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
3,3.9577484e-9,0.054930504,0.10993436,0.95299995,0.7594704,loc,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
0,-1.9073486e-10,0.012288094,0.018945256,1,0.35055584,scale,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
1,2.2053719e-10,0.009908249,0.0107422145,1,0.3216631,scale,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
2,1.5735626e-9,0.015672095,0.034612507,0.9598,0.39584354,scale,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
3,-4.0531156e-10,0.011784444,0.01669326,1,0.34880763,scale,mixture,24,gaussian-iwls,250,5000,20250831-082941,007-gaussian,NA,NA
0,9.0599056e-10,0.011835763,0.012160637,1,0.34482503,loc,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
1,-5.1975249999999996e-9,0.015033665,0.02789684,0.9788,0.3928644,loc,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
2,-1.4781952e-8,0.043563135,0.07249463,0.97499996,0.65833414,loc,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
3,5.0544737e-9,0.0327706,0.056301516,0.9406,0.58358,loc,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
0,-2.9802322e-10,0.005567858,0.008581748,1,0.2381365,scale,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
1,1.8477439e-10,0.005266828,0.006384194,1,0.2342692,scale,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
2,1.6450882e-9,0.0075191115,0.014988469,1,0.27814886,scale,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
3,-1.9669533e-10,0.0061780056,0.008096698,1,0.25350183,scale,mixture,24,gaussian-iwls,500,5000,20250831-075041,007-gaussian,NA,NA
0,4.8637387e-9,0.0061003882,0.0065839468,1,0.24777417,loc,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
1,-3.737211e-9,0.008136096,0.017363647,0.96159995,0.286219,loc,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
2,1.5544892e-8,0.023793474,0.055179074,0.8688,0.48177615,loc,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
3,1.2731552e-8,0.015793048,0.03122877,0.93539995,0.40537202,loc,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
0,-3.33786e-10,0.003109261,0.0040755663,1,0.1786682,scale,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
1,-4.2319298e-10,0.002944485,0.003178255,1,0.17417741,scale,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
2,2.8669833e-9,0.004360361,0.006496788,1,0.21233149,scale,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
3,-4.738569e-10,0.0033674655,0.0041572866,1,0.18778014,scale,mixture,25,gaussian-iwls,1000,5000,20250831-080558,007-gaussian,NA,NA
0,5.280971e-9,0.020668622,0.033803232,0.949,0.45888245,loc,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
1,-1.3828277e-9,0.029152844,0.039981063,1,0.5349963,loc,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
2,1.3542175e-8,0.09054647,0.1672143,0.8896,0.92454267,loc,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
3,1.3494491e-8,0.055804364,0.11045559,0.9406,0.763528,loc,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
0,-4.2915344e-10,0.011978136,0.015520916,1,0.3484983,scale,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
1,-2.6226044e-10,0.0112529965,0.014584236,1,0.33790883,scale,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
2,3.3140182e-9,0.014607942,0.02572583,0.958,0.38819957,scale,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
3,-9.0599056e-10,0.0133183235,0.023836534,1,0.36715394,scale,mixture,25,gaussian-iwls,250,5000,20250831-081055,007-gaussian,NA,NA
0,6.210804e-9,0.011902501,0.01655293,1,0.34605113,loc,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
1,-3.904104e-9,0.016749728,0.028386323,0.9826,0.40843856,loc,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
2,1.7738342e-8,0.045429524,0.06331989,0.9834,0.66678435,loc,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
3,1.27792354e-8,0.028384825,0.056535214,0.96739995,0.5448473,loc,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
0,-3.2186506e-10,0.0058725434,0.006524308,1,0.24361564,scale,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
1,-5.3346155e-10,0.0054985397,0.0061636674,1,0.23725238,scale,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
2,3.1471252e-9,0.007359623,0.014574704,0.91239995,0.27582484,scale,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
3,-5.364418e-10,0.0060464437,0.0076199044,1,0.2511543,scale,mixture,25,gaussian-iwls,500,5000,20250831-080708,007-gaussian,NA,NA
0,9.894371e-10,0.0074631474,0.018742822,0.8486,0.2781929,loc,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
1,-1.0085106e-8,0.009203911,0.023503438,0.80759996,0.3038468,loc,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
2,1.9788741e-8,0.023147693,0.035758223,0.9812,0.48338914,loc,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
3,-3.0994415e-10,0.01646605,0.024693117,0.977,0.41646707,loc,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
0,-6.3776967e-10,0.0028698295,0.0031497455,1,0.17289299,scale,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
1,-6.020069e-10,0.0029305725,0.003677897,1,0.1744075,scale,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
2,1.9788742e-9,0.0042068004,0.0053154957,1,0.20940746,scale,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
3,4.0531156e-10,0.0032442736,0.0050984817,0.9396,0.18412396,scale,mixture,26,gaussian-iwls,1000,5000,20250831-085011,007-gaussian,NA,NA
0,3.8146972e-10,0.026140204,0.040120825,1,0.5127279,loc,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
1,-1.1014938e-8,0.03622018,0.13175678,0.7636,0.6099575,loc,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
2,2.0980835e-8,0.09327397,0.16112365,0.8858,0.96975213,loc,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
3,1.5258789e-9,0.06540492,0.10028504,0.96879995,0.83006424,loc,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
0,-5.9604643e-10,0.011762962,0.014367583,1,0.3445422,scale,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
1,-7.8976153e-10,0.011871583,0.013424963,1,0.34793255,scale,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
2,2.0861626e-9,0.01778546,0.024161132,1,0.42624384,scale,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
3,4.0531156e-10,0.011690379,0.017814565,1,0.34697816,scale,mixture,26,gaussian-iwls,250,5000,20250831-091934,007-gaussian,NA,NA
0,3.8146972e-10,0.015460904,0.033967413,0.78139997,0.39632702,loc,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
1,-1.1777877e-8,0.016496018,0.06188503,0.71739995,0.41037992,loc,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
2,1.5950203e-8,0.04653124,0.08427126,0.9614,0.68758494,loc,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
3,9.536743e-11,0.03338698,0.05096905,0.99179995,0.59361035,loc,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
0,-7.3909756e-10,0.0053779576,0.006886177,1,0.2360207,scale,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
1,-8.225441e-10,0.0055882814,0.0063357237,1,0.24089235,scale,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
2,1.6063452e-9,0.008533435,0.01117778,1,0.29772618,scale,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
3,4.768371e-10,0.006037087,0.009458516,0.93719995,0.25057036,scale,mixture,26,gaussian-iwls,500,5000,20250831-091119,007-gaussian,NA,NA
0,3.2424925e-9,0.007539979,0.015493616,0.954,0.27749327,loc,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
1,2.9563902e-9,0.008995796,0.013799211,0.98639995,0.3030575,loc,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
2,-8.5830687e-10,0.022739206,0.040243838,0.92039996,0.4822678,loc,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
3,6.67572e-10,0.016788043,0.020163333,1,0.41912568,loc,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
0,9.775162e-10,0.00298521,0.005297463,1,0.17536475,scale,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
1,1.0728836e-10,0.003012793,0.0036440843,1,0.17715393,scale,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
2,-1.2159347e-9,0.004087396,0.005821814,1,0.20624548,scale,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
3,-4.7683715e-11,0.0033638019,0.0039118323,1,0.18730289,scale,mixture,27,gaussian-iwls,1000,5000,20250831-115122,007-gaussian,NA,NA
0,1.490116e-9,0.025164945,0.046946168,1,0.5055892,loc,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
1,1.8119811e-9,0.037048005,0.056567006,1,0.6113695,loc,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
2,-6.1988827e-9,0.08046705,0.14532353,0.964,0.9060156,loc,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
3,1.5258789e-9,0.058421988,0.09838119,0.9384,0.7827574,loc,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
0,1.1444091e-9,0.011059745,0.015985396,1,0.33425665,scale,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
1,1.4305114e-10,0.011800518,0.021880282,0.88259995,0.34973067,scale,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
2,-1.2159347e-9,0.011500536,0.036904965,0.5254,0.34171194,scale,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
3,2.3841856e-10,0.011346013,0.02042167,0.8782,0.3406075,scale,mixture,27,gaussian-iwls,250,5000,20250831-084128,007-gaussian,NA,NA
0,2.002716e-9,0.012949033,0.030051216,0.7396,0.36439654,loc,mixture,27,gaussian-iwls,500,5000,20250831-084359,007-gaussian,NA,NA
1,1.1444091e-9,0.01631274,0.031012082,0.973,0.40799192,loc,mixture,27,gaussian-iwls,500,5000,20250831-084359,007-gaussian,NA,NA
