data_seed,data_type,ntrain,mcmc_strategy,apply_jitter
13,gaussian,250,iwls-nuts,TRUE
13,gaussian,500,iwls-nuts,TRUE
13,gaussian,1000,iwls-nuts,TRUE
13,mixture,250,iwls-nuts,TRUE
13,mixture,500,iwls-nuts,TRUE
13,mixture,1000,iwls-nuts,TRUE
13,skewnorm,250,iwls-nuts,TRUE
13,skewnorm,500,iwls-nuts,TRUE
13,skewnorm,1000,iwls-nuts,TRUE
13,ptm,250,iwls-nuts,TRUE
13,ptm,500,iwls-nuts,TRUE
13,ptm,1000,iwls-nuts,TRUE
14,gaussian,250,iwls-nuts,TRUE
14,gaussian,500,iwls-nuts,TRUE
14,gaussian,1000,iwls-nuts,TRUE
14,mixture,250,iwls-nuts,TRUE
14,mixture,500,iwls-nuts,TRUE
14,mixture,1000,iwls-nuts,TRUE
14,skewnorm,250,iwls-nuts,TRUE
14,skewnorm,500,iwls-nuts,TRUE
14,skewnorm,1000,iwls-nuts,TRUE
14,ptm,250,iwls-nuts,TRUE
14,ptm,500,iwls-nuts,TRUE
14,ptm,1000,iwls-nuts,TRUE
15,gaussian,250,iwls-nuts,TRUE
15,gaussian,500,iwls-nuts,TRUE
15,gaussian,1000,iwls-nuts,TRUE
15,mixture,250,iwls-nuts,TRUE
15,mixture,500,iwls-nuts,TRUE
15,mixture,1000,iwls-nuts,TRUE
15,skewnorm,250,iwls-nuts,TRUE
15,skewnorm,500,iwls-nuts,TRUE
15,skewnorm,1000,iwls-nuts,TRUE
15,ptm,250,iwls-nuts,TRUE
15,ptm,500,iwls-nuts,TRUE
15,ptm,1000,iwls-nuts,TRUE
16,gaussian,250,iwls-nuts,TRUE
16,gaussian,500,iwls-nuts,TRUE
16,gaussian,1000,iwls-nuts,TRUE
16,mixture,250,iwls-nuts,TRUE
16,mixture,500,iwls-nuts,TRUE
16,mixture,1000,iwls-nuts,TRUE
16,skewnorm,250,iwls-nuts,TRUE
16,skewnorm,500,iwls-nuts,TRUE
16,skewnorm,1000,iwls-nuts,TRUE
16,ptm,250,iwls-nuts,TRUE
16,ptm,500,iwls-nuts,TRUE
16,ptm,1000,iwls-nuts,TRUE
17,gaussian,250,iwls-nuts,TRUE
17,gaussian,500,iwls-nuts,TRUE
17,gaussian,1000,iwls-nuts,TRUE
17,mixture,250,iwls-nuts,TRUE
17,mixture,500,iwls-nuts,TRUE
17,mixture,1000,iwls-nuts,TRUE
17,skewnorm,250,iwls-nuts,TRUE
17,skewnorm,500,iwls-nuts,TRUE
17,skewnorm,1000,iwls-nuts,TRUE
17,ptm,250,iwls-nuts,TRUE
17,ptm,500,iwls-nuts,TRUE
17,ptm,1000,iwls-nuts,TRUE
18,gaussian,250,iwls-nuts,TRUE
18,gaussian,500,iwls-nuts,TRUE
18,gaussian,1000,iwls-nuts,TRUE
18,mixture,250,iwls-nuts,TRUE
18,mixture,500,iwls-nuts,TRUE
18,mixture,1000,iwls-nuts,TRUE
18,skewnorm,250,iwls-nuts,TRUE
18,skewnorm,500,iwls-nuts,TRUE
18,skewnorm,1000,iwls-nuts,TRUE
18,ptm,250,iwls-nuts,TRUE
18,ptm,500,iwls-nuts,TRUE
18,ptm,1000,iwls-nuts,TRUE
19,gaussian,250,iwls-nuts,TRUE
19,gaussian,500,iwls-nuts,TRUE
19,gaussian,1000,iwls-nuts,TRUE
19,mixture,250,iwls-nuts,TRUE
19,mixture,500,iwls-nuts,TRUE
19,mixture,1000,iwls-nuts,TRUE
19,skewnorm,250,iwls-nuts,TRUE
19,skewnorm,500,iwls-nuts,TRUE
19,skewnorm,1000,iwls-nuts,TRUE
19,ptm,250,iwls-nuts,TRUE
19,ptm,500,iwls-nuts,TRUE
19,ptm,1000,iwls-nuts,TRUE
20,gaussian,250,iwls-nuts,TRUE
20,gaussian,500,iwls-nuts,TRUE
20,gaussian,1000,iwls-nuts,TRUE
20,mixture,250,iwls-nuts,TRUE
20,mixture,500,iwls-nuts,TRUE
20,mixture,1000,iwls-nuts,TRUE
20,skewnorm,250,iwls-nuts,TRUE
20,skewnorm,500,iwls-nuts,TRUE
20,skewnorm,1000,iwls-nuts,TRUE
20,ptm,250,iwls-nuts,TRUE
20,ptm,500,iwls-nuts,TRUE
20,ptm,1000,iwls-nuts,TRUE
21,gaussian,250,iwls-nuts,TRUE
21,gaussian,500,iwls-nuts,TRUE
21,gaussian,1000,iwls-nuts,TRUE
21,mixture,250,iwls-nuts,TRUE
21,mixture,500,iwls-nuts,TRUE
21,mixture,1000,iwls-nuts,TRUE
21,skewnorm,250,iwls-nuts,TRUE
21,skewnorm,500,iwls-nuts,TRUE
21,skewnorm,1000,iwls-nuts,TRUE
21,ptm,250,iwls-nuts,TRUE
21,ptm,500,iwls-nuts,TRUE
21,ptm,1000,iwls-nuts,TRUE
22,gaussian,250,iwls-nuts,TRUE
22,gaussian,500,iwls-nuts,TRUE
22,gaussian,1000,iwls-nuts,TRUE
22,mixture,250,iwls-nuts,TRUE
22,mixture,500,iwls-nuts,TRUE
22,mixture,1000,iwls-nuts,TRUE
22,skewnorm,250,iwls-nuts,TRUE
22,skewnorm,500,iwls-nuts,TRUE
22,skewnorm,1000,iwls-nuts,TRUE
22,ptm,250,iwls-nuts,TRUE
22,ptm,500,iwls-nuts,TRUE
22,ptm,1000,iwls-nuts,TRUE
23,gaussian,250,iwls-nuts,TRUE
23,gaussian,500,iwls-nuts,TRUE
23,gaussian,1000,iwls-nuts,TRUE
23,mixture,250,iwls-nuts,TRUE
23,mixture,500,iwls-nuts,TRUE
23,mixture,1000,iwls-nuts,TRUE
23,skewnorm,250,iwls-nuts,TRUE
23,skewnorm,500,iwls-nuts,TRUE
23,skewnorm,1000,iwls-nuts,TRUE
23,ptm,250,iwls-nuts,TRUE
23,ptm,500,iwls-nuts,TRUE
23,ptm,1000,iwls-nuts,TRUE
24,gaussian,250,iwls-nuts,TRUE
24,gaussian,500,iwls-nuts,TRUE
24,gaussian,1000,iwls-nuts,TRUE
24,mixture,250,iwls-nuts,TRUE
24,mixture,500,iwls-nuts,TRUE
24,mixture,1000,iwls-nuts,TRUE
24,skewnorm,250,iwls-nuts,TRUE
24,skewnorm,500,iwls-nuts,TRUE
24,skewnorm,1000,iwls-nuts,TRUE
24,ptm,250,iwls-nuts,TRUE
24,ptm,500,iwls-nuts,TRUE
24,ptm,1000,iwls-nuts,TRUE
25,gaussian,250,iwls-nuts,TRUE
25,gaussian,500,iwls-nuts,TRUE
25,gaussian,1000,iwls-nuts,TRUE
25,mixture,250,iwls-nuts,TRUE
25,mixture,500,iwls-nuts,TRUE
25,mixture,1000,iwls-nuts,TRUE
25,skewnorm,250,iwls-nuts,TRUE
25,skewnorm,500,iwls-nuts,TRUE
25,skewnorm,1000,iwls-nuts,TRUE
25,ptm,250,iwls-nuts,TRUE
25,ptm,500,iwls-nuts,TRUE
25,ptm,1000,iwls-nuts,TRUE
26,gaussian,250,iwls-nuts,TRUE
26,gaussian,500,iwls-nuts,TRUE
26,gaussian,1000,iwls-nuts,TRUE
26,mixture,250,iwls-nuts,TRUE
26,mixture,500,iwls-nuts,TRUE
26,mixture,1000,iwls-nuts,TRUE
26,skewnorm,250,iwls-nuts,TRUE
26,skewnorm,500,iwls-nuts,TRUE
26,skewnorm,1000,iwls-nuts,TRUE
26,ptm,250,iwls-nuts,TRUE
26,ptm,500,iwls-nuts,TRUE
26,ptm,1000,iwls-nuts,TRUE
27,gaussian,250,iwls-nuts,TRUE
27,gaussian,500,iwls-nuts,TRUE
27,gaussian,1000,iwls-nuts,TRUE
27,mixture,250,iwls-nuts,TRUE
27,mixture,500,iwls-nuts,TRUE
27,mixture,1000,iwls-nuts,TRUE
27,skewnorm,250,iwls-nuts,TRUE
27,skewnorm,500,iwls-nuts,TRUE
27,skewnorm,1000,iwls-nuts,TRUE
27,ptm,250,iwls-nuts,TRUE
27,ptm,500,iwls-nuts,TRUE
27,ptm,1000,iwls-nuts,TRUE
28,gaussian,250,iwls-nuts,TRUE
28,gaussian,500,iwls-nuts,TRUE
28,gaussian,1000,iwls-nuts,TRUE
28,mixture,250,iwls-nuts,TRUE
28,mixture,500,iwls-nuts,TRUE
28,mixture,1000,iwls-nuts,TRUE
28,skewnorm,250,iwls-nuts,TRUE
28,skewnorm,500,iwls-nuts,TRUE
28,skewnorm,1000,iwls-nuts,TRUE
28,ptm,250,iwls-nuts,TRUE
28,ptm,500,iwls-nuts,TRUE
28,ptm,1000,iwls-nuts,TRUE
29,gaussian,250,iwls-nuts,TRUE
29,gaussian,500,iwls-nuts,TRUE
29,gaussian,1000,iwls-nuts,TRUE
29,mixture,250,iwls-nuts,TRUE
29,mixture,500,iwls-nuts,TRUE
29,mixture,1000,iwls-nuts,TRUE
29,skewnorm,250,iwls-nuts,TRUE
29,skewnorm,500,iwls-nuts,TRUE
29,skewnorm,1000,iwls-nuts,TRUE
29,ptm,250,iwls-nuts,TRUE
29,ptm,500,iwls-nuts,TRUE
29,ptm,1000,iwls-nuts,TRUE
30,gaussian,250,iwls-nuts,TRUE
30,gaussian,500,iwls-nuts,TRUE
30,gaussian,1000,iwls-nuts,TRUE
30,mixture,250,iwls-nuts,TRUE
30,mixture,500,iwls-nuts,TRUE
30,mixture,1000,iwls-nuts,TRUE
30,skewnorm,250,iwls-nuts,TRUE
30,skewnorm,500,iwls-nuts,TRUE
30,skewnorm,1000,iwls-nuts,TRUE
30,ptm,250,iwls-nuts,TRUE
30,ptm,500,iwls-nuts,TRUE
30,ptm,1000,iwls-nuts,TRUE
31,gaussian,250,iwls-nuts,TRUE
31,gaussian,500,iwls-nuts,TRUE
31,gaussian,1000,iwls-nuts,TRUE
31,mixture,250,iwls-nuts,TRUE
31,mixture,500,iwls-nuts,TRUE
31,mixture,1000,iwls-nuts,TRUE
31,skewnorm,250,iwls-nuts,TRUE
31,skewnorm,500,iwls-nuts,TRUE
31,skewnorm,1000,iwls-nuts,TRUE
31,ptm,250,iwls-nuts,TRUE
31,ptm,500,iwls-nuts,TRUE
31,ptm,1000,iwls-nuts,TRUE
32,gaussian,250,iwls-nuts,TRUE
32,gaussian,500,iwls-nuts,TRUE
32,gaussian,1000,iwls-nuts,TRUE
32,mixture,250,iwls-nuts,TRUE
32,mixture,500,iwls-nuts,TRUE
32,mixture,1000,iwls-nuts,TRUE
32,skewnorm,250,iwls-nuts,TRUE
32,skewnorm,500,iwls-nuts,TRUE
32,skewnorm,1000,iwls-nuts,TRUE
32,ptm,250,iwls-nuts,TRUE
32,ptm,500,iwls-nuts,TRUE
32,ptm,1000,iwls-nuts,TRUE
33,gaussian,250,iwls-nuts,TRUE
33,gaussian,500,iwls-nuts,TRUE
33,gaussian,1000,iwls-nuts,TRUE
33,mixture,250,iwls-nuts,TRUE
33,mixture,500,iwls-nuts,TRUE
33,mixture,1000,iwls-nuts,TRUE
33,skewnorm,250,iwls-nuts,TRUE
33,skewnorm,500,iwls-nuts,TRUE
33,skewnorm,1000,iwls-nuts,TRUE
33,ptm,250,iwls-nuts,TRUE
33,ptm,500,iwls-nuts,TRUE
33,ptm,1000,iwls-nuts,TRUE
34,gaussian,250,iwls-nuts,TRUE
34,gaussian,500,iwls-nuts,TRUE
34,gaussian,1000,iwls-nuts,TRUE
34,mixture,250,iwls-nuts,TRUE
34,mixture,500,iwls-nuts,TRUE
34,mixture,1000,iwls-nuts,TRUE
34,skewnorm,250,iwls-nuts,TRUE
34,skewnorm,500,iwls-nuts,TRUE
34,skewnorm,1000,iwls-nuts,TRUE
34,ptm,250,iwls-nuts,TRUE
34,ptm,500,iwls-nuts,TRUE
34,ptm,1000,iwls-nuts,TRUE
35,gaussian,250,iwls-nuts,TRUE
35,gaussian,500,iwls-nuts,TRUE
35,gaussian,1000,iwls-nuts,TRUE
35,mixture,250,iwls-nuts,TRUE
35,mixture,500,iwls-nuts,TRUE
35,mixture,1000,iwls-nuts,TRUE
35,skewnorm,250,iwls-nuts,TRUE
35,skewnorm,500,iwls-nuts,TRUE
35,skewnorm,1000,iwls-nuts,TRUE
35,ptm,250,iwls-nuts,TRUE
35,ptm,500,iwls-nuts,TRUE
35,ptm,1000,iwls-nuts,TRUE
36,gaussian,250,iwls-nuts,TRUE
36,gaussian,500,iwls-nuts,TRUE
36,gaussian,1000,iwls-nuts,TRUE
36,mixture,250,iwls-nuts,TRUE
36,mixture,500,iwls-nuts,TRUE
36,mixture,1000,iwls-nuts,TRUE
36,skewnorm,250,iwls-nuts,TRUE
36,skewnorm,500,iwls-nuts,TRUE
36,skewnorm,1000,iwls-nuts,TRUE
36,ptm,250,iwls-nuts,TRUE
36,ptm,500,iwls-nuts,TRUE
36,ptm,1000,iwls-nuts,TRUE
37,gaussian,250,iwls-nuts,TRUE
37,gaussian,500,iwls-nuts,TRUE
37,gaussian,1000,iwls-nuts,TRUE
37,mixture,250,iwls-nuts,TRUE
37,mixture,500,iwls-nuts,TRUE
37,mixture,1000,iwls-nuts,TRUE
37,skewnorm,250,iwls-nuts,TRUE
37,skewnorm,500,iwls-nuts,TRUE
37,skewnorm,1000,iwls-nuts,TRUE
37,ptm,250,iwls-nuts,TRUE
37,ptm,500,iwls-nuts,TRUE
37,ptm,1000,iwls-nuts,TRUE
38,gaussian,250,iwls-nuts,TRUE
38,gaussian,500,iwls-nuts,TRUE
38,gaussian,1000,iwls-nuts,TRUE
38,mixture,250,iwls-nuts,TRUE
38,mixture,500,iwls-nuts,TRUE
38,mixture,1000,iwls-nuts,TRUE
38,skewnorm,250,iwls-nuts,TRUE
38,skewnorm,500,iwls-nuts,TRUE
38,skewnorm,1000,iwls-nuts,TRUE
38,ptm,250,iwls-nuts,TRUE
38,ptm,500,iwls-nuts,TRUE
38,ptm,1000,iwls-nuts,TRUE
39,gaussian,250,iwls-nuts,TRUE
39,gaussian,500,iwls-nuts,TRUE
39,gaussian,1000,iwls-nuts,TRUE
39,mixture,250,iwls-nuts,TRUE
39,mixture,500,iwls-nuts,TRUE
39,mixture,1000,iwls-nuts,TRUE
39,skewnorm,250,iwls-nuts,TRUE
39,skewnorm,500,iwls-nuts,TRUE
39,skewnorm,1000,iwls-nuts,TRUE
39,ptm,250,iwls-nuts,TRUE
39,ptm,500,iwls-nuts,TRUE
39,ptm,1000,iwls-nuts,TRUE
40,gaussian,250,iwls-nuts,TRUE
40,gaussian,500,iwls-nuts,TRUE
40,gaussian,1000,iwls-nuts,TRUE
40,mixture,250,iwls-nuts,TRUE
40,mixture,500,iwls-nuts,TRUE
40,mixture,1000,iwls-nuts,TRUE
40,skewnorm,250,iwls-nuts,TRUE
40,skewnorm,500,iwls-nuts,TRUE
40,skewnorm,1000,iwls-nuts,TRUE
40,ptm,250,iwls-nuts,TRUE
40,ptm,500,iwls-nuts,TRUE
40,ptm,1000,iwls-nuts,TRUE
41,gaussian,250,iwls-nuts,TRUE
41,gaussian,500,iwls-nuts,TRUE
41,gaussian,1000,iwls-nuts,TRUE
41,mixture,250,iwls-nuts,TRUE
41,mixture,500,iwls-nuts,TRUE
41,mixture,1000,iwls-nuts,TRUE
41,skewnorm,250,iwls-nuts,TRUE
41,skewnorm,500,iwls-nuts,TRUE
41,skewnorm,1000,iwls-nuts,TRUE
41,ptm,250,iwls-nuts,TRUE
41,ptm,500,iwls-nuts,TRUE
41,ptm,1000,iwls-nuts,TRUE
42,gaussian,250,iwls-nuts,TRUE
42,gaussian,500,iwls-nuts,TRUE
42,gaussian,1000,iwls-nuts,TRUE
42,mixture,250,iwls-nuts,TRUE
42,mixture,500,iwls-nuts,TRUE
42,mixture,1000,iwls-nuts,TRUE
42,skewnorm,250,iwls-nuts,TRUE
42,skewnorm,500,iwls-nuts,TRUE
42,skewnorm,1000,iwls-nuts,TRUE
42,ptm,250,iwls-nuts,TRUE
42,ptm,500,iwls-nuts,TRUE
42,ptm,1000,iwls-nuts,TRUE
43,gaussian,250,iwls-nuts,TRUE
43,gaussian,500,iwls-nuts,TRUE
43,gaussian,1000,iwls-nuts,TRUE
43,mixture,250,iwls-nuts,TRUE
43,mixture,500,iwls-nuts,TRUE
43,mixture,1000,iwls-nuts,TRUE
43,skewnorm,250,iwls-nuts,TRUE
43,skewnorm,500,iwls-nuts,TRUE
43,skewnorm,1000,iwls-nuts,TRUE
43,ptm,250,iwls-nuts,TRUE
43,ptm,500,iwls-nuts,TRUE
43,ptm,1000,iwls-nuts,TRUE
44,gaussian,250,iwls-nuts,TRUE
44,gaussian,500,iwls-nuts,TRUE
44,gaussian,1000,iwls-nuts,TRUE
44,mixture,250,iwls-nuts,TRUE
44,mixture,500,iwls-nuts,TRUE
44,mixture,1000,iwls-nuts,TRUE
44,skewnorm,250,iwls-nuts,TRUE
44,skewnorm,500,iwls-nuts,TRUE
44,skewnorm,1000,iwls-nuts,TRUE
44,ptm,250,iwls-nuts,TRUE
44,ptm,500,iwls-nuts,TRUE
44,ptm,1000,iwls-nuts,TRUE
45,gaussian,250,iwls-nuts,TRUE
45,gaussian,500,iwls-nuts,TRUE
45,gaussian,1000,iwls-nuts,TRUE
45,mixture,250,iwls-nuts,TRUE
45,mixture,500,iwls-nuts,TRUE
45,mixture,1000,iwls-nuts,TRUE
45,skewnorm,250,iwls-nuts,TRUE
45,skewnorm,500,iwls-nuts,TRUE
45,skewnorm,1000,iwls-nuts,TRUE
45,ptm,250,iwls-nuts,TRUE
45,ptm,500,iwls-nuts,TRUE
45,ptm,1000,iwls-nuts,TRUE
46,gaussian,250,iwls-nuts,TRUE
46,gaussian,500,iwls-nuts,TRUE
46,gaussian,1000,iwls-nuts,TRUE
46,mixture,250,iwls-nuts,TRUE
46,mixture,500,iwls-nuts,TRUE
46,mixture,1000,iwls-nuts,TRUE
46,skewnorm,250,iwls-nuts,TRUE
46,skewnorm,500,iwls-nuts,TRUE
46,skewnorm,1000,iwls-nuts,TRUE
46,ptm,250,iwls-nuts,TRUE
46,ptm,500,iwls-nuts,TRUE
46,ptm,1000,iwls-nuts,TRUE
47,gaussian,250,iwls-nuts,TRUE
47,gaussian,500,iwls-nuts,TRUE
47,gaussian,1000,iwls-nuts,TRUE
47,mixture,250,iwls-nuts,TRUE
47,mixture,500,iwls-nuts,TRUE
47,mixture,1000,iwls-nuts,TRUE
47,skewnorm,250,iwls-nuts,TRUE
47,skewnorm,500,iwls-nuts,TRUE
47,skewnorm,1000,iwls-nuts,TRUE
47,ptm,250,iwls-nuts,TRUE
47,ptm,500,iwls-nuts,TRUE
47,ptm,1000,iwls-nuts,TRUE
48,gaussian,250,iwls-nuts,TRUE
48,gaussian,500,iwls-nuts,TRUE
48,gaussian,1000,iwls-nuts,TRUE
48,mixture,250,iwls-nuts,TRUE
48,mixture,500,iwls-nuts,TRUE
48,mixture,1000,iwls-nuts,TRUE
48,skewnorm,250,iwls-nuts,TRUE
48,skewnorm,500,iwls-nuts,TRUE
48,skewnorm,1000,iwls-nuts,TRUE
48,ptm,250,iwls-nuts,TRUE
48,ptm,500,iwls-nuts,TRUE
48,ptm,1000,iwls-nuts,TRUE
49,gaussian,250,iwls-nuts,TRUE
49,gaussian,500,iwls-nuts,TRUE
49,gaussian,1000,iwls-nuts,TRUE
49,mixture,250,iwls-nuts,TRUE
49,mixture,500,iwls-nuts,TRUE
49,mixture,1000,iwls-nuts,TRUE
49,skewnorm,250,iwls-nuts,TRUE
49,skewnorm,500,iwls-nuts,TRUE
49,skewnorm,1000,iwls-nuts,TRUE
49,ptm,250,iwls-nuts,TRUE
49,ptm,500,iwls-nuts,TRUE
49,ptm,1000,iwls-nuts,TRUE
50,gaussian,250,iwls-nuts,TRUE
50,gaussian,500,iwls-nuts,TRUE
50,gaussian,1000,iwls-nuts,TRUE
50,mixture,250,iwls-nuts,TRUE
50,mixture,500,iwls-nuts,TRUE
50,mixture,1000,iwls-nuts,TRUE
50,skewnorm,250,iwls-nuts,TRUE
50,skewnorm,500,iwls-nuts,TRUE
50,skewnorm,1000,iwls-nuts,TRUE
50,ptm,250,iwls-nuts,TRUE
50,ptm,500,iwls-nuts,TRUE
50,ptm,1000,iwls-nuts,TRUE
51,gaussian,250,iwls-nuts,TRUE
51,gaussian,500,iwls-nuts,TRUE
51,gaussian,1000,iwls-nuts,TRUE
51,mixture,250,iwls-nuts,TRUE
51,mixture,500,iwls-nuts,TRUE
51,mixture,1000,iwls-nuts,TRUE
51,skewnorm,250,iwls-nuts,TRUE
51,skewnorm,500,iwls-nuts,TRUE
51,skewnorm,1000,iwls-nuts,TRUE
51,ptm,250,iwls-nuts,TRUE
51,ptm,500,iwls-nuts,TRUE
51,ptm,1000,iwls-nuts,TRUE
52,gaussian,250,iwls-nuts,TRUE
52,gaussian,500,iwls-nuts,TRUE
52,gaussian,1000,iwls-nuts,TRUE
52,mixture,250,iwls-nuts,TRUE
52,mixture,500,iwls-nuts,TRUE
52,mixture,1000,iwls-nuts,TRUE
52,skewnorm,250,iwls-nuts,TRUE
52,skewnorm,500,iwls-nuts,TRUE
52,skewnorm,1000,iwls-nuts,TRUE
52,ptm,250,iwls-nuts,TRUE
52,ptm,500,iwls-nuts,TRUE
52,ptm,1000,iwls-nuts,TRUE
53,gaussian,250,iwls-nuts,TRUE
53,gaussian,500,iwls-nuts,TRUE
53,gaussian,1000,iwls-nuts,TRUE
53,mixture,250,iwls-nuts,TRUE
53,mixture,500,iwls-nuts,TRUE
53,mixture,1000,iwls-nuts,TRUE
53,skewnorm,250,iwls-nuts,TRUE
