index,variable,kernel,error_code,error_msg,phase,count,relative,run,model
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-le5g74ke,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-le5g74ke,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-le5g74ke,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-le5g74ke,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,58,0.0029,dummy-le8kcnz9,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,22,5.5e-4,dummy-le8kcnz9,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,8,3.9999999999999e-4,dummy-le8kcnz9,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-le8kcnz9,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,58,0.0029,dummy-le8kcnz9,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,22,5.5e-4,dummy-le8kcnz9,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,8,3.9999999999999e-4,dummy-le8kcnz9,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-le8kcnz9,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-le8kcnz9,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-le8kcnz9,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,42,0.0021,dummy-lez6qpjc,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,81,0.002025,dummy-lez6qpjc,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-lez6qpjc,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lez6qpjc,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,42,0.0021,dummy-lez6qpjc,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,81,0.002025,dummy-lez6qpjc,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-lez6qpjc,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lez6qpjc,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lez6qpjc,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lez6qpjc,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-lfcuk7sp,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,22,5.5e-4,dummy-lfcuk7sp,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-lfcuk7sp,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfcuk7sp,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-lfcuk7sp,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,22,5.5e-4,dummy-lfcuk7sp,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-lfcuk7sp,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfcuk7sp,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lfcuk7sp,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lfcuk7sp,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-lfhl4ppb,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,67,0.00167499999999999,dummy-lfhl4ppb,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,721,0.03605,dummy-lfhl4ppb,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfhl4ppb,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-lfhl4ppb,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,67,0.00167499999999999,dummy-lfhl4ppb,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,721,0.03605,dummy-lfhl4ppb,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfhl4ppb,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lfhl4ppb,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lfhl4ppb,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,88,0.00439999999999999,dummy-lfo1w0jo,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,139,0.003475,dummy-lfo1w0jo,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,34,0.0017,dummy-lfo1w0jo,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfo1w0jo,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,88,0.00439999999999999,dummy-lfo1w0jo,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,139,0.003475,dummy-lfo1w0jo,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,34,0.0017,dummy-lfo1w0jo,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lfo1w0jo,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lfo1w0jo,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lfo1w0jo,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,49,0.00245,dummy-lg9e8x93,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,25,6.25e-4,dummy-lg9e8x93,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,25,0.00125,dummy-lg9e8x93,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lg9e8x93,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,49,0.00245,dummy-lg9e8x93,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,25,6.25e-4,dummy-lg9e8x93,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,25,0.00125,dummy-lg9e8x93,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lg9e8x93,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lg9e8x93,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lg9e8x93,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,68,0.0034,dummy-lhe7rmev,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,17,4.25e-4,dummy-lhe7rmev,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-lhe7rmev,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lhe7rmev,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,68,0.0034,dummy-lhe7rmev,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,17,4.25e-4,dummy-lhe7rmev,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,3,1.5e-4,dummy-lhe7rmev,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lhe7rmev,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lhe7rmev,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lhe7rmev,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,74,0.00369999999999999,dummy-lhecrxfh,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,292,0.0073,dummy-lhecrxfh,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,74,0.00369999999999999,dummy-lhecrxfh,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,292,0.0073,dummy-lhecrxfh,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lhecrxfh,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lhecrxfh,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,74,0.00369999999999999,dummy-lij66e0c,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,119,0.002975,dummy-lij66e0c,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,32,0.00159999999999999,dummy-lij66e0c,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,2,5e-5,dummy-lij66e0c,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,74,0.00369999999999999,dummy-lij66e0c,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,119,0.002975,dummy-lij66e0c,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,32,0.00159999999999999,dummy-lij66e0c,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,2,5e-5,dummy-lij66e0c,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lij66e0c,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lij66e0c,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,68,0.0034,dummy-lju0wxet,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,19,4.75e-4,dummy-lju0wxet,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-lju0wxet,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lju0wxet,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,68,0.0034,dummy-lju0wxet,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,19,4.75e-4,dummy-lju0wxet,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-lju0wxet,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lju0wxet,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lju0wxet,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lju0wxet,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,50,0.0025,dummy-lk2copdl,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,40,0.001,dummy-lk2copdl,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-lk2copdl,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lk2copdl,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,50,0.0025,dummy-lk2copdl,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,40,0.001,dummy-lk2copdl,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-lk2copdl,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lk2copdl,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lk2copdl,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lk2copdl,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,103,0.00515,dummy-lk9pqs0u,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,1180,0.0295,dummy-lk9pqs0u,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,19,9.5e-4,dummy-lk9pqs0u,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lk9pqs0u,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,103,0.00515,dummy-lk9pqs0u,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,1180,0.0295,dummy-lk9pqs0u,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,19,9.5e-4,dummy-lk9pqs0u,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lk9pqs0u,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lk9pqs0u,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lk9pqs0u,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,101,0.00505,dummy-lkh1sgze,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,427,0.010675,dummy-lkh1sgze,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-lkh1sgze,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-lkh1sgze,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,101,0.00505,dummy-lkh1sgze,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,427,0.010675,dummy-lkh1sgze,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,6,3e-4,dummy-lkh1sgze,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-lkh1sgze,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lkh1sgze,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lkh1sgze,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,45,0.00225,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,25,6.25e-4,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,24,0.0012,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,2,5e-5,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,45,0.00225,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,25,6.25e-4,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,24,0.0012,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,2,5e-5,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,dummy-llc8o2h5,ptm
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-llc8o2h5,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-llc8o2h5,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-llc8o2h5,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,80,0.004,dummy-llhtx8om,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,76,0.00189999999999999,dummy-llhtx8om,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,646,0.0323,dummy-llhtx8om,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-llhtx8om,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,80,0.004,dummy-llhtx8om,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,76,0.00189999999999999,dummy-llhtx8om,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,646,0.0323,dummy-llhtx8om,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-llhtx8om,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-llhtx8om,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-llhtx8om,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-llou2ewk,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,41,0.00102499999999999,dummy-llou2ewk,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-llou2ewk,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-llou2ewk,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,59,0.00295,dummy-llou2ewk,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,41,0.00102499999999999,dummy-llou2ewk,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,21,0.00105,dummy-llou2ewk,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-llou2ewk,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-llou2ewk,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-llou2ewk,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,108,0.00539999999999999,dummy-lls99u8s,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,121,0.003025,dummy-lls99u8s,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1228,0.06139999999999999,dummy-lls99u8s,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lls99u8s,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,108,0.00539999999999999,dummy-lls99u8s,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,121,0.003025,dummy-lls99u8s,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1228,0.06139999999999999,dummy-lls99u8s,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lls99u8s,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lls99u8s,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lls99u8s,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,80,0.004,dummy-lm62xpd0,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,7,1.75e-4,dummy-lm62xpd0,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-lm62xpd0,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lm62xpd0,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,80,0.004,dummy-lm62xpd0,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,7,1.75e-4,dummy-lm62xpd0,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-lm62xpd0,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lm62xpd0,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lm62xpd0,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lm62xpd0,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,64,0.0032,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,50,0.00124999999999999,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,22,0.0011,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,64,0.0032,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,50,0.00124999999999999,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,22,0.0011,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,1,2.5e-5,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,warmup,0,0,dummy-lmyaofr8,ptm
0,trafo0_scale_square_transformed,kernel_00,3,divergent transition + maximum tree depth,posterior,1,2.5e-5,dummy-lmyaofr8,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lmyaofr8,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lmyaofr8,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,30,0.0015,dummy-ln3wirr7,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,0,0,dummy-ln3wirr7,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,38,0.00189999999999999,dummy-ln3wirr7,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ln3wirr7,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,30,0.0015,dummy-ln3wirr7,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,0,0,dummy-ln3wirr7,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,38,0.00189999999999999,dummy-ln3wirr7,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-ln3wirr7,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-ln3wirr7,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-ln3wirr7,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,66,0.0033,dummy-lnvd5uqk,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,4,1e-4,dummy-lnvd5uqk,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-lnvd5uqk,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lnvd5uqk,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,66,0.0033,dummy-lnvd5uqk,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,4,1e-4,dummy-lnvd5uqk,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,7,3.5e-4,dummy-lnvd5uqk,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lnvd5uqk,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lnvd5uqk,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lnvd5uqk,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,77,0.00385,dummy-lof6lfnf,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,652,0.0163,dummy-lof6lfnf,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-lof6lfnf,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lof6lfnf,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,77,0.00385,dummy-lof6lfnf,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,652,0.0163,dummy-lof6lfnf,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,2,1e-4,dummy-lof6lfnf,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lof6lfnf,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lof6lfnf,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lof6lfnf,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,58,0.0029,dummy-lpksc15a,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,30,7.5e-4,dummy-lpksc15a,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-lpksc15a,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lpksc15a,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,58,0.0029,dummy-lpksc15a,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,30,7.5e-4,dummy-lpksc15a,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-lpksc15a,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lpksc15a,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lpksc15a,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lpksc15a,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,71,0.00354999999999999,dummy-lq53fygj,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,210,0.00525,dummy-lq53fygj,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-lq53fygj,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lq53fygj,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,71,0.00354999999999999,dummy-lq53fygj,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,210,0.00525,dummy-lq53fygj,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,5,2.5e-4,dummy-lq53fygj,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lq53fygj,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lq53fygj,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lq53fygj,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,74,0.0037,dummy-lq5ai716,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,78,0.00195,dummy-lq5ai716,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,27,0.00135,dummy-lq5ai716,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lq5ai716,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,warmup,74,0.0037,dummy-lq5ai716,ptm
0,trafo0_scale_square_transformed,kernel_00,1,divergent transition,posterior,78,0.00195,dummy-lq5ai716,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,warmup,27,0.00135,dummy-lq5ai716,ptm
0,trafo0_scale_square_transformed,kernel_00,2,maximum tree depth,posterior,0,0,dummy-lq5ai716,ptm
0,scale_intercept,kernel_01,NA,NA,NA,NA,NA,dummy-lq5ai716,ptm
0,loc_intercept,kernel_02,NA,NA,NA,NA,NA,dummy-lq5ai716,ptm
0,trafo0_latent,kernel_00,1,divergent transition,warmup,76,0.00379999999999999,dummy-lq8bks2i,ptm
0,trafo0_latent,kernel_00,1,divergent transition,posterior,6,1.5e-4,dummy-lq8bks2i,ptm
0,trafo0_latent,kernel_00,2,maximum tree depth,warmup,1,5e-5,dummy-lq8bks2i,ptm
