variable,ess_bulk_min,ess_bulk_median,ess_tail_min,ess_tail_median,rhat_max,rhat_median,ess_bulk_min_per_minute,ess_tail_min_per_minute,ess_bulk_median_per_minute,ess_tail_median_per_minute,data_type,data_seed,model,ntrain,ntest,job,run,acceptance_prob,position_moved,kernel,mcmc_strategy,apply_jitter
g(x1)_variance,718.6998647796643,718.6998647796643,1802.551175839592,1802.551175839592,1.0036220624650405,1.0036220624650405,1924.4228506371608,4826.591519245748,1924.4228506371608,4826.591519245748,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
g(x2)_coef,751.5982744242743,951.9407218810278,1412.159027823724,1752.1823958906698,1.0047319558082184,1.0034949899597403,2012.5131013416312,3781.260071213008,2548.9589847098564,4691.721824895469,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
g(x2)_variance,857.5982425764606,857.5982425764606,2154.656874250033,2154.656874250033,1.0014987306931589,1.0014987306931589,2296.3433493707116,5769.405460178303,2296.3433493707116,5769.405460178303,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
g(x3)_coef,725.4085379797978,976.2244321933724,1195.736765780907,1696.0936346657174,1.015365687020803,1.0043183087792922,1942.386293565805,3201.7581582837975,2613.9821318029144,4541.536053261407,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
g(x3)_variance,629.2037505811545,629.2037505811545,1382.822754254222,1382.822754254222,1.0057068142469283,1.0057068142469283,1684.784058914769,3702.7079551262736,1684.784058914769,3702.7079551262736,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x0)_coef,738.8526640949239,913.3100472419778,1037.589938844502,1523.4211247909254,1.0064332006094692,1.00395044229586,1978.384885983418,2778.2971526170136,2445.519765288675,4079.1804303313897,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x0)_variance,436.83384086818694,436.83384086818694,1051.8390433629734,1051.8390433629734,1.0101588530675152,1.0101588530675152,1169.6857986136672,2816.451191152794,1169.6857986136672,2816.451191152794,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x1)_coef,797.8173091086983,975.1726096361868,1400.856081770349,1650.652402126885,1.012365563776952,1.0036108791432294,2136.2712524696617,3750.9947981406353,2611.165724755887,4419.860579890258,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x1)_variance,810.8656226464102,810.8656226464102,1537.517514987001,1537.517514987001,1.0039391912336515,1.0039391912336515,2171.209999455442,4116.925554178244,2171.209999455442,4116.925554178244,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x2)_coef,609.4172160212188,871.1656228149916,1444.4048708704315,1849.7003968295264,1.0056651609824787,1.00290217409934,1631.802750432492,3867.602980455335,2332.671972532922,4952.840378761796,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x2)_variance,3143.615309433977,3143.615309433977,4349.454230413086,4349.454230413086,1.001304718843373,1.001304718843373,8417.484727010804,11646.292867153252,8417.484727010804,11646.292867153252,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x3)_coef,779.8688605331787,915.396971098277,1318.3411017249664,1875.680898666985,1.0065896283492628,1.0032124033394627,2088.2116850968405,3530.0490029610496,2451.107805795449,5022.406930610745,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
s(x3)_variance,1607.3238315581814,1607.3238315581814,3522.4324304981105,3522.4324304981105,1.000027778970598,1.000027778970598,4303.8420645487795,9431.82236600827,4303.8420645487795,9431.82236600827,mixture,2,gaussian-iwls,2000,5000,008-gaussian,20260109-203021,NA,NA,NA,NA,NA
$\beta_0$,1212.4371433835004,1212.4371433835004,2717.379130413906,2717.379130413906,1.0014768235941516,1.0014768235941516,2370.9155052811057,5313.822946768437,2370.9155052811057,5313.822946768437,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
$\gamma_0$,4782.2525818708755,4782.2525818708755,5895.922855809864,5895.922855809864,0.9999513225086504,0.9999513225086504,9351.67390606895,11529.45123222715,9351.67390606895,11529.45123222715,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x0)_coef,669.1188502593884,958.5060773233114,1419.003881928232,1706.994848080981,1.00945258666863,1.0045051312520477,1308.458970935746,2774.855854654039,1874.3544216157304,3338.020923258726,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x0)_variance,1365.318307730912,1365.318307730912,2554.571029506728,2554.571029506728,1.0011903283722798,1.0011903283722798,2669.8739502568023,4995.452420978545,2669.8739502568023,4995.452420978545,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x1)_coef,799.8026092439246,1014.8357827759368,1410.2939327152742,1853.2254310597048,1.0112079291735103,1.003033714536011,1564.010487280913,2757.8235872479254,1984.506913061882,3623.974185596951,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x1)_variance,1419.9728125340628,1419.9728125340628,2811.074302101547,2811.074302101547,1.000842236680918,1.000842236680918,2776.750594195336,5497.04344321766,2776.750594195336,5497.04344321766,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x2)_coef,788.0945559460032,947.4347486783068,1463.7160665179572,1858.565522230146,1.0059054710873865,1.0032162499279798,1541.1154405131815,2862.2903351112573,1852.7044871084024,3634.416710411295,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x2)_variance,1768.2454030316385,1768.2454030316385,3451.712107005896,3451.712107005896,1.0008438892214355,1.0008438892214355,3457.796114271371,6749.807855134508,3457.796114271371,6749.807855134508,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x3)_coef,765.4575560142649,1049.4619958289215,1366.3565552591765,1784.7022982762614,1.0112544227403055,1.0038188770056302,1496.8488866352382,2671.904238735274,2052.2183205063843,3489.9775005949364,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
g(x3)_variance,1159.4881348731346,1159.4881348731346,2157.5933449991862,2157.5933449991862,1.0022366646359764,1.0022366646359764,2267.373951847536,4219.164303622662,2267.373951847536,4219.164303622662,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x0)_coef,863.3471064423105,1065.5942919717877,1368.5189430437536,1746.862362705172,1.0060254087909777,1.0031152708340307,1688.2714722772218,2676.1327785444196,2083.7649547130613,3415.9816728904425,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x0)_variance,747.0345967564632,747.0345967564632,1345.775883629716,1345.775883629716,1.002180142866716,1.002180142866716,1460.8228707746632,2631.6588258149663,1460.8228707746632,2631.6588258149663,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x1)_coef,867.7194242005273,961.294047326097,1340.8327763145746,1777.1449732280091,1.0063760512576538,1.003218978539541,1696.8215204372798,2621.992601184936,1879.8062847031783,3475.1991846771743,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x1)_variance,884.227725540607,884.227725540607,1847.7738745058975,1847.7738745058975,1.0017877115651344,1.0017877115651344,1729.1034311545827,3613.313690715321,1729.1034311545827,3613.313690715321,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x2)_coef,885.8777404883626,1020.2635136748072,1718.8833340075903,1949.1883466824968,1.0095427464611488,1.0043980291298236,1732.3300281331792,3361.2688052388626,1995.120816979996,3811.6292453447327,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x2)_variance,5272.8959877264615,5272.8959877264615,6678.952932045974,6678.952932045974,1.0000865623048372,1.0000865623048372,10311.124929864409,13060.66310492579,10311.124929864409,13060.66310492579,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x3)_coef,776.907725035212,1021.4562937913676,1638.2395097470355,1925.791772764459,1.0065282709399228,1.003177703507516,1519.2396418327355,3203.570161323236,1997.453293255716,3765.877347874873,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
s(x3)_variance,3175.385463526674,3175.385463526674,5164.924501202867,5164.924501202867,1.000877316271045,1.000877316271045,6209.452318253743,10099.987162497222,6209.452318253743,10099.987162497222,mixture,6,gaussian-iwls,10000,5000,008-gaussian,20260109-203130,NA,NA,NA,NA,NA
$\beta_0$,1124.5877300717748,1124.5877300717748,2269.9460483032317,2269.9460483032317,1.0008747713020445,1.0008747713020445,1493.085680474349,3013.7479269443734,1493.085680474349,3013.7479269443734,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
$\gamma_0$,4288.349143296177,4288.349143296177,5863.523764872046,5863.523764872046,1.0002502540145222,1.0002502540145222,5693.528861746795,7784.846958887538,5693.528861746795,7784.846958887538,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x0)_coef,798.3683748544252,1018.682381318854,1537.5787755962765,1837.1526093188145,1.008142447391046,1.0028793848503632,1059.97278501575,2041.4030769280769,1352.477922199647,2439.139411244456,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x0)_variance,1597.4216259764946,1597.4216259764946,2844.935188779699,2844.935188779699,1.0026482587289551,1.0026482587289551,2120.8548623177057,3777.145951942276,2120.8548623177057,3777.145951942276,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x1)_coef,808.444422114823,961.0721605645372,1604.6298332417402,1749.403685297823,1.0077652682387863,1.0040413434772977,1073.3504891094294,2130.4250103478134,1275.9903407001166,2322.6374626375537,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x1)_variance,1411.2151270584566,1411.2151270584566,2125.0207224229416,2125.0207224229416,1.0046586302205045,1.0046586302205045,1873.6333697552352,2821.334366824765,1873.6333697552352,2821.334366824765,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x2)_coef,807.8360859049772,899.1578113695725,1436.709913844756,1855.5683834449571,1.0104808043680618,1.005370362028938,1072.5428170536643,1907.482130558397,1193.7882805789466,2463.5895523115637,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x2)_variance,2386.5251127571146,2386.5251127571146,4714.181637702014,4714.181637702014,1.001057267371984,1.001057267371984,3168.5268980505934,6258.895513610807,3168.5268980505934,6258.895513610807,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x3)_coef,833.8261580184062,938.7690995129852,1406.3101873364255,1730.642516674122,1.0092626801796332,1.0039020814431503,1107.049155215988,1867.121209728301,1246.3791505756326,2297.728750340627,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
g(x3)_variance,1658.9866578495928,1658.9866578495928,2784.859915490053,2784.859915490053,1.000627296368636,1.000627296368636,2202.5931429779466,3697.385584742085,2202.5931429779466,3697.385584742085,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x0)_coef,802.7269463333058,977.6309897460224,1477.389737555053,1873.517325401921,1.006134284471608,1.002964700462628,1065.759546233592,1961.4916672462896,1297.975064590638,2487.41989253224,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x0)_variance,1046.3391201322345,1046.3391201322345,1828.1318343851317,1828.1318343851317,1.0041269519153058,1.0041269519153058,1389.1970500957352,2427.162764585325,1389.1970500957352,2427.162764585325,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x1)_coef,901.2896880985708,1049.2156447291563,1598.7285142021367,2026.331470569412,1.008232296857847,1.0035698166488212,1196.618717486168,2122.5899835923815,1393.0161364776598,2690.3072314408255,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x1)_variance,1716.76194069619,1716.76194069619,2923.0217857373405,2923.0217857373405,1.002279007344137,1.002279007344137,2279.2998730950394,3880.819481927336,2279.2998730950394,3880.819481927336,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x2)_coef,726.2554389305374,1055.8692152619076,1843.866322169985,2138.679786883426,1.0074821196438708,1.0020701084428745,964.2303283573892,2448.0530319899535,1401.8499078418938,2839.4691490291943,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x2)_variance,6342.227927792414,6342.227927792414,7346.460614426088,7346.460614426088,1.0004301981144377,1.0004301981144377,8420.409940527257,9753.703381476793,8420.409940527257,9753.703381476793,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x3)_coef,906.4572514337252,992.1491812638508,1784.3597046073874,2025.9416193592465,1.0072067529621431,1.0044509739407994,1203.4795560071177,2369.0476541076,1317.2504872917823,2689.789636197832,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
s(x3)_variance,4823.807701005633,4823.807701005633,6188.794901105389,6188.794901105389,1.0002768844637453,1.0002768844637453,6404.443167162888,8216.700928831377,6404.443167162888,8216.700928831377,mixture,11,gaussian-iwls,20000,5000,008-gaussian,20260109-203303,NA,NA,NA,NA,NA
$\beta_0$,1294.9747039937058,1294.9747039937058,2651.9529957759814,2651.9529957759814,1.0037398782969882,1.0037398782969882,170.06956479267586,348.2820864773018,170.06956479267586,348.2820864773018,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
$\gamma_0$,760.9470359528893,760.9470359528893,1702.295929183122,1702.295929183122,1.0019869051037242,1.0019869051037242,99.9354897324802,223.56323017868348,99.9354897324802,223.56323017868348,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
g(x0)_coef,370.2638438473963,670.1328877223859,703.885582502226,1123.5001865329357,1.014882945052617,1.007566696742992,48.62690412977831,92.44158539221516,88.00882999237275,147.54974531848094,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.50337,0.50425005,IWLSKernel,iwls-nuts,FALSE
g(x0)_variance,705.6999143862938,705.6999143862938,1418.357202820664,1418.357202820664,1.008223302093654,1.008223302093654,92.67986235080076,186.27343951997372,92.67986235080076,186.27343951997372,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
g(x1)_coef,378.0505403773535,601.5008453519524,594.603131315756,1023.286427581712,1.0122465352261347,1.004949177366124,49.64953421354627,78.08947576764744,78.99535541192347,134.38863080519266,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.52021426,0.51912504,IWLSKernel,iwls-nuts,FALSE
g(x1)_variance,539.4411007752702,539.4411007752702,1082.8646858583477,1082.8646858583477,1.0069595491555086,1.0069595491555086,70.8450234257071,142.21306816676008,70.8450234257071,142.21306816676008,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
g(x2)_coef,435.90310227765013,528.7997713555919,679.8042671434623,906.5287263235252,1.0108260973309526,1.0065354560779227,57.24733515450782,89.278976261651,69.44749322095572,119.05479348934838,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.5434842,0.536,IWLSKernel,iwls-nuts,FALSE
g(x2)_variance,1283.3167059365985,1283.3167059365985,2344.580657490597,2344.580657490597,1.0033376864097878,1.0033376864097878,168.53851507424386,307.91474984880455,168.53851507424386,307.91474984880455,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
g(x3)_coef,453.6894348740248,556.731030109854,710.7553104812499,934.1576657010312,1.0138524611782849,1.0057103743771498,59.5832215888871,93.34378961599926,73.11571701389867,122.68331355319552,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.50525737,0.50187504,IWLSKernel,iwls-nuts,FALSE
g(x3)_variance,986.8366222019836,986.8366222019836,2472.750359928664,2472.750359928664,1.002436739853194,1.002436739853194,129.6016627520018,324.74733001120035,129.6016627520018,324.74733001120035,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
s(x0)_coef,254.93349632490015,482.5072929622357,511.3758587737712,823.9613656265764,1.0274770904642372,1.009068187257741,33.48052177184592,67.15920355735292,63.36788283995579,108.21118777527242,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.5403611,0.54387504,IWLSKernel,iwls-nuts,FALSE
s(x0)_variance,442.41138445231235,442.41138445231235,901.11583160487,901.11583160487,1.006059497566611,1.006059497566611,58.102070550943886,118.34391578167484,58.102070550943886,118.34391578167484,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
s(x1)_coef,255.27357726094272,426.71051231014,516.2184073239689,734.0860519780098,1.021848340234801,1.0081803287029016,33.525184742179384,67.79517746624832,56.040068502680185,96.40782557006656,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.50980926,0.50975,IWLSKernel,iwls-nuts,FALSE
s(x1)_variance,704.5277952124502,704.5277952124502,1820.0702253676511,1820.0702253676511,1.00749894337136,1.00749894337136,92.52592745372056,239.03057732770077,92.52592745372056,239.03057732770077,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
s(x2)_coef,366.0605733425044,444.8992148071084,673.579810804304,904.1127557647812,1.0100992465837877,1.0072735310861731,48.07488687162781,88.46151582987038,58.428798342933426,118.73750307416856,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.52126235,0.51737505,IWLSKernel,iwls-nuts,FALSE
s(x2)_variance,5982.642963857822,5982.642963857822,7409.27993595439,7409.27993595439,1.000628300211901,1.000628300211901,785.7029809427147,973.0638059946172,785.7029809427147,973.0638059946172,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
s(x3)_coef,242.4274645276386,285.1865780766387,432.4561602902676,519.4902569972304,1.0150803100548793,1.010797430699326,31.83809943071116,56.794646834147706,37.45367154171234,68.22487084039885,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.50082654,0.50025004,IWLSKernel,iwls-nuts,FALSE
s(x3)_variance,2411.441631375098,2411.441631375098,6335.436815467353,6335.436815467353,1.0019829853432989,1.0019829853432989,316.69562927068307,832.0355437485565,316.69562927068307,832.0355437485565,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,1,1,GibbsKernel,iwls-nuts,FALSE
trafo0_latent,3146.940564110298,6402.721545534392,3874.0454033457872,5181.884265503343,1.0013212541774048,1.0002981139138494,413.2890090563943,508.7799890624634,840.8720752455838,680.5390090804831,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.92005146,99.00001,NUTSKernel,iwls-nuts,FALSE
trafo0_scale_square_transformed,2875.9721200461317,2875.9721200461317,3298.3239053927573,3298.3239053927573,1.0003946595632245,1.0003946595632245,377.7026109496053,433.1702460329694,377.7026109496053,433.1702460329694,mixture,5,ptm-iwls-nuts,10000,5000,010-ptm,20260114-121954,0.92005146,99.00001,NUTSKernel,iwls-nuts,FALSE
$\beta_0$,867.7486550262529,867.7486550262529,2071.9131046131206,2071.9131046131206,1.0041162314031915,1.0041162314031915,311.6428663401449,744.1059516361987,311.6428663401449,744.1059516361987,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
$\gamma_0$,846.5033611146416,846.5033611146416,1963.2424539177075,1963.2424539177075,1.001978394347873,1.001978394347873,304.01284092610024,705.078022438495,304.01284092610024,705.078022438495,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
g(x0)_coef,301.3257855133555,560.6802396475119,568.89743477377,883.5484221524595,1.014084128043412,1.0062215669647263,108.2180087006148,204.31357190762745,201.36245210169025,317.3171876844619,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.48749417,0.48900002,IWLSKernel,iwls-nuts,FALSE
g(x0)_variance,517.9865263804595,517.9865263804595,806.7626077453517,806.7626077453517,1.010956270469722,1.010956270469722,186.0294508919725,289.74036442177476,186.0294508919725,289.74036442177476,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
g(x1)_coef,382.7970469500491,543.3071686712751,534.240794123971,982.327003385892,1.014370055933198,1.006357490778509,137.47756132730294,191.86700138600904,195.12309511184688,352.7924834516082,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.5047574,0.50437504,IWLSKernel,iwls-nuts,FALSE
g(x1)_variance,494.92036985599896,494.92036985599896,672.7343704935242,672.7343704935242,1.005340982585486,1.005340982585486,177.74548168833732,241.60552285706743,177.74548168833732,241.60552285706743,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
g(x2)_coef,234.00067471729895,405.413858777238,304.2991925807948,724.3417943322132,1.0247626961282976,1.015753353385502,84.03889832848044,109.28587679343804,145.60015307604797,260.1397901202454,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.5289729,0.53062505,IWLSKernel,iwls-nuts,FALSE
g(x2)_variance,430.5402060361899,430.5402060361899,1009.3076649368712,1009.3076649368712,1.0142597362879993,1.0142597362879993,154.62401826452322,362.48230625086813,154.62401826452322,362.48230625086813,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
g(x3)_coef,330.7538280636678,524.9777700142612,571.0373794950398,872.6150646987192,1.0146432781185877,1.0069139687862467,118.78678282436336,205.08211070383655,188.5402830237196,313.3905865472905,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.52322495,0.520375,IWLSKernel,iwls-nuts,FALSE
g(x3)_variance,398.82640458843446,398.82640458843446,952.3590122453644,952.3590122453644,1.0051343075236263,1.0051343075236263,143.23433770613417,342.0297924311219,143.23433770613417,342.0297924311219,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
s(x0)_coef,221.08116280111776,405.3652102351109,495.8142357366208,761.9397883260012,1.024783196478746,1.0066303138841357,79.39899056031163,178.0665042834714,145.58268146024778,273.6427169746917,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.51644975,0.51125,IWLSKernel,iwls-nuts,FALSE
s(x0)_variance,487.97556569371864,487.97556569371864,1180.5431866025958,1180.5431866025958,1.004917482346216,1.004917482346216,175.25132780775476,423.97975540513033,175.25132780775476,423.97975540513033,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
s(x1)_coef,277.1970118913439,400.3974498453757,369.83793313565775,743.8100684947817,1.0221413586211614,1.007523939961687,99.55241166479033,132.82343095100993,143.7985622015423,267.1316174513233,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.50606996,0.503,IWLSKernel,iwls-nuts,FALSE
s(x1)_variance,545.0747655641687,545.0747655641687,1344.199346169292,1344.199346169292,1.0033813238699367,1.0033813238699367,195.75790907444377,482.75515582340273,195.75790907444377,482.75515582340273,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
s(x2)_coef,160.77377683155498,267.2091750666762,381.0692886404513,519.6131626974231,1.0236719845342392,1.0122953436705586,57.74022276369962,136.85705497580673,95.96538438615636,186.6136403359725,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.49868375,0.503,IWLSKernel,iwls-nuts,FALSE
s(x2)_variance,1760.0769813701509,1760.0769813701509,3480.1745510668766,3480.1745510668766,1.002971204684762,1.002971204684762,632.1132649141459,1249.8683416866786,632.1132649141459,1249.8683416866786,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
s(x3)_coef,309.48813436920426,361.3066985687349,469.5713694524875,530.5951290342902,1.0312465035968033,1.0119368586130764,111.14943104137078,168.64165294847163,129.75952715991096,190.55769884582827,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.53186846,0.53075004,IWLSKernel,iwls-nuts,FALSE
s(x3)_variance,1554.097478590671,1554.097478590671,2783.9783894497623,2783.9783894497623,1.0061362071821618,1.0061362071821618,558.1378778228541,999.836761591864,558.1378778228541,999.836761591864,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,1,1,GibbsKernel,iwls-nuts,FALSE
trafo0_latent,975.1664886894,4008.666586219572,1777.012183247044,3826.9503791857696,1.0026333483881809,1.0008860981880083,350.22085938563026,638.1953657902393,1439.6707363304822,1374.4092584907266,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.9299637,99.00001,NUTSKernel,iwls-nuts,FALSE
trafo0_scale_square_transformed,1105.2445879935428,1105.2445879935428,1751.0304845481471,1751.0304845481471,1.0039127717365397,1.0039127717365397,396.9370501632405,628.864310065739,396.9370501632405,628.864310065739,mixture,1,ptm-iwls-nuts,2000,5000,010-ptm,20260113-225025,0.9299637,99.00001,NUTSKernel,iwls-nuts,FALSE
$\beta_0$,1193.9401809039323,1193.9401809039323,2606.1335403687954,2606.1335403687954,1.0051630607711748,1.0051630607711748,58.70021569629608,128.13087573380636,58.70021569629608,128.13087573380636,mixture,10,ptm-iwls-nuts,20000,5000,010-ptm,20260114-124146,1,1,GibbsKernel,iwls-nuts,FALSE
$\gamma_0$,1039.7505929641416,1039.7505929641416,1951.794185095075,1951.794185095075,1.0017568747591157,1.0017568747591157,51.11946565960979,95.9602009316043,51.11946565960979,95.9602009316043,mixture,10,ptm-iwls-nuts,20000,5000,010-ptm,20260114-124146,1,1,GibbsKernel,iwls-nuts,FALSE
g(x0)_coef,489.8660793748108,639.8041747112318,715.2355849455416,1193.9476666393407,1.0158988541460603,1.004420428283794,24.08432598342548,35.164645416475835,31.456050863876506,58.70058373339723,mixture,10,ptm-iwls-nuts,20000,5000,010-ptm,20260114-124146,0.48191154,0.4785,IWLSKernel,iwls-nuts,FALSE
