variable,ess_bulk_min,ess_bulk_median,ess_tail_min,ess_tail_median,rhat_max,rhat_median,ess_bulk_min_per_minute,ess_tail_min_per_minute,ess_bulk_median_per_minute,ess_tail_median_per_minute,model,job,run,fold,a,b,nparam,trafo_target_slope
ri(id)_coef_latent,5021.5575220153505,8260.878588935897,11693.497794044752,14997.215500789493,1.0012369419078846,1.000311717712136,14.033937736007948,32.680262894192275,23.086991486920017,41.913288382904554,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
ri(id)_variance,17436.09658835411,17436.09658835411,19600.12408363763,19600.12408363763,1.0000312099336244,1.0000312099336244,48.72932208925001,54.77721201078765,48.72932208925001,54.77721201078765,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
s(age)_coef,5371.298045623517,13582.31541935965,11223.895363996431,14308.151330054465,1.0010317486422184,1.000190518577725,15.011370875140038,31.367847127752704,37.9590133281224,39.98753454541227,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
s(age)_variance,5006.798042106795,5006.798042106795,9923.155481256352,9923.155481256352,1.000147835936094,1.000147835936094,13.992688856323822,27.73261992083816,13.992688856323822,27.73261992083816,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
s(sex)_coef,1441.31752044393,1441.31752044393,3145.6764419428946,3145.6764419428946,1.0025697157778335,1.0025697157778335,4.028104876036435,8.791341556939084,4.028104876036435,8.791341556939084,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
scale_intercept,16404.133035074243,16404.133035074243,18614.90638542454,18614.90638542454,1.0000678392913096,1.0000678392913096,45.8452543096686,52.023786649728265,45.8452543096686,52.023786649728265,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
trafo0_latent,10787.42117556562,19514.077993937502,15190.666597538557,16557.094197146736,1.0005690302517798,1.000207999438473,30.14801611776076,42.45393351837026,54.53673573226562,46.27274068518884,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
trafo0_scale_square_transformed,3149.386929169417,3149.386929169417,1695.764350032054,1695.764350032054,1.0011895031001623,1.0011895031001623,8.801711396670875,4.73921710524201,8.801711396670875,4.73921710524201,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205339,1,-7,7,40,identity
g(age)_coef,9486.372544251368,13901.0399372758,10028.858815556345,13090.34854348128,1.0005463081534498,1.0001274919009069,26.357479906692355,27.864754782191746,38.62344422167004,36.37097289790613,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205601,2,-7,7,40,identity
g(age)_variance,4460.791999964594,4460.791999964594,6831.159579924219,6831.159579924219,1.0002206869997017,1.0002206869997017,12.394119560300211,18.98008438181896,12.394119560300211,18.98008438181896,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205601,2,-7,7,40,identity
g(sex)_coef,14170.531385395418,14170.531385395418,17153.966032013097,17153.966032013097,1.0000312190207683,1.0000312190207683,39.37221467061711,47.66156008524641,39.37221467061711,47.66156008524641,ptm-nonlinear-77-id,001c-ptm-nonlinear,20250909-205601,2,-7,7,40,identity
