variable,ess_bulk_min,ess_bulk_median,ess_tail_min,ess_tail_median,rhat_max,rhat_median,ess_bulk_min_per_minute,ess_tail_min_per_minute,ess_bulk_median_per_minute,ess_tail_median_per_minute,model,job,run,fold,a,b,nparam,trafo_target_slope
g(age)_coef,5576.890157360453,6461.667021781302,7982.409436416835,9098.080981782834,1.0011897229949125,1.0006741567817938,10.866769996331598,15.554010373972336,12.59078937136757,17.727936295562,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
g(age)_variance,3997.030481591608,3997.030481591608,8217.046579329699,8217.046579329699,1.0015151419117303,1.0015151419117303,7.788356895366981,16.01120924156439,7.788356895366981,16.01120924156439,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
loc_intercept,5604.076552544366,5604.076552544366,10080.201359231918,10080.201359231918,1.0007137544838516,1.0007137544838516,10.919743659996652,19.641632988397863,10.919743659996652,19.641632988397863,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
s(age)_coef,5218.68209335962,5511.2476440100445,8196.192078192844,8839.012678944116,1.0011013564178688,1.0005257468313138,10.1687887679958,15.97057349998656,10.738863210572411,17.223132438779427,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
s(age)_variance,16196.726539819843,16196.726539819843,26465.133157188284,26465.133157188284,1.0002762713633118,1.0002762713633118,31.559901134040956,51.568258801348,31.559901134040956,51.568258801348,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
scale_intercept,4392.433578712691,4392.433578712691,9007.400910882548,9007.400910882548,1.001713745179348,1.001713745179348,8.558813976466393,17.551242933146764,8.558813976466393,17.551242933146764,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
trafo0_latent,19399.552566671704,28866.178067689125,22209.5934229861,24948.257816806487,1.0002948992402578,1.0000635321799192,37.80072223504982,43.276187378569155,56.24678071177853,48.612572931279175,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
trafo0_scale_square_transformed,12350.843179303038,12350.843179303038,20753.116899955738,20753.116899955738,1.0000790098808572,1.0000790098808572,24.06605981168733,40.4381907650015,24.06605981168733,40.4381907650015,ptm-47-id,001g-ptm,20250906-011016,1,-4,7,30,identity
g(age)_coef,5576.890157360453,6461.667021781302,7982.409436416835,9098.080981782834,1.0011897229949125,1.0006741567817938,10.573767229344162,15.134624661487056,12.251301545121862,17.24993460882986,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
g(age)_variance,3997.030481591608,3997.030481591608,8217.046579329699,8217.046579329699,1.0015151419117303,1.0015151419117303,7.578357960872318,15.579495989864313,7.578357960872318,15.579495989864313,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
loc_intercept,5604.076552544366,5604.076552544366,10080.201359231918,10080.201359231918,1.0007137544838516,1.0007137544838516,10.625312554134227,19.112031937147577,10.625312554134227,19.112031937147577,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
s(age)_coef,5218.68209335962,5511.2476440100445,8196.192078192844,8839.012678944116,1.0011013564178688,1.0005257468313138,9.89460580038543,15.539955917443454,10.4493092183503,16.75874187355563,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
s(age)_variance,16196.726539819843,16196.726539819843,26465.133157188284,26465.133157188284,1.0002762713633118,1.0002762713633118,30.708945573074303,50.17781412251336,30.708945573074303,50.17781412251336,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
scale_intercept,4392.433578712691,4392.433578712691,9007.400910882548,9007.400910882548,1.001713745179348,1.001713745179348,8.3280410625203,17.078005462838963,8.3280410625203,17.078005462838963,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
trafo0_latent,19399.552566671704,28866.178067689125,22209.5934229861,24948.257816806487,1.0002948992402578,1.0000635321799192,36.78149423880695,42.109323383944435,54.73018816512021,47.30182296748573,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
trafo0_scale_square_transformed,12350.843179303038,12350.843179303038,20753.116899955738,20753.116899955738,1.0000790098808572,1.0000790098808572,23.417162106325943,39.34784820781928,23.417162106325943,39.34784820781928,ptm-47-co,001g-ptm,20250906-013012,1,-4,7,30,continue_linearly
g(age)_coef,4571.130760286425,6082.552618171813,5512.805812589043,8360.908446643496,1.0013987354792295,1.000571243093964,20.330548028437992,24.51873928394708,27.052743538558214,37.18595237148882,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
g(age)_variance,3073.5815936463205,3073.5815936463205,6102.744721708139,6102.744721708139,1.0012667150636765,1.0012667150636765,13.670052660019302,27.14254988019845,13.670052660019302,27.14254988019845,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
loc_intercept,5335.510086037192,5335.510086037192,8944.493566857114,8944.493566857114,1.0004787448455057,1.0004787448455057,23.730199320221924,39.781503874469955,23.730199320221924,39.781503874469955,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
s(age)_coef,5130.261222362889,5406.662287816289,7846.897133280403,8584.739292367427,1.0008753540708526,1.000674086649969,22.81733506419017,34.89983713184644,24.04665564830745,38.18146179746532,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
s(age)_variance,19883.415270015652,19883.415270015652,30342.35770876415,30342.35770876415,1.0000876460031989,1.0000876460031989,88.43342059440474,134.95058291778597,88.43342059440474,134.95058291778597,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
scale_intercept,6504.3352698395665,6504.3352698395665,10152.9794968911,10152.9794968911,1.0007096317048882,1.0007096317048882,28.92866284758185,45.15636242275352,28.92866284758185,45.15636242275352,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
trafo0_latent,18765.64262903224,26144.4797599908,17193.32511448695,23820.831058090815,1.0002190228814012,1.0001285732358542,83.46201820972142,76.46898335210246,116.28011302081246,105.94545973422936,ptm-44-id,001g-ptm,20250905-161943,2,-4,4,20,identity
